Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,Value of approved funding accessed outside the 5 metros,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",5,"6
1. 
Veeplaas, Gqeberga 09 June 2023
2. The Business Place, Central Gqerberga 20 June 2023.
3. The Business Place Gqerberga 27 June 2023.
4. Kokosi Fochville 27 June 2023.
5. Phokwane, Haartswater 28 June 2023.
6. Kimberley, 29 June 2023
","There was additional request from the Exports Branch.
",N/A ,"5
",6,"RB supports Exports as the lead branch and participates by way of an invitation.  RB was able to participate in an extra workshop as both the workshops with Zululand and Ilembe Chambers were virtual with no cost implications for RB.
","N/A
",5,0,Dependent on lead branches (no workshops organized by lead branches),Continuous communication with lead Branches to coordinate the workshops,"5

",5 workshops,N/A,N/A,20,-,"17 workshops	
",The Output was dependent on other Branches within the dtic as a joint output,"More engagement with other branches, provincial offices and municipalities were undertaken, however a new approach /strategy is required on this
",N/A ,177
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,"Value of funding accessed, and support provided to SMMEs",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A ,N/A ,N/A ,"6 workshops
",3,"RB supports Exports and Incentives as the lead branches in facilitating these workshops and participates by way of invitation.  No further invitations to participate in workshops targeting women and youth-owned SMMEs were received.
","Awaiting clarification on cost containment 
measures and whether workshops (and travel) can be proceeded with.
","8 workshop
s
",0,Dependent on lead branches (no workshops organized by lead branches),Continuous communication with lead branches to coordinate the workshops,"6 workshop

s
",6 workshops,N/A,N/A,20 workshops,-,"9 workshops
","The Output was a joint output dependent on other Branches within the dtic
","More engagement with other branches undertaken, however a new approach/ strategy is required on this 
",N/A ,177
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1000 (liquor)

 and 1000 (lottery)","11 442
 

2 384
","No baseline from previous year in setting target
",N/A ,"1000 
(liquor) and 2000
(lottery)

","liquor
8829

Lottery
July: 911
Aug: 862
Sept: 1 034

Q2 Total  = 2 807

","Liquor
No baseline provided.


Lottery
More jobs supported through NLC grant funding

","N/A
","7000 (liquor) and 4000
(lottery)

","14 214 (liquor)

2123 (lottery)

","Liquor
The over achievement was due to  some registrants who renewed the licenses during the period under review having huge figures of employment. It must be noted that there is no control over the number of registrants who renew during the period. 
Furthermore there was no baseline information as this was a new target for current financial year.

Lottery
Sports National
Federation data not included 



","Liquor
Performance Information will be used to inform the approach for providing inputs in formulation of the target during the planning for the new financial year. 

Lottery
Sport National Federations jobs stats  will be reported at the end of January.","1000 (liquor) 
and 3000 (lottery)
","NLA Jobs:(Liquor)

Jan:1712
Feb:5469
March:1218

Q4 Total: 8399 

NLC Jobs: (Lottery)
Jan:166
Feb:675
Mar:325

Q4 Total: 1166

","No baseline for target settings. NLA Registrants recorded more than projected

The number of jobs  is dependent on the number and size of projects funded y the NLC. During the current quarter, 90% of grants awarded were small grants, which are projects of R500 000 or less. Potentially meaning fewer jobs are created

","Target has been reviewed for 2024/25 financial year

Engagement with NLC on how this challenge can be addressed 
",20 000,-,"NLA Jobs
Q1: 11442 jobs
Q2: 8856 jobs
Q3: 14214 jobs
Q4: 8399 jobs
 
Annual Total NLA Jobs:
42 911	

NLC:
Q1: 2384 jobs
Q2: 2807 jobs
Q3 :2123 jobs
Q4: 1166 jobs
 
Annual Total NLC Jobs: 8 480


","No baseline for target
setting NLA Registrants recorded more jobs than projected

Jobs are verified as per the number of projects visited by the NLC

","Target has been reviewed for 2024 25 financial year

More projects to be visited to determine number of jobs retained and/or created 
",N/A ,177
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,Grey listing ‘Know your Shareholder’ regulations’ Published; beneficial ownership register establishment; and integrated business ownership register,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A ,N/A ,N/A ,1,1,N/A,"N/A
",Nil,NA,NA,NA,"1


",1,N/A,N/A,2,-,2,N/A,N/A,N/A ,177
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,"Priority legislation amended, tabled or submitted to Executive Authority, Cabinet or Parliament",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,N/A ,N/A ,Nil,N/A,N/A,"N/A
","1
",1 report completed and submitted to Minister: Bills are in Parliament,NA,NA,"Nil

",Nil,N/A,N/A,"2
",-,2,N/A,N/A,N/A ,177
,"Trade, Industry and Competition",National,Programme 5: Regulation,Programme 5: Regulation,Quarterly,Number of successful actions completed on price monitoring and excessive pricing or price gouging,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","2
",0 ,"No actions reported by NCC as yet. There has been engagement with NCC on enforcement actions taken; Engagement with the Transformation and Competition Branch; Compile successful actions completed on price monitoring and excessive pricing or price gouging. 
The NCC provided a report on food safety impact measures. A report attached","NCC will be engaged regularly on progress regarding actions taken. 

Coordination and collaboration with the Competition Branch as per Minister’s directive. 
",2,0,"The NCC is still finalizing the investigations, which will recommend what action can be taken
",N/A,"3
",2,Follow up further actions from the NCC from the NCC’s inspections and investigations as well as actions taken by the NCT,Follow up with the NCC on the actions at Senior and Executive Management ,"3
",Nil,"The NCC only
Conducted investigations on unfair pricing of consumer products, in terms of Section 13 Section 23 and Section 48 of the Consumer Protection Act
","NCC to be engaged
to consider widening its scope to include issues of excessive pricing, and price gouging
",10,-,4,"The NCC only conducted
investigations on unfair pricing of consumer products, in terms of Section 13 Section 23 and Section 48 of the
Consumer Protection Act
","NCC to be engaged
to consider widening its scope to include issues of excessive pricing, and price gouging
",N/A ,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value of investment facilitated,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R3bn,3.8,"Approved  AIS, CIP, GBS, and Film & TV projects resulted in high value of projected investments 
",n/a,R5bn,"R4.589bn
","Budgetary constraints and slow investment by companies; however, R25 billion actual investment achieved based disbursement made

","Reprioritisation of the budget submitted to 
NT for consideration
",R10bn,"R5,877bn
","Fewer applications
with low investment
value received for
the quarter due to
economic slow down
","Adjudication Committee Meetings to prioritise high value investment projects in Q4.
","R7bn

","R20,868bn
","Added SEZ and  contributed to high value of projected investment 
",N/A,R25bn,-,"R33,979 bn





",Increased based on SEZ uptake and contributed to the high value of projected investment ,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value of additional local output committed or achieved,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,R500m,R1.2bn ,"Approval of 1 OEM that has projected R66bn over 5 years.
",N/A,Nil,N/A,N/A,N/A,"R600m

","R1,918457
","High value of additional local output projected reported by BIS 
& 
High value of additional local output reported by companies for Q3 and Q4

",N/A,R1.1bn,-,"R79,632 bn



","AIS contributed to high amount for additional local output projected
 &
High value of additional local output achieved reported by AIS ",n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value of exports of Global Business Services,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,R1bn,"R3.812bn
","Expansion to new markets by GBS clients resulted on higher export revenue

","N/A
","R500m
","R1,676bn
","High value of export revenue reported by GBS projects.
",N/A,"R1bn
","R3,375bn
","Annual target was projected higher than anticipated

",N/A,R 2.5bn,-,"R7,334 bn

","Export revenue was reduced by R3,259 bn of BMW ZA IT Hub as per the SAIC investments.",n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value (Rand) through support programmes administered by or in partnership with the dtic-group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,"N/A
",Nil,"N/A
","N/A
","N/A
","R5bn

","R5,269bn
","Spending for budget allocated for 2023/24 was achieved
",N/A,R5bn,-,"R5,269 bn

",Spending for budget allocated for 2023/24 was achieved,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value of approved funding accessed outside the 5 metros,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,"N/A
","R500m
","R415m
",Fewer claims outside of 5 metros were received during Quarter 3,"Year to date achieved R1,9bn 
","R500m
","R2,016bn
","High value of approved funding disbursed to projects/ enterprises outside the 5 main metros reported by AIS. 
",N/A,R1bn,-,"R2,034 bn

",High value of approved funding disbursed to projects/ enterprises outside the 5 main metros repored by AIS. ,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,"Value of funding accessed, and support provided to SMMEs",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,R200m,"R313m
","More than 10% of value of funding disbursed was provided to SMMEs. 
","N/A
",R350m,"R385m
","Approximately 43% of projects claimed were SMMEs
","N/A
","R450m

","R371,315m
","Increase based on inclusion of Film & TV women owned projects/enterprises: 
- R267,050m excluding Film & TV women owned, and 
- R104,264m Film & TV women owned. 
",N/A,R1bn,-,"R607, 241m 

",Increase based on inclusion of Film & TV women owned projects/enterprises: ,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value of output by Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,N/A,Nil,"N/A
","N/A
","N/A
","R3bn

","R4,691bn
","High value of output by Black Industrialists firms was reported by AIS
",N/A,R3bn,-,"R4.692 bn

",AIS black-owned projects reported high value of output produced,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,N/A,Nil,"N/A
","N/A
","N/A
","25 000

","81 353
","BPS/GBS contributed to high number of jobs
",N/A,25 000,-,52 390,"BPS/GBS contributed to high number of jobs

",n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Number of jobs to be created through the dtic programmes: -	50 000 social economy fund part-time or temporary job opportunities; -	50 000 full-time jobs,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Nil



Nil",n/a,n/a,n/a,"2 500




Nil

","8 902
","Approximately 56% of the actual number of new jobs supported from disbursed projects were from BPS and GBS. 
","N/A
","3 500



1 500","10 225 (permanent Jobs)

26 739 (part time jobs)


",BPS/GBS created more jobs followed by AIS,N/A,"4 000





1 500","12 920

&


1 173","High number of new jobs was created by AIS
&
Fewer claims were received from CIP Private than anticipated

","Reduce the annual target as per 2023/24 baseline construction jobs
","10 000 (Permanent
)


3 000 (Part time)",-,"19 093 

","High number of new jobs was created by AIS
&
Fewer claims were received from CIP Private",n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Number of jobs in Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,1 000,"8 401
","High number of active jobs in black industrialists and black owned projects
","N/A
",500,"
1 428
","BIS  created more jobs
","N/A
","1 500

","1 648
","Annual target was achieved

",N/A,3 000,-,5 708,High number of jobs in Black Industrialist firms reported by BIS,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Value (Rand) of financial support to enterprises including SMMEs to mitigate impact of load shedding through energy resilience fund,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,N/A,"R500m
","R456m
",Counted total funding provided by IDC and NEF from Q1 to Q3,"N/A
","R500m
","R724m 
","IDC and NEF approved more energy projects than expected
",N/A,R240m,-,"R2,4bn","NEF and IDC received a higher than expected demand for energy funding projects

",n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,"Action minutes towards the increased efficiency of DFIs by ensuring that 95% of the IDC, NEF and ECIC APP KPI’s are achieved",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,"1

",4,N/A,N/A,1,-,4,n/a,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 6: Incentives,Programme 6: Incentives,Quarterly,Number of regulations published & red tape reduction interventions,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,1,1,N/A,N/A,"Nil
",N/A,N/A,N/A,"1
",1,N/A,N/A,2,-,3,The Agro Processing Support Scheme was amended based on a directive to look at the possibility of supporting hemp and cannabis products.,n/a,n/a,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value of exports in manufacturing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,"N/A
",Nil,"N/A
","N/A
","N/A
","R445bn


","Exports in manufacturing sectors to the rest of the 
world, to the value of R942 billion","Better than expected performance of South African 
manufacturing exports. 
",N/A,R445bn,-,"R942 billion.
","Better than expected performance of South African manufacturing exports. 
",N/A ,N/A ,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value of exports in manufacturing sectors to Africa,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,"N/A
",Nil,"N/A
","N/A
","N/A
","R281bn


","manufacturing exports to other African countries, to 
the value of R406 billion. 
","Better than expected performance of South African manufacturing exports. 
",N/A,R281bn,-,R241.4 billion ,"Better than expected performance of South African manufacturing exports in sectors supported by Export Councils and through export promotion initiatives.
",N/A,N/A,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value (Rand) through support programmes administered by or in partnership with the dtic-group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R38.5m," R70.4m 


","Additional approvals processed earlier in support of export initiatives.
",n/a,R31.1m,"Report submitted.
 
R68.05M in funding for SA companies  to participate in the exports  initiative events 

",N/A,N/A,"R47.3m
","The branch approved R80.8M in funding support to exporters to participate in export initiative events. Of the R80.8M, R48.5M were disbursed  
",Additional approvals processed earlier than anticipated in  support of export initiatives,"N/A
","R31.1m


","The branch provided  R28.8m in approved funding support to exporters to 
participate in the following export initiative events:

Mining Indaba 2024 in Cape Town on the 5th -8th Feb 2024
Gulfood 2024 in Dubai  on the 19th -23rd Feb 2024
 Black Industrialist Conference in Johannesburg on the 20th March 2024. 
","Less than anticipated number of approvals for events and companies supported in Q4. Approvals in previous quarters were significantly more than anticipated.
","Improve projections and distribution of approvals throughout the Financial Year. 
",R148m,-,"R406 billion. 
",Better than expected performance of South African manufacturing exports.,N/A ,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value of approved funding accessed outside the 5 metros,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R16.9m,R5.3m,"Key exhibitions in sectors which represents exporters outside the 5 metros, scheduled by international organisers for later in the year. 
","Targets set to be met through key events scheduled through the remainder of the year.
",R13.65m,"Report submitted. Export funding support  to the 
amount  R13.66m was provided to SA companies outside the 5* main metros to participate in  6 export initiative events

",N/A,N/A,"R20.8m
",. Export funding support to the amount  R21.5M was provided to companies outside the 5* main metros ,"Key exhibitions in sectors which represents exporters outside the 5 metros, were scheduled by international organisers in Q3","N/A
","R13.65m


","Export funding support to the amount  R6.1m was provided to companies outside the 5* main metros to participate in the following events:

Mining Indaba 2024 in Cape Town on the 5th -8th Feb 2024
Gulfood 2024 in Dubai  on the 19th -23rd Feb 2024
 Black Industrialist Conference in Johannesburg on the 20th March 2024. 
","Less than anticipated number of applicants for export events from companies outside  of  the 5* main metros.

Budget constraints limited hosting of additional events.
","Targeted recruitment drive of companies outside of 5* main metros to participate in export initiatives.
",R65m,-,R45.6m,"Less than anticipated number of applicants for export events from companies outside  of  the 5* main metros.

Budget constraints limited hosting of additional events.
",Targeted recruitment drive of companies outside of 5* main metros to participate in export initiatives,N/A,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,"Value of funding accessed, and support provided to SMMEs",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R15.6mil,R19.8 m,"Better than anticipated uptake by SMMEs participating in export promotion initiatives.
",n/a,R12.6mil,"Report submitted. The branch committed 

R 26.74m financial support  to SMMEs, including women and youth-empowered enterprises to participate in the  events:

",N/A,N/A,R19.2mil,"Export funding support to the amount of R42.3M  was provided to SMMEs, including women and youth-empowered enterprises ",Better than anticipated uptake by SMMEs participating in export promotion initiatives,"N/A
","R12.6mil


","Export funding support to the amount of R7.2m  was provided to SMMEs, including women and youth-empowered enterprises to participate in the following events:

Mining Indaba 2024 in Cape Town on the 5th -8th Feb 2024
Gulfood 2024 in Dubai  on the 19th -23rd Feb 2024
Black Industrialist Conference in Johannesburg on the 20th March 2024. 


","Less than anticipated number of SMME,  women and youth owned enterprises  applying for events in Q4.

Budget constraints limited hosting of additional events.
","Targeted recruitment drive of SMMEs, women and youth owned companies to participate in export initiatives.

",R60m,-,R96.14m,"Better than anticipated uptake by SMMEs participating in export initiatives.
",N/A ,N/A ,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value of support programmes to enterprises in labour absorbing sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",R15.08mil,R22.96 m ,"Earlier approvals of support for export initiatives in labour absorbing sectors.
",n/a,R12.18mil,"Report submitted. The branch committed R14.23m financial support in

terms of approvals  for SA companies in labour absorbing sectors to participate in the  export initiative events: 
",N/A,N/A,R18.56mil,The branch committed R28.5M in financial support in terms of approvals for SA exporters in labour absorbing sectors,Additional approvals processed earlier than anticipated in support of export initiatives,"N/A
","R12.18m


","The branch committed R6.1m in financial support in terms of approvals for SA exporters in labour absorbing sectors to participate in the following export initiatives: 

Gulfood 2024 in Dubai  on the 19th -23rd Feb 2024
 Black Industrialist Conference in Johannesburg on the 20th March 2024

","Less than anticipated number of  enterprises  in labour absorbing sectors applying for events in Q4.

Budget constraints limited hosting of additional events.
","Targeted recruitment drive of companies in labour absorbing sectors  to participate in export initiatives.
",R58m,-,"R71.79m.
","Better than anticipated number of enterprises  in labour absorbing sectors participating in export initiatives. 
",N/A ,N/A ,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Value of output by Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A ,n/a,n/a,0,N/A,N/A,"N/A
","0
","N/A
","N/A
","N/A
","R10bn


","R15.9 billion  by  black industrialist firms supported through  export initiatives
","More than anticipated number of Black industrialists firms applied and received support. 
",N/A,R10bn,-,R15.9 billion  ,"More than anticipated number of Black industrialists firms applied and received support. 
",N/A ,N/a ,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Number of jobs supported,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,"N/A 
",N/A ,N/A ,Nil,N/A,N/A,"N/A
",Nil,"N/A
","N/A
","N/A
","70 000

"," 122 459 jobs supported through export initiatives.
","Better than anticipated number of jobs were supported through export initiatives. 
",N/A,70 000,-,122 459 ,N/A ,N/A ,N/A ,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Number of jobs in Black Industrialist firms supported by the dtic group,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A ,N/A ,N/A ,0,N/A,N/A,"N/A
",0,"N/A
","N/A
","N/A
","6 500
","15 099 jobs supported in Black Industrialist firms through export initiatives.
","More than anticipated number of Black industrialists firms applied and received support.
",N/A,6 500,-,15 099 ,N/A ,N/A ,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,"Business Forums hosted aimed at supporting increased FDI, exports and outward investment",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,4,N/A ,N/A ,3,"Report submitted. the dtic hosted 2 x Business Forums as follows:

South Africa- DRC: 05-06 July 2023
Uganda –South Africa: 05-06 September 2023
","The timing of State Visits  and related Business Forums are determined by the Presidency. In Q2 only two were undertaken.
","The timing of State Visits  and related Business Forums are determined by the Presidency. In Q2 only two were undertaken.

Taking into consideration that in Q1 we had 4 instead of 3.  
",2,Not achieved,N/A,N/A,"2

",Nil,N/A,N/A,10,-,6 ,N/A,N/A ,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,"High impact trade interventions including, but not limited to the following: trade disputes, challenges with implementation of trade agreements, ITAC decisions and trade measures, bilateral trade concerns",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,0,"Identification and resolution of trade interventions taking longer than anticipated.
","Additional focus and resources to be allocated to programme.  
",3,"Report submitted. 
","Identification and resolution of trade interventions taking longer than anticipated.
","Additional focus and resources to be allocated to programme.  

","2
",Report on resolved export barriers was submitted. One barrier was resolved,Identification and resolution of trade interventions taking longer than anticipated,Additional focus and resources to be allocated to programme,"2

","Report submitted. 
","Identification and resolution of trade interventions taking longer than anticipated.
","Additional focus and resources to be allocated to programme.  
",10,-,1,Identification and resolution of trade interventions taking longer than anticipated,Additional focus and resources to be allocated to programme,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,"Action minutes towards the increased efficiency of DFIs by ensuring that 95% of the IDC, NEF and ECIC APP KPI’s are achieved",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,n/a,n/a,1,"Two reports submitted 

",N/A,N/A,"1
","One report (action minute) submitted. Insurance cover transaction to the value of R6.9 M had been approved by 31 December  2023.
The Cooperation Agreement between the dtic, ECIC, NEF, and IDC was signed by all parties. The agreement allows for the implementation of an exporter development programme to coordinate and pool support for exporters",N/A,N/A,"1


","One report (action minute) submitted. Insurance cover transaction to the value of R55m had been approved by 31 March 2024. 
",N/A,N/A,4,-,4,N/A ,,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Co-ordinate the hosting of the BRICS Business Forum,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,1,"1 Report submitted. 
",N/A,N/A,"Nil
",N/A,N/A,N/A,"Nil
","Report submitted. The branch facilitated an exhibitions during the 2nd  Black Industrialist & Exporter (BIE) Conference that took place in Johannesburg on the 20th March 2024.
","Branch was allocated an additional Exhibition linked to the BIE Conference to implement.
",N/A,1,-,"Report submitted. The branch facilitated and hosted the following:
BRICS Business Forum, Inward Buying Mission and Exhibition from 19  23 August 2023.
AGOA Exhibition from 2  4 November 2023.
2nd Black Industrialist & Exporter Exhibition on the 20th March 2024.
","Branch was allocated an additional Exhibition linked to the BIE Conference to implement.
",N,,177
,"Trade, Industry and Competition",National,Programme 7: Exports,Programme 7: Exports,Quarterly,Number of regulations published & red tape reduction interventions,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,n/a,n/a,n/a,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,"1

","Report submitted. The Cooperation Agreement between the dtic, ECIC, NEF, and IDC was signed by all parties. The agreement allows for the implementation of an exporter development programme to coordinate and pool support for exporters.",NA,N/A,1,-,"Report submitted. The Cooperation Agreement between the dtic, ECIC, NEF, and IDC was signed by all parties. The agreement allows for the implementation of an exporter development programme to coordinate and pool support for exporters.
",N/A ,N/a ,,177
