Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q1,National_Q2,National_Q3,National_Q4,UID
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Number of children in foster care re-unified with their families,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",07,02,13,9,28,"13		 
",35,14,35,14,,,,,Families not ready for reunification ,Continue with the service ,Target not achieved,Families not ready for reunification ,Continue with the service ,Target not achieved,Families not ready for reunification ,Continue with the service,Target not met ,Families not ready for reunification.,Continue with the service ,Target not achieved,Underachievement with reason for deviation and corrective action reported.,Performance is noted for this indicator.,Underachievement is noted for this indicator.,Performance for this indicator shows an improvement with regards to services related to foster care.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Number of children placed in foster care,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",266,264,498,382,650,421	,810,446,810,446,,,,,Children referred for Child Support Grant top up,Monitor the service ,Target not acheived,"New foster care  kinship applications were referred for Child Support Grant top up in line with  the Children’s Act Amendments 
",Monitor the service ,Target not achieved,"New foster care kinship applications were referred for Child Support Grant top up in line with the Children’s Act Amendments  Grant top up in line with the Children’s Act Amendments 	 

",No corrective action is necessary as the Department must provide the services required ,Target not met,The service is demand based and there were less children qualifying for foster care placement. ,No corrective action is necessary as the Department must provide the services required,Target not achieved,Targeted output is underachieved with reason for deviation and corrective action reported.,Underachievement with reason for deviation and corrective action is noted for this indicator.,Performance is noted for this indicator as well as the reason for deviation and corrective action.,Performance for this indicator shows an improvement with regards to services related to foster care.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Number of children with valid foster care orders,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",34913,34464,34913,34 674,34913,"34 833	

",34913,32 220,34913,34833,,,,,Children discharged from the provision of the Children’s Act after turning 21 years ,Monitor the service ,Target not met,"The verification of database in conjunction with
 SASSA led to 
children who are 21 years being discharged from foster care according to the Children’s Act. 

",Strengthen monitoring of the service  ,Target achieved,"The verification of database in conjunction with SASSA led to 
children who are 21 years old are being discharged from foster care according to the Children’s Act

	
",Strengthen monitoring of the service,Target met ,"The verification of database in conjunction with SASSA led to 
children who are 21 years old are being discharged from foster care according to the Children’s Act
",Strengthen monitoring of the service,Target not achieved,Targeted output is underachieved with reason for deviation and corrective action reported.,Targeted output is achieved for this indicator.,Performance for this indicator shows an improvement with regards to services related to foster care.,Performance for this indicator shows an improvement with regards to services related to foster care.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.3: Child Care and Protection,Quarterly,Number of reported cases of child abuse,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"The Social Protection, Community and Human Development cluster",235,367,446,687,655,"940
	
",890,1 189,890,1189,,,,,Communities willing to report due to increased awareness,Monitor the service ,Target acheived,"Communities willing to report due to increased 
awareness

",Monitor the service ,Target achieved ,"Communities willing to report due to increased awareness	 

",Department will continue to provide the services required to support cases of child abuse,Target met ,Communities willing to report due to increased awareness,Department will continue to provide the services required to support cases of child abuse,Target achieved,"Targeted output is overachieved, reason for deviation and corrective action are noted.",Overachievement with reason for deviation and corrective action is noted for this indicator.,Overachievement shows determination on the side of the Department for such a negative indicator.,Overachievement for this indicator shows determination in terms of awareness with regards to services of abuse cases.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.4: ECD and Partial Care,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.4: ECD and Partial Care,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,0,,,,,,,No target set,,,Default indicator ,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.5: Child and Youth Care Centres,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.5: Child and Youth Care Centres,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator ,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.5: Child and Youth Care Centres,Quarterly,Number of children placed in child and youth care centers,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",808,824,808,834,808,"850	
",808,792,808,850,,,,,Increased number of children in need of care and protection reported ,Monitor the service,Target achieved ,"Increased number of children in need of care and 
protection reported
 ",Monitor the service,Target achieved ,"Increased number of children in need of care and protection.	

",No corrective action is necessary as the Department must provide the services required,Target met ,The service is demand based and there were less children referred for placement,No corrective action is necessary as the Department must provide the services required,Target not achieved,"Targeted output is overachieved, reason for deviation and corrective action are noted.",Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is noted for this indicator as well as the reason for deviation and corrective action.,Underachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.5: Child and Youth Care Centres,Quarterly,Number of children placed in CYCCs re-unified with their families,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",12,57,29,79,62,"133	
",95,158,95,158,,,,,Families were ready for reunification  ,Continue with the service ,Target achieved ,Increased number of children were ready for reunification    ,Continue with the service ,Target achieved ,Families were ready for reunification    	,Continue with the service,Target met ,More families were ready for reunification and thus the children had to be reunified with their families  ,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action in place.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is noted for this indicator as well as the reason for deviation and corrective action.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.6:	Community-Based Care Services for children,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.6:	Community-Based Care Services for children,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default ,,,Default indicator,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 3: Children and Families,Sub Programme 3.6:	Community-Based Care Services for children,Quarterly,Number of children reached through community-based prevention and early intervention programmes,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,5. Accelerate social change and improve quality of life of Limpopo’s citizens (2019-2024),"The Social Protection, Community and Human Development cluster",33200,43695,33200,44 511,33200,"44 208	 	
",33200,41 540,33200,44511,,,,,Children are attracted to service provided due to unavailability of recreational facilities in communities,Monitor the service ,Target achieved.,Children are attracted to services provided due to unavailability of recreational facilities in communities,Continue monitoring the service ,Target achieved ,The service is demand based and there was more than anticipated demand for services of community-based prevention and early intervention programmes for children,No corrective action is necessary as the Department must provide the services required,Target met,The service is demand based and there was more than anticipated demand for services of community-based prevention and early intervention programmes for children,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action reported.,Overachievement with reason for deviation and corrective action is noted for this indicator.,Performance is noted for this indicator as well as the reason for deviation and corrective action.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.1: Management and Support,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.1: Management and Support,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,No target set,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.2:	Crime Prevention and support,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.2:	Crime Prevention and support,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.2:	Crime Prevention and support,Quarterly,Number of children in conflict with the law who accessed secure care centres,Non-Standardized,Max,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",125,40,125,54,125,"120	

	

",125,133,125,133,,,,,Children placed under parental care  ,Monitor the service ,Target not achieved,Placements depend on court referrals received,Continue rendering the programmes,Target not achieved,Placements depend on court referrals,No corrective action is necessary as the Department must provide the services required,Target not met ,"Placements depend on court referrals


",No corrective action is necessary as the Department must provide the services required,Target achieved,Underachievement with reason for deviation and corrective action in place.,Reason for deviation and corrective action are acknowledged although the targeted output is underachieved.,Performance is acknowledged for this indicator.,The same comment as above applies.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.2:	Crime Prevention and support,Quarterly,Number of persons in conflict with the law who completed diversion programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",84,214,170,378,297,"548		
",480,691,480,691,,,,,Persons referred to diversion complied with diversion orders ,Monitor the service ,Target achieved,"Persons referred for diversion programmes complied with diversion orders
",Continue rendering the programmes,Target achieved ,More persons referred for diversion programmes complied with diversion orders than targeted for,No corrective action is necessary as the Department must provide the services required,Target met ,More persons referred for diversion programmes complied with diversion orders than targeted for,No corrective action is necessary as the Department must provide the services required,Target achieved,The same comment as above applies.,"Overachievement is noted for this indicator, reason for deviation and corrective action are acknowledged.

",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.2:	Crime Prevention and support,Quarterly,Number of persons reached through social crime prevention programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",4750,6860,9000,15 282,14500,20 393	,18500,26 215,18500,26215,,,,,Implementation of awareness campaigns with institutions of higher learning ,Continue with the service,Target achieved,"National   DSD programme on integrated crime awareness campaigns with 
institutions of higher learning led to the increase of beneficiaries accessing prevention programmes
",Continue rendering the programmes,Target achieved,"Implementation of integrated crime awareness campaigns with institutions of higher learning 
",No corrective action is necessary as the Department must provide the services required,Target met ,The service is demand based and there were more people reached through social crime prevention programmes.,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action reported.,"Overachievement is noted for this indicator, reason for deviation and corrective action are acknowledged.",Overachievement is noted for this indicator.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.3:	Victim empowerment,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.3:	Victim empowerment,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Target not set,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.3:	Victim empowerment,Quarterly,Number of human trafficking victims who accessed social services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",1,0,1,0,1,0	,1,0,4,0,,,,,Identified suspected victims of trafficking did not qualify to be confirmed as victims of trafficking,Continue with the service ,Target not achieved ,No cases reported during the reporting period,Continue to monitor cases ,Target not achieved. Need to revise the indicator.,No cases reported during the reporting period ,No corrective action is necessary as the Department must provide the services required,Target not met ,No cases reported during the reporting period,No corrective action is necessary as the Department must provide the services required,Target not achieved,"Although zero is reported, reason for deviation and corrective action are provided.",Reason for deviation and corrective action are noted for this indicator although zero actual is reported.,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.3:	Victim empowerment,Quarterly,Number of victims of crime and violence accessing support services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",2617,2639,5286,5 697,8058,"8 335	
	

",11230,11 247,11230,11247,,,,,Implementation of 365 GBV campaign increased awareness in communities ,Monitor the service ,Target achieved,The Number dependent on cases reported ,Monitor the provision of services,Target achieved ,"The number depends on cases reported. 
",No corrective action is necessary as the Department must provide the services required.,Target met,"The number depends on cases reported. 


",No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action reported.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,Sub Programme 4.3:	Victim empowerment,Quarterly,Number of victims of GBVF and crime who accessed sheltering services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",25,61,25,103,25,35	,25,157,100,356,,,,,Admission of suspected victims of trafficking and displaced persons ,Continue with the service ,Target acheived,The number dependent on cases reported  ,Monitor the provision of services,Target achieved ,"The service is demand based and there were more cases of victims of GBVF reported  	
",No corrective action is necessary as the Department must provide the services required,Target met,The service is demand based and there were more cases of victims of GBVF reported  ,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,"Sub Programme 4.4:	Substance Abuse, Prevention and Rehabilitation",Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,"Sub Programme 4.4:	Substance Abuse, Prevention and Rehabilitation",Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,No target set,,,Default indicator ,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,"Sub Programme 4.4:	Substance Abuse, Prevention and Rehabilitation",Quarterly,Number of people reached through substance abuse prevention programmes,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",11320,20504,22640,45 771,36960,"60 797		
",49280,78 442,49280,78442,,,,,Addressing high rate of social illness at school and in communities,Continue rendering the service in conjunction with stake holders,Target achieved,Addressing escalating  social ills in communities,Continue rendering the service in conjunction with stakeholders,Target achieved ,High prevalence of substance abuse in communities,No corrective action is necessary as the Department must provide the services required,Target met ,The service is demand based and there were more people requiring prevention services. ,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 4:  Restorative Services,"Sub Programme 4.4:	Substance Abuse, Prevention and Rehabilitation",Quarterly,Number of services users who accessed substance use disorder(SUD) treatment services,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,7. Strengthen crime prevention and social cohesion (2019-2024),"Justice, Crime Prevention and Security cluster",110,183,220,280,330,350,440,403,440,403,,,,,Increased substance outreach services in communities let to more people qualifying for treatment ,Render services as per need,Target achieved,Intensified awareness campaigns led to increase in service users accessing treatment,Monitor the provision of service,Target achieved ,Increased admissions of substance users with SUD,No corrective action is necessary as the Department must provide the services required,Target met,Increased implementation of prevention services ,No corrective action is necessary as the Department must provide the services required,Target not achieved,The same comment as above applies.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Underachievement with reason for deviation is noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.1: Management and Support,Annually,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.1: Management and Support,Quarterly,Default,Not Applicable,Not  Applicable,Not Applicable,-,Not Applicable,,,,,,,,,,0,,,,,,,Default indicator ,,,Default indicator,,,Default indicator,,,Default Indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.2:	Community Mobilisation,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.2:	Community Mobilisation,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator,,,Default indicator,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.2:	Community Mobilisation,Quarterly,Number of people reached through community mobilization programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,1. Transform the public service for effective and efficient service delivery (2019-2024),"Governance, State Capacity and Institutional Development cluster",4000,5059,6500,"10 787

",9000,"14 452
	
",12500,17 339,12500,17339,,,,,"Collaboration with stakeholders such as Department of Education, Department of Health, SASSA, Department of Labour led to high output",Continue rendering the serves,Target achieved,"Collaboration with other stakeholders such as SAPS, SASSA, Department of 
Home Affairs and Education.
",Continue rendering the services,Default indicator,"Collaboration with other stakeholders such as SAPS, SASSA, Department of Home Affairs and Education	
","No corrective action is necessary as the Department must provide the services required
",Target met,"Collaboration with other stakeholders such as SAPS, SASSA, Greater Tzaneen Municipality and IDT",Continue rendering the serves,Target achieved,Targeted output is overachieved with reason for deviation and corrective action reported.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.3:	Institutional capacity building and support for NPOs,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.3:	Institutional capacity building and support for NPOs,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.3:	Institutional capacity building and support for NPOs,Quarterly,Number of NPOs capacitated according to the capacity building guideline,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Transformation and modernization of the provincial economy,"The Economic Sectors, Employment and Infrastructure Development cluster",500,1075,1000,"1 855


",2000,2 867	,3200,3 752,3200,3752,,,,,Increased need for capacity building on compliance matters,Continue rendering the service ,Target met.,Increased need for capacity building on compliance matters,Continue rendering the service ,Target achieved ,Increased need for capacity building on compliance matters	,No corrective action is necessary as the Department must provide the services required,Target met,There was an increased need for capacity building on compliance matters due to the campaign to de-register non-compliant NPOs ,"No corrective action is necessary as the Department must provide the services required


",Target achieved,Overachievement with reason for deviation and corrective action noted for this indicator.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Performance is noted for this indicator.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Quarterly,Number of EPWP work opportunities created through DSD programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),"The Economic Sectors, Employment and Infrastructure Development cluster",1000,1269,1500,"2 378


",2000,"2 573

	

",2500,2 800,2500,2800,,,,,More work opportunities created due to additional funding of projects.,Monitoring of EPWP participants,Target achieved.,"More work opportunities created due to additional funding of projects / 
organizations",Continue monitoring EPWP participants,Target achieved ,More work opportunities created due to additional funding of projects / organizations	,No corrective action is necessary as the Department must provide the services required,Target not met,More work opportunities created through additional funding provided to projects managed by NPOs ,No corrective action is necessary as the Department must provide the services required,Target achieved,Overachievement with reason for deviation and corrective action in place.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Performance is noted for this indicator.,The same comment as above applies.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Quarterly,Number of households accessing food through DSD food security programmes,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),Not Applicable,1000,901,4000,"3 998

",6000,"5 849	
",7200,9 535,7200,9535,,,,,Absence of Food Parcel Contract,Expediate finalization of food parcels contract,Target not achieved,"Reluctance of households to establish backyard gardens due to water scarcity.
","Provide support households with water to establish backyard gardens (short-term)
Engage the District Municipalities and Department of Agriculture for water harvesting (medium-long term)
",Target not achieved ,"Scarcity of water in communities makes households reluctant to establish backyard gardens	
",Collaborate with District Municipalities to resolve the challenge,Target not met,"•	More households were interested in establishing backyard gardens. 
•	Occurrence of natural disasters in parts of the province required the Department to provide food support.
","No corrective action is necessary as the Department must provide support to vulnerable households


",Target achieved,Underachievement is reported with reason for deviation and corrective action in place.,Performance is noted with reason for deviation and corrective action in place.,Performance is noted for this indicator.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Quarterly,Number of people accessing food through DSD feeding programmes(centre-based),Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),Not Applicable,4000,9337,8000,"13 996

",12000,"16 841	
",16750,22 821,16750,22821,,,,,High intake of vulnerable beneficiaries accessing food in funded centers ,Continue render the service ,Target achieved,"High intake of vulnerable beneficiaries accessing food in funded centers 
 ",Continue render the service ,Target achieved ,High intake of beneficiaries in DSD feeding centers 	,No corrective action is necessary as the Department must provide the services required,Target met ,"High intake of beneficiaries in DSD feeding centers 


",No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.4:	Poverty Alleviation and Sustainable Livelihoods,Quarterly,Number of people benefitting from poverty reduction initiatives,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,8. Economic transformation and job creation through regional integration (2019-2024),Not Applicable,250,463,500,817,750,1 247	,1450,1 704,1450,1704,,,,,"More people benefited from additional funded cooperatives 

",Continue rendering the service,Target achieved,"Funding of additional cooperatives led to increase in 
beneficiaries",Continue rendering the service,Target achieved ,"Funding of additional cooperatives led to increase in beneficiaries	
",No corrective action is necessary as the Department must provide the services required,Target met,Funding of additional cooperatives led to increase in beneficiaries,No corrective action is necessary as the Department must provide the services required,Target achieved,Targeted output is overachieved with reason for deviation and corrective action.,"Overachievement with reason for deviation and corrective action is noted for this indicator.


",Reasons for deviation and corrective action noted for this indicator with overachievement reported.,Overachievement with reason for deviation and corrective action are noted for this indicator.,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.5:	Community Based Research and Planning,Annually,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154
Social Development,Social Development,Limpopo,Programme 5: Development and Research,Sub Programme 5.5:	Community Based Research and Planning,Quarterly,Default,Standardized,Not  Applicable,All people in South Africa are and feel safe,-,"The Social Protection, Community and Human Development cluster",0,,0,,0,,0,,0,0,,,,,,,Default indicator,,,Default indicator,,,Default indicator ,,,Default indicator,,,,,154
