Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,% Reduction in occupational fatalities compared to prior year,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",10%,Achieved. There were 10 fatalities from April to June 2022 compared to 14 fatalities in the same period of the previous financial year.     Calculation: (10– 14)/14) x 100% = 29%,The reason for over achievement is due to more inspections and audits conducted during the first quarter of 2022/23 which yield positive results in reducing accident. ,,10%,Not Achieved: There were 25 fatalities from April to September 2022 compared to 26 fatalities in the same period of the previous financial year.     Calculation: (25– 26)/26) x 100% = -4%,The reason for non achievement is due to increase number of subsequent deaths occurred in the second quarter of 2022/23 financial year.   There was less visibility of inspectors in some of the regions due to resignations of inspectors received by the Branch.,More inspections and audits will be conducted in the third quarter to ensure compliance with the law in the mining industry. ,10%,"Achieved: There were 38 fatalities from April to December 2022 compared to 57 fatalities in the same period of the previous financial year.     Calculation: (38– 57)/57) x 100% = -33%.
","The reason for over achievement is due to increased number of inspections and  audits conducted  in the third quarter of 2022/23 financial year.   
",None,10%,Achieved: There were 47 fatalities from April 2022 to  March 2023 compared to 69 fatalities in the same period of the previous financial year.         Calc: (47– 69)/69) x 100% = -32%,The reason for over achievement is due to increased number of inspections and audits conducted in the fourth quarter of 2022/23 financial year.   ,None ,10%,-,Achieved. There were 47 fatalities from April 2022 to March 2023 compared to 69 fatalities in the same period of the previous financial year.         Calc: (47– 69)/69) x 100% = -32%,The reason for over achievement is due to increased number of inspections and audits conducted in the third quarter of 2022/23 financial year.   ,N/A,Achieved. There were 47 fatalities from April 2022 to March 2023 compared to 69 fatalities in the same period of the previous financial year.         Calc: (47– 69)/69) x 100% = -32%,224
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,% Reduction in occupational injuries compared to prior year,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",5%,Achieved. There were 463  injuries from April to June 2022 compared to 510 injuries in the same period of the previous financial year.     Calculation: (463 – 510)/510) x 100% = -9%,The reason for over achievement is due to more inspections and audits conducted during the first quarter of 2022/23 which yield  positive results in reducing accident,,5%,Achieved: There were 1011  injuries from April to September 2022 compared to 1144 injuries in the same period of the previous financial year.     Calculation: (1011 – 1144)/1144) x 100% = -12%,The reason for over achievement is due to more inspections and audits conducted during the first and second quarter of 2022/23 which yield  positive results in reducing accident. ,Not applicable,5%,"Achieved: There were 1558  injuries from April to December 2022 compared to 1639 injuries in the same period of the previous financial year.     Calculation: (1558 – 1639)/1639 x 100% = -5%.
","The reason for achievement is due to increased number of inspections and  audits conducted  in the third quarter of 2022/23 financial year.   
",None,5%,Not Achieved: There were 2073 injuries from April 2022 to March 2023 compared to 2130 injuries in the same period of the previous financial year.     Calc:(2073 –2130)/2130 x 100% = -3%      ,The reason for partial achievement is due to increase number of injury accidents during the third and fourth quarter of 2022/23 financial year.   ,Heightened Safety campaigns at mine level to enhance awareness and visible leadership in addressing increased number of occupational injuries at mines. ,5%,-,Not Achieved. There were 2073 injuries from April 2022 to March 2023 compared to 2130 injuries in the same period of the previous financial year.     Calc:(2073 –2130)/2130 x 100% = -3%      ,There were more collisions and accidents under transport and mining due to non- compliance. ,Department have gazetted trackless and mobile machinery regulations to minimise collision avoidance which falls under transport and mining.,Not Achieved. There were 2073 injuries from April 2022 to March 2023 compared to 2130 injuries in the same period of the previous financial year.     Calc:(2073 –2130)/2130 x 100% = -3%      ,224
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,Number of MHS Annual Report submitted to Parliament,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",N/A,,,,N/A,Not yet due,Not yet due,Not yet due,1,"Achieved: One MHSI annual report was submitted to Parliament as required  Calculation (1/1)*100=100%.
",None,None,N/A,Achieved: One MHSI annual report was submitted to Parliament as required Calculation (1/1) *100=100%,None ,None ,1,-,Achieved. One MHSI annual report was submitted to Parliament as required Calculation ,N/A,N/A,Achieved. One MHSI annual report was submitted to Parliament as required Calculation ,224
,Mineral Resources and Energy,National,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Programme 4: Mine Health and Safety Inspectorate (MHSI) ,Quarterly,"Number of qualitative inspections conducted (cumulative, including individual and group audits) ",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2 000,Achieved. 2117 inspections and audits were conducted in the first quarter instead of 2000.,The reason for over achievement is due to more inspections and audits conducted when the country state of disaster ended.,,2 000,Achieved: 4529 inspections and audits were conducted in the first and second quarter instead of 4000.,The reason for over achievement is due to more inspections and audits conducted when the country state of disaster ended.,Not Applicable,2 000,"Achieved: The cumulative inspections and audits up to the end of third quarter were 6783 conducted in the three quarters instead of a target of 6000.
","The reason for over achievement is due to more inspections and audits conducted when the country state of disaster ended.
",None,2 000,Achieved: The cumulative inspections and audits conducted up to the end of fourth quarter for FY 2022/23 were 9115 instead of an overall target of 8000.,The reason for over achievement is due to more inspections and audits conducted to improve the state of health and safety at mines,None ,8 000,-,Achieved. The cumulative inspections and audits conducted up to the end of fourth quarter for FY 2022/23 were 9115 versus of an overall target of 8000.,The reason for over achievement is due to more inspections and audits conducted to improve the state of health and safety at mines ,N/A,Achieved. The cumulative inspections and audits conducted up to the end of fourth quarter for FY 2022/23 were 9115 versus of an overall target of 8000.,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Approved Renewable Energy Sector Master Plan ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Renewable Energy Sector Masterplan Approved ,Partially Achieved  ,The draft Masterplan was delayed. It was submitted to the Minister in May 2022 for approval. There was a recommendation to also do a stress test on the draft.,The draft has been taken for a stress test and the comments will be incorporated into the second phase of finalising the Masterplan. TIPS and GreenCape have been requested to assist further.,Progress Report on Implementation renewable energy Masterplan,Not Achieved.                                                                                                                                          The target is misaligned,"The draft Masterplan was delayed. When it was submitted to the Minister in May 2022 for approval, there was a recommendation to do a stress test. TIPS could not start consultations in August because many stakeholders were busy with Bid Submissions.  ",TIPS has started the stress test and the plan is to provide a report in October. The Project Committee supported by Green Cape will be consulting developers and financiers so as to reach agreement on the targets for the sector.,Progress Report on Implementation of renewable energy Masterplan,Not achieved     ,"The draft masterplan was presented to the EOC in November 2022, a resolution was taken by the EOC to allow the PC to finalise the SAREM and approve the final document which is due to be submitted on the 31 March 2023. ","Stress test was conducted by TIPS, feedback of which was presented to the EOC. Greencape is working in collaboration with TIPS to finalise the 9 implementation elements. TIPS is appointed to facilitate the process towards finalisation of SAREM by the 31 March 2023. ",Progress Report on Implementation of renewable energy Masterplan ,Not Achieved ,"The draft masterplan was presented to the EOC in November 2022, a resolution was taken by the EOC to allow the PC to finalise the SAREM and approve the final document which is due to be submitted on the 31 March 2023. ","Stress test was conducted by TIPS, feedback if which was presented to the EOC. Greencape is working in collaboration with TIPS to finalise the 9 implementation elements. TIPS is appointed to facilitate the process towards finalisation of SAREM by the 31 March 2023. ",Approved Renewable Energy Sector Master Plan ,-,Not Achieved.                        ,"There were delays in finalising the implementation elements. TIPS was appointed to facilitate the process towards finalisation of SAREM on the 31st of July 2023.

",Draft Master plan is in  place. A resolution was taken by the EOC to allow the PC to finalise the SAREM and approve the final document which is due to be submitted on 31st of July 2023. ,Not Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Draft Mining Sector Women Empowerment and Gender Equality Strategy and implementation plan,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Development of 1st Draft on Mining Sector Women Empowerment and Gender Equality,Achieved                                  Report produced,,,Stakeholder Consultation on Mining Sector Women Empowerment and Gender Equality Strategy (Discussion document),Not achieved:                         Stakeholder consultations have not commenced. ,The first draft/discussion document has not yet been completed hence consultations have not begun.,Complete discussion document and commence with consultation in the 3rd quarter,Reviewed and Consolidated Mining Sector Women Empowerment and Gender Equality Strategy (2nd Draft),"Not achieved
:          The strategy is still at early stage of development.",The consultations have not commenced and this is delaying the whole process.,Commencement with consultations without any further delay.,Final Draft Mining Sector Women Empowerment and Gender Equality Strategy and Implementation plan,Not Achieved.,The internal review of the discussion document took longer than anticipated.,The consultation will commence in the new financial year.,Mining Sector Women Empowerment and Gender Equality Strategy and Implementation plan drafted,-,Not Achieved: The strategy is still at early stage of development.,"The strategy is still at early stage of development. Internal review of the discussion document took longer than anticipated financial year.
Internal review of the discussion document took longer than anticipated. 
",The consultation process will commence in the new ,Not Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Draft Mining Sector Youth Strategy and Implementation Plan ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1st Draft Mining Sector Youth Strategy and Implementation Plan produced,Achieved                                  ,,,Stakeholder Consultation on Mining Sector Youth Strategy and Implementation Plan (Discussion document),Not achieved.                     Consultations have not commenced,The first draf/discusison document t has not yet been completed hence consultations have not begun.,Complete discussion document and commence with consultation in the 3rd quarter,Youth in Mining Sector Strategy and Implementation Plan (2nd Draft) reviewed,Not achieved,The strategy development process is still far behind in terms of this target. ,More efforts will be put to ensure that the target is met,Draft Mining Sector Youth Strategy and Implementation Plan / Final Draft) approved,Not Achieved,,consultation with stakeholders on the discusison document will commence in the new financial year.,Draft Mining Sector Youth Strategy and Implementation Plan approved,-,Not Achieved: ,"Consultation with stakeholders on the discussion document will commence in the new financial year.

Consultation with stakeholders on the discussion document prolonged",Consultation with stakeholders on the discussion document will commence in the new financial year.,Not Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Draft Youth Energy Sector Strategy and Implementation plan ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1st Draft Youth in Energy Sector Strategy and Implementation plan produced,Achieved                                  ,,,Stakeholder Consultation on Youth in Energy Sector Strategy and Implementation Plan (Discussion document),Achieved: The youth strategy is en-route to the Minister for approval,N/A,N/A,Youth in Energy Sector Strategy and Implementation Plan (2nd Draft) reviewed,Not achieved,The strategy development process is still far behind in terms of this target.,More efforts will be put to ensure that the target is met,Draft Youth Energy Sector Strategy and Implementation Plan approved,Achieved: The startegy and impementation plan have been approved by the Minister.,,, Draft Youth Energy Sector Strategy and Implementation plan approved,-,"Achieved: The strategy was approved 

Achieved: The strategy was approved 

",N/A,N/A,Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of derelict and ownerless mine sites rehabilitated,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Progress Report on rehabilitation of derelict and ownerless mine,"Achieved:Progress is underway.  The following have been undertaken: (a) Site designs as well as introduction of two asbestos projects (i.e. Maretlwane North and Krommellenborg West) to municipalities and communities. (b) With Reries project,  designs, and stakeholder engagements have been completed.         (b) With Reries project site establishment has also been completed  (c)Laagerdraai asbestos projects is already 80% complete.   ",,,Progress Report on rehabilitation of derelict and ownerless mine,Achieved                                               One Asbestos rehabilitation site has been completed.  The second is 50% complete and the third is 25% complete,Achieved                                             A tender for 26 shafts has been finalised and awaiting evaluation,N/A,1 Derelict and ownerless mines rehabilitated,Achieved   ,None ,None ,2 Derelict and ownerless mines rehabilitated,Achieved   ,,,3 Derelict and ownerless mine sites rehabilitated,-,Not Achieved: 2 Derelict and ownerless mine sites rehabilitated              ,"1 Derelict and
ownerless
mine sites could not be rehabilitated due to community unrest. 
",,Not Achieved: 2 ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Electrification Masterplans developed ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Inception Phase reports for KZN, GP, EC, LIM, MP KZN and NW provinces",Achieved,,,"Status Quo reports for GP, EC, LIM, MP, KZN and NW provinces","Achieved                                                The Status Quo reports for 6 provinces (KZN, EC, MP, LIM, NW & GP) have been supported by the Steerco and are enroute to be approved by the ADDG. All invoices for the work done have been received and will be captured for processing by SCM. The ToR for the FS, NC & WC provinces have been approved to be advertised by the DG.",N/A,N/A,"Future Demand, Needs, Analysis & Modelling reports for GP, EC, LIM, MP KZN and NW provinces ",Not Achieved,"Reports were due by 10/01/2023. EC and NW reports were submitted, while extension of time was requested for the other provinces.","A submission has been drafted and approved to grant extension for KZN as their contract expired. A letter to request extension to submit reports for GP, LIM, and MP has been received and will be considered.","Electrification Master Plan reports for GP, EC, LIM, MP, KZN and NW provinces.",Achieved     ,,,"6 Electrification Masterplans developed (KwaZulu-Natal, Eastern Cape, Gauteng, Limpopo, Mpumalanga and North West provinces)",-,Achieved                                    6 Electrification Masterplans developed.,N/A,N/A,Achieved  ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of energy savings (TWh) realised and verified from Energy Efficiency Demand Side Management (EEDSM) projects ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Report on the number of EEDSM projects identified in industry, buildings or residential sector that contribute 0.5 TWh savings ","Achieved                                Report on achievements of       0. 219 TWh savings  provided. The EEDSM projects that have been identified include (i) municipality's EEDSM grant programme, (ii) 12L Energy Efficiency Tax Incentive, (iii) Energy Efficiency Appliance Labelling, (iv) Energy Efficiency in Public Buildings and Infrastructure, (v) Industrial Energy Efficiency Programme, and (iv) Energy Efficiency Street Lights Retrofit Project.       ",,,"Report on the energy consumption baselines and EEDSM project plans in industry, buildings or residential sector ",Achieved.                                      Report has been compiled  reflecting energy savings of 0.414 TWh   mainly from EEDSM projects being implemented through 12L Tax Incentive and EEDSM grant ,N/A,N/A,"Report on the implementation of the identified EEDSM projects in industry, buildings or residential sector to achieve 0.5 TWh savings ",Achieved          Report indicating an achievement of 0.523 TWh from EEDSM projects mainly from industry  has been prepared,None ,None ,"Report on the achievement of 0.5 TWh savings from EEDSM projects in industry, buildings, or residential sector",Achieved.                    Report on the achieved energy savings of 1.072 TWh prepared. ,The over-achievement is due to a number of companies preparing and submitting EE projects. ,,"Quarterly reports on the planning, implementation and monitoring of EEDSM projects in industry, buildings or residential sector to achieved 0.5 TWh savings ",-,"Achieved: Report on the achieved energy savings of 1.072 TWh prepared. 


","The over-achievement is due to several companies preparing and submitting EE projects.  

0.572 TWh savings. ",N/A,"Achieved: Report on the achieved energy savings of 1.072 TWh prepared. 
Achieved: Report on the achieved energy savings of 1.072 TWh prepared. 




",224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of energy savings (TWh) realised and verified from Energy Efficiency Demand Side Management (EEDSM) projects ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Report on the energy consumption baselines and EEDSM project plans submitted by municipalities,Achieved                                Report on achievements of  0.0104 savings by municipalities provided    ,,,Report on the consultation with municipalities on their submitted energy consumption baselines and EEDSM project plans,Achieved.                                     Report compiled reflecting on 7 x provincial consultation workshops on energy consumption baselines and EEDSM projects plans submitted by municipalities. ,,,Report on the monitoring and implementation of the EEDSM projects by municipalities.,Achieved          Report indicating achievement of 0.0141 TWh savings from municipalities participating in the EEDSM grant programme has been prepared. ,,,"Report on the implementation, monitoring and achievement of 0.0196 TWh savings achieved from EEDSM projects implemented by municipalities ",Not Achieved.               Report compiled with energy savings of 0.0093 TWh. ,Delays in procurement by municipalities have affected the implementation of the EEDSM grant projects. ,The  energy savings that were expected in 2022/23 will then be consolidated and reported in the first and second quarter of 2023/24,"Quarterly reports on the planning, implementation, monitoring and achievement of 0.0196 TWh savings by EEDSM grant participating municipalities",-,Not Achieved.                       Report compiled with energy savings of 0.0093 TWh.,"Delays in procurement by municipalities have affected the implementation of the EEDSM grant projects. 

Less by 0.0103 TWh savings ",,Not Achieved.                       Report compiled with energy savings of 0.0093 TWh. ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of households electrified through non-grid technology,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Conclude allocations and contracting with service providers in line with the allocated budget,Achieved                  Service provers already appointed,"4 658 additional houlsehold connected through Non- Grid electrification, which are result of roll overs from 2021/22 financial year   ",,2 000 Additional households electrified through non-grid technology,"Not Achieved                                                     The ToR for the appointment of SPs for the installation of SHSs is scheduled to be tabled at the BSC of October. Thereafter, it will be served at the BAC of Nov 2022 to seek the BAC to recommend to DG to approve the advertisement.",N/A,N/A,5 000 Additional households electrified through non-grid technology ,Not Achieved             3 336 households electrified through non-grid technology during the quarter,Municipalities took longer than expected to furnish the appointed service providers with the list of beneficiaries to be electrified through non-grid,A list of all beneficiaries have been submitted to all service providers by municipalities,8 000 Additional households electrified through non- grid technology,Achieved                          14 069 households electrified through non-grid technology during the quarter.,,,15 000 Additional households electrified with non-grid electrification to achieve the 2022/23 target,-,Achieved                                  20 950 additional households connected to non-Grid ,Over-achieved connections  due to additional budget allocations and rollover from the previous  FY.,N/A,Achieved                                  20 950 ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of ingress control measures implemented,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Progress Report on the performance monitoring of passive treatment ,Achieved:A Site Assessments were undertaken,,,Progress Report on the performance monitoring of passive treatment ,Achieved ,N/A,N/A,Progress Report on the performance monitoring of passive treatment,Achieved                   The passive treatment plant is performing well,None ,None ,1 Ingress control measure implemented ,Achieved                   Ingress control measure implemented and passive treatment implemented. ,,,1 Ingress control measure implemented ,-,"Achieved: 1 Ingress
control measure
implemented
",N/A,N/A,Achieved  ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender policies and Frameworks,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender Policies and Frameworks,Achieved                                  ,,,Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender policies and Frameworks,Achieved.                                    Implementation of WEGE strategy is ongoing basis.,,,Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender policies and Frameworks,Achieved.                    More of the targets of the implementation  plan are being implemented. ,None ,None ,Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender policies and Frameworks,Achieved,,,4 Quarterly reports on implementation of Energy Sector Women Empowerment and Gender Equality Strategy and Gender policies and Frameworks quarterly,-,Achieved,N/A,N/A,Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,"Number of quarterly reports on the planning, funding, implementation, monitoring and verification of grid electrification of households towards the national commitment in the MTSF",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Report on the monitoring and verification of the implementation of the grid electrification of additional 35 000 households by Eskom and contracted municipalities,Achieved                                         Report produced indicating that Eskom and Municipalities have connected       11 698 additional households instead  of 35 000    ,The number of connections for the month of June 2022 are outstanding and only expected at the end of July 2022,Number of connections to be updated at the end of July  2022,Report on the monitoring and verification of the implementation of the grid electrification of additional 45 000 households by Eskom and contracted municipalities ,Achieved                                                Additional 10 314 households have been connected to grid by end of August 2022 towards the 200 000-year-end target for 2022/23 financial year.,July to August connections. September numbers will be available towards end of October 2022,N/A,Report on the monitoring and verification of the implementation of the grid electrification of additional 60 000 households by Eskom and contracted municipalities,Achieved                                                Additional 28 509 households have been connected to grid by end of November 2022 towards the 200 000-year-end target for 2022/23 financial year.,None,None ,Report on the monitoring and verification of the implementation of the grid electrification of additional 60 000 households by Eskom and contracted municipalities ,Achieved                                                Additional 17 622 households have been connected to grid by end of February 2023 towards the 200 000-year-end target for 2022/23 financial year.,March 2023 household connection will be available towards the end of April 2023.,,4 Quarterly reports on the monitoring and verification of the implementation of the grid electrification of additional 200 000 households by Eskom and contracted municipalities ,-,Achieved                                   4 Quarterly Report were produced indicating that Eskom and Municipalities have connected 145 877 additional households through Grid electrification against 200 000 targets,"Delays in material availability, loadshedding affecting the progress and most project are not energised because safety reasons.
Municipalities also not appointing service providers on time to implement projects.
",N/A,Achieved                                   4 Quarterly Reports from Eskom and 4 quarterly reports from Municipalities were  produced indicating that we have connected 145 877 additional households through Grid electrification against 200 000 targets,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of small-scale miners supported ,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A,,,8,Not achieved.                                MOA between DMRE and IDC is yet to be finalized.,The MOA between DMRE and IDC is not finalized.,ore efforts inncluding stakeholder engagement will commence in the third quarter.,12,Not achieved,"The MOA between DMRE and IDC is yet to be finalized. Once this MOA is finalzied, the DMRE will be able to provide support to small scale miners. IDC is the implemetation agency of Small Scale Mining Fund",Follow up with IDC will be done with aim to speed up the finalization of MOA.,10,"Achieved.However, no financial support has been provided during the financial year to the small-scale miners. ",MoA between the IDC and DMRE to allow the disbursement of funds in order to provide financial support to small-scale miners has approved and signed during March 2023. ,,30 small-scale miners supported,-,Not Achieved,No financial support has been provided during the financial year to the small-scale mining.,MOA between DMRE and IDC was approved late in March 2023, Not Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of unsafe mine shafts sealed off,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",10 Unsafe mine shafts sealed off,Partially Achieved       5 shafts have been completed.,There have been delays in appointing a panel of service providers due to an Treasury embargo on state tenders,"New panel of 10 service providers have been appointed. Furthermore, designs and planning have been completed for batch 8 which will comprise of 24 new  shafts.",10 Unsafe mine shafts sealed off,Achieved                                             A tender for 26 shafts has been finalsed and awaiting evaluation,N/A,N/A,10 Unsafe mine shafts sealed off,Achieved   ,None ,None ,10 Unsafe mine shafts sealed off,Achieved   95 shafts sealed off. ,,,40 Unsafe mine shafts sealed off,-,"Achieved: 95 Unsafe shafts
sealed off
","In sealing or closing shafts we encountered situations wherein illegal miners made several holdings to access the shafts.  The Rehabilitation Oversight Committee decided that as shafts are closed, the holdings should also be sealed and closed.  This resulted in an increase in the shafts/holdings sealed and closed in the quarter and over the entire financial year.",N/A,Achieved: 95 ,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,Number of Women Small-Scale Miners supported financially,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,N/A,,,3,Not achieved.                                  MOA between DMRE and IDC is yet to be finalized.,The MOA between DMRE and IDC is not finalized.,More efforts inncluding stakeholder engagement will commence in the third quarter.,3,Not achieved,"while some work has been done, not much due to outstanding finalization of MOA between DMRE and IDC.",Follow up with IDC will be done with aim to speed up the finalization of MOA.,4,Not Achieved,,"Technical support has been provided to a number of small-scale miners. However, no financial support has been provided during the financial year to the small-scale miners. ",10 women owned small-scale miners supported,-,Not Achieved: ,"MoA between the IDC and DMRE to allow the disbursement of funds in order to provide financial support to small-scale miners was approved during March 2023.  As a result, the financial support could not be provided. ",MOA between DMRE and IDC was approved late in March 2023,Not Achieved,224
,Mineral Resources and Energy,National,Programme 5: Mineral and Energy Resources Programmes and Projects,Programme 5: Mineral and Energy Resources Programmes and Projects,Quarterly,"Percentage of Preferential procurement to qualifying Women, Youth and People with Disabilities (PWDs) owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes ",Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","Quarterly report on 20% of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes",Achieved                                  Report produced,,,"Quarterly report on 20% of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes",Not achieved. ,Lack of engagement between relevant internal stakeholders.,Engagement with relevant internal stakeholders to discuss the implementation of this target.,"Quarterly report on 20% of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes",Not  Achieved: Other stakeholders are not yet reporting on this target.,"while other stakeholders such as Eskom are reporting on this target, other stakeholders are not reporting.",Engagement with all relevant stakeholders  to deal with this matter must be prioritized.,"Quarterly report on 20% of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes",Not Achieved,Reports not received from key stakeholders who are involved in procurement of goods and services.,Reporting template on preferential procurement will be shared with all relevant stakeholders. ,"20% of Preferential procurement to qualifying Women, Youth and PWDs owned businesses/entities from allocated project budgets of INEP, Energy Efficiency, Derelict and Ownerless Mines Programmes ",-,Not Achieved,"At the time of performance reporting for 2022/23 financial year, a constitutional court judgement was issued in February 2022 and came into force on 16 January 2023, repealing the 2017 prequalification criteria. Based on the Constitutional Court Judgement, there will be no further remedial action and that this target will be removed from the 2023/24 APP. 

",,Not Achieved,224
