Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Number of national Izimbizos and/or community engagements conducted,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",5,19,5,4,5,4,5,6,20 national crime awareness campaigns,-,,,,,The Ministry's Office identified the areas where Izimbizos were conducted as criminal hotspots and election hotspots.,Not applicable,"There is a dependency on the planned schedule of the Minister, Deputy Minister's and SAPS Top Management.",Constant reminders to the Ministry and SAPS Executive on the implementation of the 2024/25 National Imbizo Plan.,"This is contingent upon the planned commitments of the Minister, Deputy Minister and the senior management of the SAPS.","Execution of the National Imbizo Plan for 2024/25.
The cumulative year-end annual target was attained in the second quarter.",Community outcry led the Ministry of Police to conduct an additional community engagement to address crime.,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Number of provincial Izimbizos and/or community engagements conducted,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",45 (5 per province),66,45 (5 per province),91,45 (5 per province),90,45 (5 per province),69,180 provincial crime awareness campaigns (20 per province),-,,,,,"Despite the fact that two of the provinces were unable to achieve the target of conducting five awareness campaigns during the quarter, more campaigns were conducted than planned. Deployment of members for the elections and inauguration of the Premiers.",Increase number of community outreach programs/Izimbizo by some provinces in the second quarter.,The second quarter saw an increase in the implementation of community engagement or outreach programmes and awareness campaigns regarding GBV. ,Not applicable,"Launch of the festive season and an increase in awareness campaigns regarding gender-based violence, alongside enhanced community engagement and outreach programmes during the third quarter.",Not applicable,"The Department implemented cost containment measures, which affected Eastern Cape and Free State in Quarter 4. Eastern Cape achieved 2 and Free State achieved 4, falling short of the quarterly target of five per province.",The Department will change the method of calculation from cumulative year-end to cumulative year-to-date. ,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,"Number of quarterly reports addressing identified crimes at specified construction sites, by the EITTs ",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Quarter 4 and Annual Report 2023/24,0,Quarter 1 report,1,Quarter 2 report,0,Quarter 3 report,1,"4 reports, within 10 working days",-,,,,,A quarterly and annual report report detailing the successes and activities of EITTs in combating identified crimes at specified construction sites and economic infrastructure-related crimes was not submitted by the relevant key performance indicator owner.,Sensitisation of the key performance indicator owner to the reporting responsibility and the requirement specified in the Technical Indicator Description.,Not applicable,Not applicable,"The quarterly EITT Progress Report for the third quarter weren't aligned to the stipulated requirements outlined in the TID, as it failed to incorporate the actual outcomes for the third quarter and instead presented only proportional information for that quarter, which was not required.",Compliance with the reporting requirements as outlined in the TID will be implemented. ,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,"Number of quarterly reports on the implementation of the Increased Crime Prevention and Combating Action Plan (ICPCAP), within the National Policing Strategy",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Quarter 4 and Annual Report 2023/24,1,Quarter 1 report,1,Quarter 2 report,1,Quarter 3 report,1,"4 reports, within 10 working days",-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Number of reported cases of economic infrastructure-related crimes allocated to EITTs,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",528,1 137,1 056,3 026,1 584,4 251,2 112,5 764,2 112,-,,,,,The election deployment resulted in a significant increase in police visibility.,Not applicable,"EITT personnel are not exclusively dedicated to economic infrastructure-related duties and are not permanently focused on economic infrastructure. Consequently, their focus on the prevention of economic infrastructure crime is reduced.
Inaccurate data submitted by provinces.","The Component: Firearms Liquor and Second-Hand Good Services (FLASH) will be conducting physical assessments on the functioning of the EITTs at relevant Provinces or Districts to ensure in-service training (inclusive of defining Economic Infrastructure and Extortion at Specified Construction Sites) and to clarify data requirements.

Additionally, at the end of quarter 2, the relevant component had registered personnel on the CAS system, with the function to verify and purify the data received from Provinces.","The personnel of EITTs are not continually focused on economic infrastructure and are not exclusively committed to tasks associated with economic infrastructure, which may distract from their attention and focus on the prevention of crimes related to economic infrastructure. Inaccurate information obtained from the provinces.",Strengthen the verification of cases and related arrests.,"There has been inaccurate reporting of cases not related to EITTs. Additionally, a backlog exists in the verification of EITT cases, likely due to members being engaged in duties outside of their EITT responsibilities.","Encourage the registration of more FLASH members on CAS to strengthen capacity for timely and accurate verification of EITT-related cases. Additionally, conduct awareness sessions with the provinces to clarify reporting requirements, enhancing accuracy and accountability.",,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,"Number of reported cases of identified crimes at specified construction sites, allocated to the EITTs",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",1,0,1,0,1,1,1,0,4,-,,,,,"The election deployment resulted in a significant increase in 
police visibility. No cases were reported for extortion and robbery at specific construction sites.","Since the deployment for elections has been finalised, members will focus on EITT functions.",Random visits at specified construction sites by EITTs.,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Number of reports on the 10111 Command Centre Reform Project,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",Quarter 4 and Annual Report 2023/24,0,Quarter 1 report,0,Quarter 2 report,0,Quarter 3 report,0,4 quarterly project progress reports to the Presidency,-,,,,,In a process to finalise the quarterly report for submission.,The timeous submission of the quarterly report in the next quarter.,Non-compliance by the Section Head: Emergency Response Services. ,The Section Head will be subject to corrective measures by the Acting Component Head: Rapid Rail and Police Emergency Services. ,"Although the report was submitted timeously, management considered it necessary to supplement the report with additional information to facilitate a more appropriate interpretation. The provision of supplementary information led to a delayed submission.",The enhanced reporting requirement will be incorporated into the instructions disseminated to the various stakeholders tasked with presenting progress in accordance with the 10111 Quarterly Report.,"Additional information required for the report was system-generated, causing delays, particularly when performance statistics need to be retrieved for verification and submission.",The retrieval of performance statistics will be done promptly to ensure the report is submitted on time.,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Number of vehicles recovered,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",7 167,"A total 
number of 6 857 vehicles were recovered, including 6 636 identified vehicles, 183 unidentified vehicles and 38 cross-border vehicles.",14 334,"A total number of 14 241 vehicles were recovered, including 13 733 identified vehicles, 394 unidentified vehicles and 114 cross-border vehicles.",21 501,"A total number of 21 493 vehicles were recovered, including 20 772 identified vehicles, 565 unidentified vehicles and 156 cross-border vehicles.",28 668,"A total number of 28 726 vehicles were recovered, including 27 737 identified vehicles, 776 unidentified vehicles and 213 vehicles recovered during cross-border operations.",Increase to 28 668 (1%),-,,,,,"The 
capturing of stolen or robbed vehicles continues to be a challenge as a result of a lack of communication and training regarding the directive. The complexity and nature of vehicle crime, as well as the expertise of criminals, make it increasingly challenging to track and trace stolen or robbed vehicles. Additionally, a significant portion of the vehicles are dismantled for the second-hand parts market and exported beyond our borders.","A letter will be prepared and sent to all provinces that failed to meet their targets, requesting an underperformance action plan. Continuous in-service training regarding the recording of recovered stolen/robbed vehicles on the Circulation System Vehicle using function 1.2.24 will be conducted during the evaluation and visits of districts, stations, Vehicle Crime Investigation Units and Vehicle Safeguarding Units. Analysis and implementation of measures to enhance vehicle recoveries in provinces that are underperforming will be conducted through discussions and engagements with the Detective Service.","The capturing of stolen or robbed vehicles continues to be a challenge as a result of a lack of communication and training regarding the directive. The complexity and nature of vehicle crime, as well as the expertise of criminals, make it increasingly challenging to track and trace stolen or robbed vehicles. Additionally, a significant portion of the vehicles are dismantled for the second-hand parts market and exported beyond our borders.","A letter will be prepared and sent to all provinces that have not met their targets, requesting an underperformance action plan.","The process for capturing stolen or robbed vehicles and subsequently placing them in police custody has demonstrated only marginal improvement. This improvement can be attributed to the enhanced communication and training regarding the directive for handling such vehicles, which has been implemented across various provinces.
The complex nature of vehicle-related offences, coupled with the sophisticated abilities of perpetrators, persistently complicates the tracking and tracing of stolen or robbed vehicles. Moreover, inadequate efforts have been implemented to prevent the dismantling of vehicles for the second-hand parts market and a considerable quantity continues to be exported across borders. Some vehicles have been recovered and subsequently classified as not stolen, thereby excluding them from this report.",A letter requesting the formulation of an underperformance action plan has been prepared and will be issued to all provinces that did not achieve their targets. This correspondence will outline the necessity for corrective measures and strategies aimed at addressing identified gaps and improving overall performance.,"The strategic  
operations to recover vehicles, along with enhancements to the Circulation System: Vehicles (Function 1.2.24), have improved the capturing of all recovered stolen or robbed vehicles on the system.",Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Percentage of  police stations that have functional Community Police Forums,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","99,57%","99,74% (1 155 functional CPF's from a total of 1 158 functional police stations have functional CPF's).","99,57%","99,82% (1 157 functional CPF's from a total of 1 159 functional police stations have functional CPFs).","99,57%",100% (1 159 functional CPF's from a total of 1 159 functional police stations have functional CPF's.,"99,57%","99,91% (1 160 from a total of 1 161 functional police stations have functional CPF's).","99,57%",-,,,,,"Boetsap, Belmont, Kubusiedrift and Mokopong Police Stations are exempt from the establishment of CPFs, due to the absence of a community within the policing precinct. The provincial office dissolved the CPF at Ravensmead Police Station, in the Western Cape, due to disputes and the CPFs at Makgobistad and Khuma Police Stations, in the North West are non-functional.",Not applicable,"Boetsap, Belmont, Kubusiedrift and Mokopong Police Stations are exempt from the establishment of CPFs, due to the absence of a community within the policing precinct. The provincial office dissolved the CPF at Ravensmead Police Station, in the Western Cape, due to disputes. Makhaza Police Station is currently a new station and have no functional CPF.  ",Not applicable,"All identified police stations have functional CPF's. The Boetsap, Belmont, Kubusiedrif and Mokopong Police Stations are exempt from the establishment of CPFs due to the absence of a community within their respective policing precincts.",Not applicable,"Majola Police Station in the Eastern Cape is newly opened and in the process of establishing a CPF. Boetsap, Belmont, Kubusiedrif, and Mokopong Police Stations are exempt from establishing CPFs, as they have no communities within their policing precincts",Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Percentage of applications for new firearm licenses finalised within 120 working days ,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",90%,"95,02% (33 511 from a total of 35 266).",90%,"96,39% (37 459 from a total of 38 863).",90%,"97,26% (43 183 from 44 398).",90%,"95,56% (37 409 from 39 146).",90%,-,,,,,The continuous monitoring of applications beyond 60 working days on a monthly basis at the provincial office and weekly monitoring is conducted at the Central Firearms Register to ensure that applications are finalised within the specified time frame.,Not applicable,The continuous monthly monitoring of applications beyond 60 working days by the provincial office and weekly monitoring by the Central Firearms Register to ensure that applications are finalised within the specified time frame.,Not applicable,"Continuous monitoring of weekly performance to ensure quality and facilitate the proactive identification of areas requiring 
optimisation and intervention.",Not applicable,Consistently monitoring weekly performance to ensure quality and proactively identify areas requiring optimisation and intervention.,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,"Percentage of police stations rendering a victim-friendly service to victims of crime, including GBV&F",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100% compliant with all 3 of the set criteria,"100% (All 1 162 
police stations are rendering a victim-friendly service).",100% compliant with all 3 of the set criteria,100% (All 1 163 functional police stations).,100% compliant with all 3 of the set criteria,100% (All 1 163 functional police stations).,100% compliant with all 3 of the set criteria,100% (1 165 from a total of 1 165 functional police stations).,100% compliant with all 3 of the set criteria,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Percentage reduction in the number of reported contact crimes,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","14,50% (144 574)","Reported contact crimes decreased, by 8,2% from 150 211 during the first quarter, in 2023/24, compared to 137 870, during the first quarter, in 2024/25.","14,50% (289 147)","Reported contact crimes decreased, by 0,4% from 315 791 during the 1st semester, in 2023/24, compared to 314 469 during the 1st semester, in 2024/25.","14,50% (433 721)","Reported contact crimes decreased, by 1,0% from 507 275 during the nine month period, in 2023/24, compared to 502 368 during the nine month period, in 2024/25.","14,50% (578 294)","Reported contact crimes decreased, by 2,2% from 679 460, in 2023/24, compared to 664 758, in 2024/25.","14,50% (578 294)",-,,,,,"While it is important to track crime rates, it is essential to consider various factors that can affect these statistics. Crime rates are influenced by a range of complex factors and in particular violence or contact crime, including socio-economic conditions, inequality, education levels, drug abuse, community dynamics and more. Addressing these underlying causes of crime requires long-term economic, social and developmental interventions that extend beyond the scope of immediate police responses. Police responses primarily focus on dealing with the symptoms of the problem by enforcing the law, apprehending offenders and maintaining public order. While these efforts are necessary, they are not sufficient to address the root causes or crime, completely.","The SAPS
 initiated Operation Shanela, in May 2023, which is supported by the Enhanced Crime Prevention and Combating Action Plan (ICPCAP). The Operation provides for coordinated weekly mandatory (simultaneous and high density) integrated and multidiscipllinary operations in priority police station areas. The Operation, which has now been renamed High Density since 1 June 2024 also provide for an increased community mobilisation against crime in collaboration with Community Police Forums and other relevant concerned partners, focusing on the top 30 national and top 10 provincial police stations contributing to the highest reported incidence of contact crime and Gender-Based Violence (GBV). In addition, Operation High Density targets wanted suspects sought for murder, GBV and other serious crimes.","A variety of complex factors, including socio-economic conditions, inequality, education levels, substance abuse, community dynamics and more, all contribute to crime rates, particularly violence or contact crime. Addressing these underlying causes of crime requires long-term economic, social and developmental interventions that extend beyond the scope of immediate police responses. The primary objective of police responses is to address the symptoms of the problem by enforcing the law, apprehending offenders and preserving public order. Although these efforts are essential, they are inadequate for addressing the root causes of crime, completely.","The Integrated Crime and Violence Prevention Strategy was adopted by Cabinet in March 2022. This Strategy promotes a comprehensive, government-wide and community-based approach to the prevention of crime and violence. The National Policing Strategy 2022-2025 was developed by combining the National Development Plan and the White Paper on Safety and Security. The National Policing Strategy gives effect to SAPS commitment towards using an inclusive approach addressing violence and criminality. The SAPS initiated an Increased Crime Prevention and Combating Action Plan (ICPCAP) which culminated into Operation Shanela. The ICPCAP includes the implementation of weekly intelligence-led high-density operations that are designed to target all hotspots in collaboration with all law enforcement partners. The primary focus is on the top 30 national and top 10 provincial police stations contributing to the highest reported incidence of Gender-Based Violence (GBV) and contact crime. Furthermore, Operation High Density targets suspects who are wanted for murder, GBV and other serious crimes.","A variety of complex factors, including socio-economic conditions, inequality, education levels, substance abuse, community dynamics and more, all contribute to crime rates, particularly violence or contact crime. Addressing these underlying causes of crime requires long-term economic, social and developmental interventions that extend beyond the scope of immediate police responses. The primary objective of police responses is to address the symptoms of the problem by enforcing the law, apprehending offenders and preserving public order. Although these efforts are essential, they are inadequate for addressing the root causes of crime, completely.","The SAPS initiated an Increased Crime Prevention and Combating Action Plan (ICPCAP) which culminated into Operation Shanela. The ICPCAP includes the implementation of weekly intelligence-led high-density operations that are designed to target all hotspots in collaboration with all law enforcement partners. The primary focus is on the top 30 national and top 10 provincial police stations contributing to the highest reported incidence of Gender-Based Violence (GBV) and contact crime. Furthermore, Operation High Density targets suspects who are wanted for murder, GBV and other serious crimes. Operation Safer Festive Season, which emphasises a high-density, simultaneous approach across all provinces, has also been initiated to run concurrently with Operation Shanela. In addition, these high-density interventions targets wanted suspects sought for murder, GBV and other serious crimes.","Six provinces, the Eastern Cape, Gauteng, Limpopo, Mpumalanga, North West and the Western Cape recorded a reduction in contact crime, though they fell short of the set target. Three provinces, the Free State, KwaZulu-Natal and the Northern Cape experienced an increase in contact crime. All provinces that did not meet the set target must revisit their plans and crime analysis to determine why contact crime did not respond to the implemented interventions. However, it must be acknowledged that the causes and contributing factors of contact crime may not always respond to police interventions. Preventing crime, especially violent crime, requires a comprehensive and integrated effort from all sectors, levels of government and civil society.","The National Policing Strategy mandates that provinces failing to meet their targets must revisit their crime analysis and plans, developing comprehensive strategies based on this analysis. The process must identify key contributing police stations, districts and priority crimes for targeted intervention. Best practices from stations and districts that met their targets should also be considered for benchmarking. Police intervention should be driven by the analysis and not limited to specific days of the week. Districts and provinces must support prioritised police stations accordingly. If stabilisation is needed beyond provincial capacity, submissions should be made to the DNC Policing for consideration of national intervention.",,304
Police,South African Police Service,National,Programme 2: Visible Policing,Crime Prevention,Quarterly,Percentage reduction in the number of reported contact crimes at the Top 30 High Contact Crime Stations (HCCS) ,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","12,30% (19 871)","Reported contact 
crimes at the Top 30 stations decreased, by 12,3% from 20 922 during the first quarter, in 2023/24 compared to 18 347, during the first quarter, in 2024/25.","12,30% (39 742)","Reported contact crimes at the Top 30 HCCS decreased by, 4,9% from 43 461 during the 1st Semester in 2023/24, compared to 41 337, during the 1st Semester, in 2024/25.","12,30% (59 613)","Reported contact crimes at the Top 30 HCCS decreased, by 3,7% from 67 972 during the nine month period, in 2023/24, compared to 65 457 during the nine month period, in 2024/25.","12,30% (79 482)","Reported contact crimes decreased, by 4,7% from 90 669, in 2023/24, compared to 86 406, in 2024/25.","12,30% (79 482)",-,,,,,Not applicable,Not applicable,"A variety of complex factors, including socio-economic conditions, inequality, education levels, substance abuse, community dynamics and more, all contribute to crime rates, particularly violence or contact crime. Addressing these underlying causes of crime requires long-term economic, social and developmental interventions that extend beyond the scope of immediate police responses. The primary objective of police responses is to address the symptoms of the problem by enforcing the law, apprehending offenders and preserving public order. Although these efforts are essential, they are inadequate for addressing the root causes of crime, completely.","The Integrated Crime and Violence Prevention Strategy was adopted by Cabinet in March 2022. This Strategy promotes a comprehensive, government-wide and community-based approach to the prevention of crime and violence. The National Policing Strategy 2022-2025 was developed by combining the National Development Plan and the White Paper on Safety and Security. The National Policing Strategy gives effect to SAPS commitment towards using an inclusive approach addressing violence and criminality. The SAPS initiated an Increased Crime Prevention and Combating Action Plan (ICPCAP) which culminated into Operation Shanela. The ICPCAP includes the implementation of weekly intelligence-led high-density operations that are designed to target all hotspots in collaboration with all law enforcement partners. The primary focus is on the top 30 national and top 10 provincial police stations contributing to the highest reported incidence of Gender-Based Violence (GBV) and contact crime. Furthermore, Operation High Density targets suspects who are wanted for murder, GBV and other serious crimes.","A variety of complex factors, including socio-economic conditions, inequality, education levels, substance abuse, community dynamics and more, all contribute to crime rates, particularly violence or contact crime. Addressing these underlying causes of crime requires long-term economic, social and developmental interventions that extend beyond the scope of immediate police responses. The primary objective of police responses is to address the symptoms of the problem by enforcing the law, apprehending offenders and preserving public order. Although these efforts are essential, they are inadequate for addressing the root causes of crime, completely.","The SAPS initiated an Increased Crime Prevention and Combating Action Plan (ICPCAP) which culminated into Operation Shanela. The ICPCAP includes the implementation of weekly intelligence-led high-density operations that are designed to target all hotspots in collaboration with all law enforcement partners. The primary focus is on the top 30 national and top 10 provincial police stations contributing to the highest reported incidence of Gender-Based Violence (GBV) and contact crime. Furthermore, Operation High Density targets suspects who are wanted for murder, GBV and other serious crimes. Operation Safer Festive Season, which emphasises a high-density, simultaneous approach across all provinces, has also been initiated to run concurrently with Operation Shanela. In addition, these high-density interventions targets wanted suspects sought for murder, GBV and other serious crimes.","Five police stations, Johannesburg Central, Eldorado Park, Randfontein, Pretoria Central and Harare, recorded a reduction in contact crime and met the set target. Thirteen police stations, Mitchel's Plain, Hillbrow, Tembisa, Nyanga, Temba, Honeydew, Plessislaer, Moroka, Jeppe, Durban Central, Ivory Park, Rietgat and Witbank recorded a reduction in contact crime but fell below the set target. Twelve) police stations, Delft, Khayelitsha, Umlazi, Dobsonville, Inanda, Mfuleni, Mamelodi East, Alexander, Kagiso, Kraaifontein, Phoenix and Cape Town Central recorded an increase in contact crime. Stations that did not meet the set target must revisit their plans and crime analysis to determine why contact crime did not respond to the implemented interventions. It must also be acknowledged that the causes and contributing factors of contact crime may not always respond to police intervention. Preventing crime, particularly violent crime, requires comprehensive and integrated investment from all sectors, levels of government and civil society.","The National Policing Strategy mandates that HCCS that did not meet their target must revisit their crime analysis and plans, developing comprehensive strategies to address the findings. Districts and provinces must support HCCS in this process, ensuring that police interventions are aligned with crime trends and patterns. Police interventions should not be restricted to specific days of the week but must be implemented based on the analysis. If stabilisation is needed beyond provincial capacity, submissions must be made to the DNC Policing for consideration of national intervention.",,304
Police,South African Police Service,National,Programme 2: Visible Policing,Specialised Interventions,Quarterly,"Percentage of high-risk incidents responded to, in relation to requests received",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100%,100% (71),100%,100% (45),100%,100% (41),100%,100% (54),100%,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Specialised Interventions,Quarterly,"Percentage of medium to high-risk incidents responded to, in relation to requests received",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100%,100% (138),100%,100% (97),100%,100% (147),100%,100% (109),100%,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Specialised Interventions,Quarterly,"Percentage of peaceful crowd management incidents policed, in relation to requests received",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100%,100% (1 414),100%,100% (1 176),100%,100% (1 187),100%,100% (1 228),100%,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 2: Visible Policing,Specialised Interventions,Quarterly,"Percentage of unrest crowd management incidents stabilised, in relation to requests received",Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster",100%,100% (541),100%,100% (436),100%,100% (290),100%,100% (475),100%,-,,,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,304
Police,South African Police Service,National,Programme 3: Detective Services,Crime Investigations,Quarterly,Detection rate for contact crimes ,Not Applicable,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"Justice, Crime Prevention and Security cluster","48,75%","45,72% (423 475 from a total of 926 255).","48,75%","46,73% (441 301 from a total of 
944 449).","48,75%","46,47% (444 402 from a total of 956 222).","48,75%","47,55% (447 477 from a total of 941 079).","48,75%",-,,,,,"Due to retirement, death, resignation, or promotion to other environments, the attrition rate of detectives contributes negatively to the high case dockets per detective ratio.  Increased caseload per investigator as a result of the increased volume of reported cases. Cases involving assault common and certain assault GBH, are referred to Senior Public prosecutors (SPPs) for deliberation. The decision-making process regarding these offences is lengthy and it often takes an extended period of time before arrests are executed. Decided cases (Bobbert vs Minister of Law and Order 1990 (1) SACR 404C and Rv Jones 1952 (1) SA 327E have an impact in this regard. Detectives are responsible for the detection rate, whereas the caseload of dockets includes other entities such as the DPCI and IPID, over which they do not have full control. Units are experiencing a shortage of vehicles, and those that are available often require maintenance due to mechanical problems and high mileage.","The initiative to monitor the return of specific levels of skilled detectives who have been promoted to other operational and support positions is in place. This also includes the re-enlistment of trained detectives who exited the Service. To expedite decision dockets, close collaboration with the National Prosecuting Authority (NPA) is required. Tracing and tracking teams are in place is to apprehend wanted suspects. Conclude the process for separating case dockets on the system based on their allocation (the SAPS6 will be divided according to cases allocated to IPID, the DPCI and Components. Forensic Leads Investigative Teams are in place to deal with all outstanding leads to address contact crime. A request for new vehicles, depending on the availability of funds, continuous communication with the Supply Chain Management Division to ensure the prompt completion of repairs and intensified vehicle inspections by commanders.","Due to retirement, death, resignation, or promotion to other environments, the attrition rate of detectives contributes negatively to the high case dockets per detective ratio. 
 Increased caseload per investigator as a result of the increased volume of reported cases.                        
Accountability for the detection rate lies with the Detective Service, whereas the caseload of dockets includes other entities such as the DPCI and IPID, over which they do not have full control.","The initiative to monitor the return of specific levels of skilled detectives who have been promoted to other operational and support positions is in place. This also include the re-enlistment of trained detectives who exited the service.                                                                                                                                                             
Close cooperation with the National Prosecuting Authority (NPA) to fast track decision dockets.
Tracking and tracing teams are in place to apprehend wanted suspects.
Conclude the process for separating case dockets on the system based on their allocation (the SAPS6 will be divided according to cases allocated to IPID, the DPCI and Components. 
Forensic Leads Investigative Teams are in place to deal with all outstanding leads to address contact crime.","Due to retirement, death, resignation, or promotion to other environments, the attrition rate of detectives contributes negatively to the high case dockets per detective ratio. 
Increased caseload per investigator as a result of the increased volume of reported cases.                        
Accountability for the detection rate lies with the Detective Service, whereas the caseload of dockets includes other entities such as the DPCI and IPID, over which they do not have full control.","The initiative to monitor the return of specific levels of skilled detectives who have been promoted to other operational and support positions is in place. This also include the re-enlistment of trained detectives who exited the service.
Close cooperation with the National Prosecuting Authority (NPA) to fast track decision dockets.
Tracking and tracing teams are in place to apprehend wanted suspects.
Conclude the process for separating case dockets on the system based on their allocation (the SAPS6 will be divided according to cases allocated to IPID, the DPCI and Components. 
Forensic Leads Investigative Teams are in place to deal with all outstanding leads to address contact crime.","The attrition rate of detectives, due to retirement, death, resignation, or promotion, negatively impacts the ratio of case dockets per detective. This, combined with the increased workload from a high number of reported cases, contributes to a challenging environment. While the Division: Detective and Forensic Services is accountable for the detection rate, the docket case load also includes other entities, such as DPCI and IPID, which fall outside the Division’s full control.","Efforts to return trained detectives, who have been promoted to other operational and support roles, are in place and being monitored. This also includes the reenlistment of trained detectives who have exited the service. Close cooperation with the National Prosecuting Authority (NPA) is underway to fast-track decision dockets. Tracking and tracing teams are operational to address wanted suspects. The process of separating case dockets on the system, based on their allocation, is being finalised. SAPS 6 will be split according to cases managed by IPID, DPCI and other components. Forensic Leads Investigative Teams are in place to address all outstanding leads and tackle contact crime.
",,304
