Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Government Financial Statistics,Quarterly,12.8 Number of releases on financial statistics of municipalities published with a four-month lag: 4 quarterly releases on financial statistics of municipalities published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,National Accounts,Annually,13.2 Number of regional GDP releases published: 1 regional GDP release published by September 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,National Accounts,Annually,13.3 Number of supply and use tables 2021 (Excel) compiled: 1 supply and use tables 2021 (Excel) compiled by June 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,National Accounts,Annually,13.4 Number of discussion documents on EEA as part of the Natural Capital Accounting series published:  1 discussion document on EEA as part of the NCA series published by March 2025,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,National Accounts,Quarterly,13.1 Number of GDP releases published within a quarter: 4 quarterly releases on GDP published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,checked,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Annually,10.6 Number of RPPI discussion documents published within five months of the reference period: 2 monthly RPPI discusion documents published as scheduled,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2,2,,,,,,,2,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Annually,10.7 Number of releases on improving price indices published: 1 release on updated CPI weights published by March 2025,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,,,Published earlier than scheduled in January due to improved processes,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.1 Number of CPI releases published within one month of the reference period: 12 monthly CPI releases published as scheduled ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,,,,,,,,,,,CPI for January 2025 was published a week later than scheduled due to data challenges,NA,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.2 Number of PPI releases published within one month of the reference period: 12 monthly PPI releases published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.3 Number of CMPI releases published within one month of the reference period: 12 monthly CMPI releases published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.4 Number of XMUVI releases published within two months of the reference period: 12 monthly XMUVI releases published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Price Statistics,Quarterly,10.5 Number of RPPI releases published within five months of the reference period: 10 monthly RPPI releases published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",2,2,3,3,3,3,3,3,10,11,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Annually,11.2 Number of annual releases on financial statistics of the private sector published: 1 annual release on financial statistics of the private sector 2023 published by November 2024 ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,1,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Quarterly,11.1 Number of quarterly releases on financial statistics of private sector enterprises published with a quarterly lag: 4 quarterly releases on financial statistics of private sector enterprises published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Private Financial Statistics,Quarterly,11.3 Number of quarterly releases on capital expenditure published: 4 quarterly releases on capital expenditure published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.1 Number of periodic reports on trade industry statistics published (mining): 1 report on mining statistics (2022) published by June 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.2 Number of periodic reports on trade industry (statistics published (wholesale trade): 1 report on wholesale trade statistics (2022) published by September 2024 ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.3 Number of periodic reports on trade industry statistics published (retail trade): 1 report on retail trade statistics (2022) published by September 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.4 Number of periodic reports on trade industry statistics published (motor trade): 1 report on motor trade statistics (2022) published by September 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.5 Number of periodic reports on trade industry statistics published (accommodation): 1 report on accommodation statistics (2022) published by June 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.6 Number of periodic reports on trade industry statistics published (food & beverages): 1 report on food & beverages statistics (2022) published by June 2024 ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.7 Number of periodic reports on trade industry statistics published (post and telecommunications): 1 report on post and telecommunications statistics (2022) published by June 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 2: Economic Statistics,Structural Industry Statistics,Annually,9.8 Number of releases on agriculture statistics published: 1 release on 2023 agriculture statistics published by December 2024 ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,1,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.1.1 Number of releases on mid-year population estimates published: 1 release on mid-year population estimates at national and provincial levels published by July 2024,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.1.2 Number of releases on mid-year population estimates published: 1 technical report on MYPE estimation published by July 2024,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.2 Number of population estimates at district level published: 1 mid-year population estimates at district level published by September 2024,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.3.1 Number of concept notes on local municipal MYPE estimation compiled: 1 concept note on local municipal MYPE estimation compiled by March 2025,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,Published early in February due to reprioritisation,NA,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.3.2 Number of concept notes on local municipal MYPE estimation compiled: 1 concept note on household estimation compiled by February 2025,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.4.1 Number of technical rep: orts on natural demographic processes compiled: 1 technical report on fertility from Census data compiled by March 2025,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.4.2 Number of reports on natural demographic processes published: 1 report on age and sex structure from Census published by February 2025  ,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.5.1 Number of reports on Census 2022 published: 1 homeless report published by February 2025    ,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.5.2 Number of reports on Census 2022 published: 1 Census in Brief report published by August 2024,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.5.3 Number of reports on Census 2022 published: 1 Cultural dynamics report published by March 2025,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.5.4 Number of reports on Census 2022 published: 1 Census 10% sample data and metadata published by July 2024,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,Published later than scheduled in August 2024 due to dependency on internal stakeholders,NA,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.5.5 Number of reports on Census 2022 published: 9 Census 2022 provincial profile reports published by June 2024,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",9,9,,,,,,,9,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Demographic and Population Statistics,Annually,14.6 Number of reports on migration statistics published: 1 report on migration statistics based on various data sources including Census 2022 published by February 2025,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.2 Number of reports on international tourism statistics published: 1 annual report on international tourism (2024) published by March 2025,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.3 Number of releases on vital statistics (births) published:1 annual release on recorded live births (2023) published by November 2024 ,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,1,1,,,1,,,Achieved early in Q2 due to reprioritisation,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.4 Number of releases on vital statistics (deaths) published: 1 annual releases on mortality and causes of death (2021) published by February 2025,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,Published late in March due to dependency on completion of QMS,NA,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Annually,15.5 Number of releases on vital statistics (marriages and divorces) published: 1 annual release on marriages and divorces (2023) published by March 2025,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Health and Vital Statistics,Quarterly,"15.1 Number of releases on international tourism statistics published, one month after the reference period: 12 monthly releases on international tourism published as scheduled",Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",3,3,3,3,3,3,3,3,12,12,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Annually,17.3 Number of reports on labour market statistics published: 1 annual report on labour market statistics (2023) published by December 2024 ,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,1,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Annually,17.4 Number of reports on improving labour market statistics published: 1 SESE report published by March 2025,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Quarterly,17.1 Number of releases on employment and earnings published 13 weeks after the reference month: 4 quarterly releases on employment and earnings published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Labour Statistics,Quarterly,17.2 Number of releases on labour market information published 6-7 weeks after the end of the quarter (last publication will be released 8 weeks after the end of the quarter): 4 quarterly releases on labour market information published as scheduled,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,"18.1.1 Number of reports on life circumstances, poverty and inequality published: 1 report on national poverty lines for 2024 published by August 2024",Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,"18.1.2 Number of reports on life circumstances, poverty and inequality published: 1 report on food security published by March 2025",Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,Published early in February due to reprioritisation,NA,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.2.1 Number of documents on the IES 2022/23 published: 1 statistical release on household income and expenditure based on IES 2022/23 published by December 2024 ,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,1,0,,,1,,,Due to dependency on internal stakeholders,It is expected to be completed in the 4th quarter,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.2.2 Number of documents on the IES 2022/23 compiled: 1 report on IES 2022/23 project closure compiled by December 2024,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,1,0,,,1,,,Due to dependency on internal stakeholders,It is expected to be completed in the 4th quarter,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.3 Number of documents on poverty and inequality statistics compiled: 1 assessment document on GHS and IES for Youth MPI compiled by March 2025,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.4.1 Number of documents on the Continuous Population Survey (CPS) compiled: 1 document on CPS methodology compiled by March 2025,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.4.2 Number of documents on the Continuous Population Survey (CPS) compiled: 1 CPS concept note compiled by June 2024,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",1,0,,,,,,,1,,,Internal stakeholder consultation,Revised date: July 2024 ,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Poverty and Inequality Statistics,Annually,18.4.3 Number of documents on the Continuous Population Survey (CPS) compiled: 1 CPS project charter compiled by September 2024,Non-Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,1,0,,,,,1,,,Internal processes,Q4,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.1 Number of releases on domestic tourism statistics published: 1 annual release on domestic tourism statistics published by October 2024,Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,1,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.10 Number of thematic reports on household services published: 1 annual thematic report on household services published by October 2024,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,1,1,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.2 Number of reports on improving domestic tourism statistics compiled: 1 technical report on the integration of the national domestic tourism surveys compiled by March 2025,Non-Standardized,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.3 Number of releases on social and household service delivery statistics published: 1 annual release on social and household service delivery statistics published by May 2024,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.4.1 Number of releases on development indicators published: 1 annual release on development indicators published by May 2024,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.4.2 Number of releases on development indicators published: 1 annual release on metro development indicators published by May 2024,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",1,1,,,,,,,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.1 Number of reports on marginalised groups published: 1 annual report on marginalised groups indicators published by February 2025 ,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.5.2 Number of reports on marginalised groups published: 1 annual thematic report on marginalised groups published (Series 7) by February 2025 ,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.6 Number of thematic reports on gender published: 1 annual thematic report on gender (Series 11) published by August 2024 ,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,checked,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,"16.7 Number of releases on crime, safety and security statistics published: 1 annual release on victims of crime statistics published by August 2024",Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,1,1,,,,,1,,,,checked,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.8 Number of thematic reports on child statistics published: 1 annual thematic report on child statistics published (Series 3) by February 2025,Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,Achieved early in Q2,NA,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 3: Population and Social Statistics,Social Statistics,Annually,16.9 Number of research reports on expanding education and child statistics compiled: 1 research report on alternative data sources on education and child statistics compiled by March 2025,Non-Standardized,Not  Applicable,Priority 6: Social Cohesion and Safer Communities,"The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Business Register,Annually,21.1 Number of reports on the identified additional sources compiled: 1 report on the evaluation of identified additional sources compiled by March 2025 (Phase 1) ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,0,1,,,Dependency on external stakeholders,Work will continue in 2025/26,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Geography,Annually,22.1 Number of geo-enabled master samples updated: 1 frame of PSUs for CPS and household surveys (Phase 1) updated by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Methods,Annually,19.1 Number of master samples redesigned: 1 master sample for CPS and other surveys redesigned by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Statistical Standards,Annually,20.1 Number of international standards adopted: 1 preliminary report on the adoption of International Standard on Industrial Classification (ISIC Rev.5) compiled by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 4: Methodology and Statistical Infrastructure,Survey Monitoring and Evaluation,Annually,23.1 Number of Quality Management System elements implemented: 1 QMS Code of Practice (CoP) piloted by March 2025,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,1,1,,,,,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,23.4 Percentage of communication and marketing support to dissemination of priority projects: 100% communication and marketing support to dissemination of Census 2022 provided by December 2024   ,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,100 %,0 %,,,100 %,,,The dissemination process is ongoing,The report is expected to be completed in Q4,,,,,,,,,,,304
Statistics South Africa,Statistics South Africa,National,Programme 5: Statistical Support and Informatics,Advocacy and Dissemination,Annually,24.1 Number of brand management elements implemented: 1 branding strategy aligned to the Integrated Stakeholder Engagement Strategy,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,1,0,1,,,HR constraints,Work will continue in 2025/26,,,,,,,,,,,304
