Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Approved Audio-Visual White Paper,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Final consultation
conducted with
stakeholders on the Audio-
Visual White Paper",Final consultation with stakeholders on the Audio- Visual White Paper has not been conducted,The document has been submitted to the Minister to solicit her inputs and feedback has not been received ,The unit is now in the process of finalizing the White Paper to seek approval for publishing for the final consultation ,"Draft Audio-Visual White
Paper developed",The Draft Audio-Visual White Paper has not been developed,The document has been submitted to internal processing and awaiting inputs.,The Unit is engaging in further research on regulation of Over-The-Top (OTT) media services.,"SEAIS on the AV WP
submitted to Presidency for
pre-certification",SEAIS on the AV WP has not been submitted to Presidency for pre-certification,"The last stage of the Draft White Paper has not been implemented, due to the delays in the approval of the draft white paper internally for the final gazetting.","In the last MANCO of 28th November 2022, following the unit's escalation of the matter. The AGD committed to prioritise the Draft White Paper in January 2023.","Audio Visual White Paper
submitted to the Cluster
and Cabinet for approval",The Audio-Visual White Paper has been submitted to the ADG for onwards submission to the Minister  ,It was not submitted to Cabinet as it had been delayed at the Ministry ,The document was submitted to the new Minister in order to fast track it to be submitted to Cabinet ,"Audio Visual White Paper
submitted to Cabinet for
approval",-,"The Department
was unable to
achieve the
planned target.
However, the
Audio-Visual
White Paper
was submitted
to Minister for
consideration","Delays in the
approval of
the draft white
paper internally
for the final
gazetting and
as a result, it was
not submitted to
Cabinet",The document was submitted to the new Minister in order to fast track it to be submitted to Cabinet.,"The Department
was unable to
achieve the
planned target.
However, the
Audio-Visual
White Paper
was submitted
to Minister for
consideration",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Approved Digital Transformation Bill,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Draft Digital Economy
Strategy Framework
developed",Draft Digital Economy Strategy Framework was developed.,None,None,"Draft Digital Economy
Strategy Framework revised
inclusive of stakeholder
inputs",Draft Digital Economy Framework and Strategy was revised inclusive of the stakeholders inputs and is being prepared for submission for approval for gazetting for public consultation.,None,None,"Draft Digital Economy
Strategy submitted for
approval",The implementation of identified international programmes were coordinated.,None,None,"Digital Economy Strategy
developed",Digital Economy Strategy developed,None,None,"Digital Economy Strategy
developed",-,"Digital Economy
Strategy was
developed",None,None ,"Digital Economy
Strategy was
developed",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Approved Electronic Communications Amendment Bill,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Draft Electronic
Communications
Amendment Bill
developed",Draft Electronic Communications Amendment Bill was developed,None ,None ,"Initial SEIAS report prepared
and Bill submitted for
precertification by Office
of the Chief State Law
Adviser","Initial SEIAS report prepared, and Bill submitted for precertification by Office of the Chief State Law Adviser",None,None,"Electronic
Communications
Amendment Bill submitted
to Cluster",Electronic Communications Amendment Bill submitted to Cluster.,None,None,"Electronic
Communications
Amendment Bill submitted
to Cabinet for public
consultation approval",Electronic Communications Amendment Bill submitted to Cabinet for public consultation approval,None,None,"Electronic
Communications
Amendment Bill submitted
to Cluster and Cabinet
for public consultation
approval",-,"Electronic
Communications
Amendment Bill
was submitted
to Cluster
and Cabinet
for public
consultation
approval",None,None,"Electronic
Communications
Amendment Bill
was submitted
to Cluster
and Cabinet
for public
consultation
approval",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Approved Regulatory Reform Bill,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Draft Regulatory Reform
Policy developed.

Legal Framework for
State Digital Infrastructure
Company approved","A draft Digital Regulatory Reform Policy document has been developed.

Not achieved since there is a change in the approach",None,None,"Stakeholder consultation
conducted on draft
Regulatory Reform Policy.

Draft Business Case for
State Digital Infrastructure
Company revised and
submitted to National
Treasury",Stakeholder consultation on draft Regulatory Reform Policy have not been conducted,The regulatory reform policy is being delayed due to further research and engagements required to improve the Discussion Document,The Policy Branch will be discussing the Discussion Document with SOE on 19 October 2022 to finalise he position and escalate to the ADG and Minister for direction and inputs.,"Draft Regulatory Reform
Policy revised inclusive of
stakeholder inputs.

Application developed for
approval of transaction
under Companies Act,
2008","Not achieved since there is a change in the approach.

Draft Regulatory Reform Policy has not been revised inclusive of stakeholder inputs","Change of direction from a merger of BBI and Sentech to the acquisition of BBI by Sentech.

The target came to broadcasting policy as a draft regulatory reform policy at the beginning of the 1st quarter. Policy making is a process and requires time. The coining of the target as a policy has impacted all the subsequent targets.  as developed of the policy was delayed at the beginning of the project which impacted on all the subsequent quarterly targets to be achieved","Sentech to acquire BBI.

The terms of reference have been submitted to SCM to be tabled in the first DBAC meeting.","Draft Regulatory Reform
Policy submitted to
Cabinet for public
consultation approval.

Application submitted for
approval of transaction
under Companies Act,
2008",A report on the facilitation of Banking licensing application process as well as the progress report on the Banking Licensing application process has been drafted.,None,None,"Draft Regulatory Reform
Policy developed",-,"During the
reporting period
the Department
was unable
to achieve
the target. A
draft Digital
Regulatory
Reform Policy
document was
developed.","There was a
change in the
approach or
direction due to
a merger of BBI
and Sentech to
the acquisition of
BBI by Sentech",Discussion document to be submitted to the new Minister for his consideration.,"During the
reporting period
the Department
was unable
to achieve
the target. A
draft Digital
Regulatory
Reform Policy
document was
developed.",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented ECA Amendment Act,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Cabinet memo submitted
on the disestablishment of
USAASA",Cabinet memo was submitted on the disestablishment of USAASA,None ,None ,"Draft disestablishment plan
developed and consulted.

ECA Bill developed","Draft disestablishment plan was developed and consulted.
ECA Bill developed
",None,None,"Disestablishment plan
finalised and approved.

SEIAS and OCSLA approval
secured on Bill","SEIAS approval secured but not OCSLA approval.

USAASA Disestablishment Plan was developed and submitted for the Minister's approval.","New strategic direction received that will make achievement of the target impossible in current financial year
",Legislative development process will be started afresh,"Disestablishment plan
implemented.

ECA Bill submitted to
Cluster","Report on the implementation of the Disestablishment plan was developed. 
ECA Bill submitted to Cluster

",None,None,"Disestablishment of USAASA
undertaken",-,"During the
reporting period,
the Department
submitted
Cabinet
Memo on the
disestablishment
of USAASA.
The disestablishment
plan was
finalised and
submitted for
the Minister's
approval.
Report on the
implementation
of the
disestablishment
plan was
developed.",None,None,"During the
reporting period,
the Department
submitted
Cabinet
Memo on the
disestablishment
of USAASA.
The disestablishment
plan was
finalised and
submitted for
the Minister's
approval.
Report on the
implementation
of the
disestablishment
plan was
developed.",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented National Cloud Computing Policy,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Draft National Cloud
Computing Policy
developed",Draft National Cloud Computing Policy developed and consulted with MANCO on 27 June 2022.,None,None,"Draft National Cloud
Computing Policy
submitted to Minister",Draft Cloud Computing Policy developed and currently consulted with other parties while waiting for engagement with Minister,Securing a date for engagement with Minister to get appropriate guidance on the direction regarding the policy.,Liaising with Ministry,-,No Q3 target,,,-,,,,"Draft National Cloud
Computing Policy
submitted to Minister for
approval",-,"Draft National
Cloud
Computing
Policy was
submitted to
Minister for
approval",None,None,"Draft National
Cloud
Computing
Policy was
submitted to
Minister for
approval",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented policies to modernize broadcasting sector,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Policy Direction to ICASA to
discontinue Type Approval
for analogue-only TV sets
developed and issued",Informal discussions held with senior ICASA officials on possible modalities to craft the intended Policy Direction to ICASA. Memo for Draft Policy Direction to ICASA drafted and submitted to Minister for consideration and approval,Memo not received back from Minister’s office.,Check status of the submitted memo and confirm if the ICASA Policy Direction is still a considered option by Minister,"Country policy position
concluded with the DTIC
to discontinue imports of
analogue-only TV sets","Draft Policy Directive issued by the DTIC with enhanced inputs from the DCDT. DTIC duly incorporated all public comments and shared final draft with the DCDT, wherein additional revisions were recommended by the DCDT for final incorporation into the proposed final directive to be issued by the DTIC.","External dependencies to conclude the publishing of the final policy directives (the DTIC, ICASA, Ministry).",Regular interaction and collaboration with the external stakeholders. Parallel engagements in place with ICASA for the Authority to publish similar analogue TV prohibition in the domestic market. ICASA plans to issue final directive after receiving a Policy Direction from Minister in accordance with the ECA. ,"Proposal of local
manufacturing of digital
reception devices
developed",Draft policy direction was developed for Minister approval for submission to ICASA that includes proposal of local manufacturing of digital reception devices.,None,None,"Framework for local
manufacturing of digital
reception devices
approved",Framework not developed ,Awaiting minister’s consideration of the Policy Directive (Approval submitted in December 2022),Follow up with ADG and Minister regarding the consideration of the Policy Directive submission ,"Policy Direction on
the discontinuation of
analogue TV sets from
domestic production and
imports developed",-,"The Department
was unable to
achieve the
planned target.
However, a draft
policy direction
was developed
for Minister’s
approval for
submission
to ICASA
that includes
proposal of local
manufacturing
of digital
reception
devices.","External
dependencies
to conclude the
publishing of
the final policy
directives (the
DTIC, ICASA,
Ministry).",Follow up with ADG and Minister regarding the consideration of the Policy Directive submission ,"The Department
was unable to
achieve the
planned target.
However, a draft
policy direction
was developed
for Minister’s
approval for
submission
to ICASA
that includes
proposal of local
manufacturing
of digital
reception
devices.",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented SABC Act,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"SABC Bill revised inclusive
of public comments",SABC Bill inclusive of public comments has been revised,None ,None ,"SABC Bill submitted to
Cabinet for approval and
introduction in Parliament",SABC Bill has not been submitted to Cabinet for approval and introduction in Parliament,"Before submitting the Bill to Cabinet, the Department must engage Office of the Chief State Adviser (OSCLA) so that it incorporates the comments into the Bill",The legal unit is in the process of securing an engagement with OSCLA to comment on the SABC Bill,-,No Q3 target,,,-,,,,"SABC Bill submitted to
Cabinet for approval to
introduce in Parliament",-,"SABC Bill was
submitted to
Cabinet for
approval to
introduce in
Parliament.",None,None,"SABC Bill was
submitted to
Cabinet for
approval to
introduce in
Parliament.",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Implemented SAPO Act,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"Public comments analyzed
and SAPO amendment bill
revised",,,,"SEIAS sign off and OCSLA
certificate obtained",SEIAS report revised and submitted to Presidency (DPME) SEIAS sign off obtained. Certification obtained from the Office of the Chief State Law Advisor,None,None,"SAPO Amendment Bill
submitted to Cluster",SAPO Amendment Bill was submitted to Cluster.,None,None,"SAPO Amendment Bill
submitted to Cabinet for
approval to introduce into
Parliament.",SAPO Amendment Bill submitted to Cabinet for approval to introduce into Parliament,None,None,"South African Post Office
(SAPO) Amendment Bill
submitted to Cabinet for
approval to introduce in
Parliament",-,"SAPO
Amendment Bill
was submitted
to Cabinet for
approval to
introduce in
Parliament",None,None,"SAPO
Amendment Bill
was submitted
to Cabinet for
approval to
introduce in
Parliament",117
,Communication and Digital Technologies,National,ICT POLICY DEVELOPMENT AND RESEARCH,ICT POLICY DEVELOPMENT AND RESEARCH,Quarterly,Postbank corporatization,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,"First quarter monitoring
report on the progress of
the Postbank Amendment
Bill in Parliament
developed","First quarter monitoring report on the progress of the Postbank Amendment Bill in Parliament was developed.

A draft Digital Regulatory Reform Policy document has been developed ",None,None,"Second quarter monitoring
report on the progress of
the Postbank Amendment
Bill in Parliament
developed",Second quarter monitoring report on the progress of the Postbank Amendment Bill in Parliament was developed and submitted,None,None,-,No Q3 target,,,"Banking licensing
application process
facilitated",A report on the facilitation of Banking licensing application process as well as the progress report on the Banking Licensing application process has been drafted.,None,None,"Postbank Amendment Bill
monitored in Parliamentary
process",-,"The monitoring
reports on the
progress of
the Postbank
Amendment Bill
in Parliament
were developed
and Banking
licensing
application was
facilitated.",None,None,"The monitoring
reports on the
progress of
the Postbank
Amendment Bill
in Parliament
were developed
and Banking
licensing
application was
facilitated.",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Annually,1.6 Percentage of   reported corruption cases that are  investigated and resolved,Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,"90% of reported corruption cases 
investigated and resolved by 31 March 2023

",,"Not Achieve
d
The reported alleged fraudulent case was reported to internal audit towards end of quarter 3. The investigation only commenced at the beginning of quarter 4 and by 31 March 2023 the investigation was in reporting stage, with only a draft preliminary report completed. Therefore, the steps to be taken to resolve the case will be dependent on the final report outcomes and recommendations.

Not Achieved
The investigation on the one reported alleged corruption/fraud case was in reporting stage by 31 March 2023, with only a draft preliminary report completed.


","The reported alleged corruption/fraudulent case was reported to internal audit towards end of quarter 3. The investigation only commenced at the beginning of quarter 4 and by 31 March 2023 the investigation was in reporting stage, with only a draft preliminary report completed. Therefore, the steps to be taken to resolve the case will be dependent on the final report outcomes and recommendations.

","The report on the alleged corruption/fraudulent case is anticipated to be finalised by end of April 2023 and will provide recommendations on how the case should be resolved.
","Not Achieve
d
The reported alleged fraudulent case was reported to internal audit towards end of quarter 3. The investigation only commenced at the beginning of quarter 4 and by 31 March 2023 the investigation was in reporting stage, with only a draft preliminary report completed. Therefore, the steps to be taken to resolve the case will be dependent on the final report outcomes and recommendations.

Not Achieved
The investigation on the one reported alleged corruption/fraud case was in reporting stage by 31 March 2023, with only a draft preliminary report completed.



",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.1 Improved Audit Opinion expressed by the AGSA,Non-Standardized,Not  Applicable,Not Applicable,Not Applicable,Submission of 2021/22 Annual Financial Statements to NT and AGSA by 31 May 2022,Not Achieved,"AFS submitted few minutes past Midnight 31 May 2022

",N/A,No target,"Not achieved.
Qualified audit issued by AGSA.
","Recurring audit findings.
","Progress on the implementation will be tracked through post audit action plan (PAAP).
",No target,N/A,N/A,N/A,Unqualified audit opinion for 2021/22 financial year by 31 March 2023,"Not achieved: 


The department received a  qualified audit opinion.
","This was mainly due to pre-payments and advance, movable tangible capital assets and goods and services.

None implementation of Post audit action plan. 



","Branch Heads to enter into formal arrangements with the A/O and  take responsibility and accountability of the implementation of the branch post audit action plan 
implement consequence management  regularly for non implementation of action plans on time.

Finance managers to also enter  into Formal arrangements with the CFO on the implementation of PAAP

Branches must improve when compiling post audit action plan and consider the correct root cause and put in place the adequate and effective controls  to address the root cause and finding.


","Unqualified audit opinion for 2021/22 financial year by 31 March 2023
",-,"Not Achieved

The department received a qualified audit opinion.
","Branch Heads to enter into formal arrangements with the A/O and take responsibility and accountability of the implementation of the branch post audit action plan.
implement consequence management regularly for non-implementation of action plans on time.

Finance managers to also enter into formal arrangements with the CFO on the implementation of PAAP.
Branches must improve when compiling post audit action plan and consider the correct root cause and put in place the adequate and effective controls to address the root cause and finding.

","
This was mainly due to pre-payments and advance, movable tangible capital assets and goods and services.

Non- implementation of the Post audit action plan (PAAP	Branch Heads to enter into formal arrangements with the A/O and take responsibility and accountability of the implementation of the branch post audit action plan.
implement consequence management regularly for non-implementation of action plans on time.

Finance managers to also enter into formal arrangements with the CFO on the implementation of PAAP.
Branches must improve when compiling post audit action plan and consider the correct root cause and put in place the adequate and effective controls to address the root cause and finding.

","Not Achieved

The department received a qualified audit opinion.

",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.2 Number of CSIP  progress report approved by Exco,Standardized,Not  Applicable,Not Applicable,Not Applicable,CSIP approved by Exco by 30 April 2022,Achieved,N/A,N/A,Q1 CSIP progress Report approved by Exco by 31 July 2022,"Not – Achieved Q1 CSIP progress report not presented to Exco by 31 July 2022

","Due to revision of the agenda by DG’s office.

","To be presented together with Q2 CSIP progress report at EXCO in October

",Q2 CSIP  progress Report approved by Exco by 31 October 2022,"Achieved Q1+Q2 CSIP 
progress report presented to Exco and approved on 18 October 2022",N/A,N/A,"Q3 CSIP progress Report approved by Exco by 31 January 2023
CSIP annual progress report approved by Exco by 31 March 2023
","Achieved Q3 CSIP progress report presented to Exco and approved on 23 January 2023

",N/A,N/A,Four CSIP  progress report approved by Exco by 31 March 2023,-,"Achieved

Four CSIP progress report approved by Exco by 31 March 2023 Q1+Q2 CSIP progress report presented to Exco and approved on 18 October 2022. Q3 CSIP progress report presented to Exco and approved on 23 January 2023. CSIP annual progress report presented to Exco on 28 March 2023.
",N/a,N/A,"Achieved

Four CSIP progress report approved by Exco by 31 March 2023 Q1+Q2 CSIP progress report presented to Exco and approved on 18 October 2022. Q3 CSIP progress report presented to Exco and approved on 23 January 2023. CSIP annual progress report presented to Exco on 28 
March 2023.
",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.3 Percentage  implementation of approved CSIP,Standardized,Not  Applicable,Not Applicable,Not Applicable,No target,N/A,N/A,N/A,10% implementation of approved CSIP  by 30 September 2022,"Achieved 41% implementation of CSIP as contained in progress report by 30 September 2022

","100% achievement on 4 CSIP targets
",N/A,30% implementation of approved CSIP  by 31 December 2022,"Achieved 55% implementation of CSIP as at 30 November 2022
",N/A,N/A,90% implementation of approved CSIP  by 31 March 2023,"Achieved 98% implementation of CSIP as at 31 March 2023.

",N/A,N/A,90% implementation of approved CSIP  by 31 March 2023,-,"Achieved


98% implementation of CSIP were approved by 31 March 2023.
",N/a,N/A,"Achieved

98% implementation of CSIP were approved by 31 March 2023.
",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.4  Number of FMIP  progress report approved by Exco ,Standardized,Not  Applicable,Not Applicable,Not Applicable,FMIP approved by AO by 30 April 2022,Achieved,N/A,N/A,Q1 FMIP progress Report submitted to Exco by 31 July 2022,"Achieved.
Q1 FMIP progress was submitted to EXCO  and tabled on 18 July 2022.

",N/A,N/A,Q2 FMIP Progress Report submitted to Exco by 31 October 2022,"Achieved.
Q2 FMIP progress was submitted to EXCO by 14 October 2022.
",N/A,N/A,Q3 FMIP progress report submitted to EXCO by 31 January 2023,"achieved.
",N/A,N/A,Four FMIP  progress report approved by Exco by 31 March 2023,-,"Achieved

FMIP progress reports were tabled as follows to EXCO: Q2 report in October 2022. Q3 report by 31 January 2023. Q4 was tabled on 24 April 2023.
",N/A,N/A,"Achieved


FMIP progress reports were tabled as follows to EXCO: Q2 report in October 2022. Q3 report by 31 January 2023. Q4 was tabled on 24 April 2023.
",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.4  Number of FMIP  progress report approved by Exco ,Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,-,,,,,117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.5  Percentage implementation of approved FMIP,Standardized,Not  Applicable,Not Applicable,Not Applicable,No target,N/A,N/A,N/A,10% implementation of FMIP as contained in progress report by 30 September 2022,"Achieved.

10% implementation of FMIP has been achieved.


",N/A,N/A,30% implementations of FMIP as contained in progress report by 31 December 2022,"Achieved.

30% implementation of FMIP has been achieved by 31 December 2022.
",N/A,N/A,90% implementation of FMIP as contained in progress reports by 31 March 2023,"achieved.
",N/A,N/A,90% implementation of approved FMIP  by 31 March 2023 ,-,"Achieved
 90% implementation of FMIP for the period ended 31 March 2023, was tabled to EXCO on 24 April 2023
",N/a,N/A,"Achieved
 90% implementation of FMIP for the period ended 31 March 2023, was tabled to EXCO on 24 April 2023
",117
Cooperate Governance,Cooperative Governance,National,Programme 1: Administration,Programme 1: Administration,Quarterly,1.7 DCoG Policy toolkit developed,Standardized,Not  Applicable,Not Applicable,Not Applicable,No target,N/A,N/A,N/A,LG Policy gaps and opportunities identified incorporated into the Draft Policy toolkit  by 30 September 2022,"Achieved LG Policy gaps and opportunities identified incorporated into the Draft Policy toolkit by 30 September 2022.

",N/A,N/A,Consultation on Draft Policy toolkit  by 31 December 2022,"Achieved Consultation on the Draft Policy Toolkit has already been done and revisions concluded – Routed to Minister on 9 December 2022
",N/A,N/A,DCoG Policy toolkit developed by 31 March 2023,"Achieved Policy toolkit developed and routed to Minister for approval in December 2022.
",N/a,N/a,1.6 Percentage of   reported corruption cases that are  investigated and resolved,-,"  Achieved

Policy toolkit developed and routed to Minister for approval in December 2022.




",N/A,N/A,"Achieved

Policy toolkit developed and routed to Minister for approval in December 2022.",117
Cooperate Governance,Cooperative Governance,National,Programme 2: Local Government Support and Interventions Management,Programme 2: Local Government Support and Interventions Management,Annually,2.9 Number of progress reports on planned Coastal City  ,Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,"Three progress Reports on planned
 Coastal City by 31 March 2023",,"Achieved – 3 progress reports submitted on planned coastal city (MISA output)



","Draft Regional Spatial Development
 Framework(RSDF) completed and gazetted for public comment 
Draft Renewable Energy Feasibility Study completed
ESD Regional Master Plan initiated and Project Implementation Plan (PIP) completed 
","RSDF Consultation processes 
undertaken include publication  on MISA website and  provincial newspapers for public wide comment, including district level stakeholder (government,  workshop) held in Ugu District

Finalisation of RE Feasibility Study as per the PIP

Inception phase of the ESD Regional Master Plan as per the PIP
","Achieved – 3 progress reports submitted on planned coastal city (MISA output)



",117
Cooperate Governance,Cooperative Governance,National,Programme 2: Local Government Support and Interventions Management,Programme 2: Local Government Support and Interventions Management,Annually,"2.10 Intergovernmental Monitoring, Support and Intervention Bill submitted in Parliament",Standardized,Not  Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,"IMSI Bill submitted in Parliament by 31 
March 2023",,"Not Achieved

The Bill served before the Governance State Capacity and Institutional Development (GSCID) Cluster on 16 November 2022, and the DG Cluster on 24 November 2022. Thereafter, the Bill served before the Cabinet Ministerial Cluster on 29 November 2022.


","The GSCID Ministerial Cluster delayed the submission of the Bill to Cabinet for approval to publish for public comments by the target date and directed that further consultations with all Ministers and Premiers be undertaken and seek legal advise on the effects of the passing of the Bill. 
","IMSI Bill submitted in Parliament by 31 March 2023 (The Bill served before the Governance State Capacity and Institutional Development (GSCID) Cluster on 16 November 2022, and the DG Cluster on 24 November 2022. Thereafter, the Bill served before the Cabinet Ministerial Cluster on 29 November 2022. The GSCID Ministerial Cluster delayed the submission of the Bill to Cabinet for approval to publish for public comments by the target date, and directed further consultations and seek legal advise on the effects of the passing of the Bill).","Not Achieved

The Bill served before the Governance State Capacity and Institutional Development (GSCID) Cluster on 16 November 2022, and the DG Cluster on 24 November 2022. Thereafter, the Bill served before the Cabinet Ministerial Cluster on 29 November 2022.


",117
Cooperate Governance,Cooperative Governance,National,Programme 2: Local Government Support and Interventions Management,Programme 2: Local Government Support and Interventions Management,Quarterly,2.1 Number of districts and metro One-Plans reviewed and updated,Standardized,Not  Applicable,Not Applicable,Not Applicable,No target ,N/A,N/A,N/A,No target ,No target,N/A,N/A,30 Districts and Metro One-Plans updated by 31 December 2022 ,"PARTIALLY ACHIEVED
15 One Plans submitted from WC (4), MP (3), LP (5) and KZN (3) provinces - Awaiting submissions from other provinces.

Letters received from Limpopo, Eastern Cape and Mpumalanga provinces requesting an extension on submitting the One Plans.
","Delays from provinces in finalising the updating of the One Plans within the indicated timelines 
","Reminder letter to the remaining provinces drafted for DG approval.
",44 Districts and 8 Metro One-Plans updated by 31 March 2023,"NOT ACHIEVED
42 district and 4 metro updated One Plans have been submitted from 8 provinces - 46 in total (88%). 
EC – Updated One Plans submitted for all 6 districts and 2 metros.
LP - Updated One Plans submitted for all 5 districts.
MP - Updated One Plans submitted for all 3 districts.
NW - Updated One Plans submitted for all 4 districts.
NC - Updated One Plans submitted for all 5 districts.
FS - Updated One Plans submitted for all 4 districts. Mangaung submitted as draft as currently awaiting political endorsement. 
KZN – Updated One Plans submitted for all 10 districts and 1 metro. Zululand and uMkhanyakude submitted as drafts as currently awaiting endorsement by the Political Hub.
WC - Updated One Plans submitted for the 5 districts. No One Plan submitted for the City of Cape Town metro space.
GP – No updated One Plans received. A letter dated 31 January 2023 was received from the province indicating the submission of the updated One Plans by 31 July 2023. 
","The GP province is awaiting the release of the Census results. Furthermore, political challenges in the 3 Metros. 
The City of Cape Town indicated the metro’s unwillingness to participate in the DDM processes through a letter to the Former Minister in July 2022. 
","The review of the two districts in GP will commence following the release of the Census results. 
Political intervention required in the GP metros and City of Cape Town",44 districts and 8 metro One Plans reviewed and updated by 31 March 2023,-,"NOT ACHIEVED
42 district and 4 metro updated One Plans have been submitted from 8 provinces - 46 in total (88%). 
EC – Updated One Plans submitted for all 6 districts and 2 metros.
LP - Updated One Plans submitted for all 5 districts.
MP - Updated One Plans submitted for all 3 districts.
NW - Updated One Plans submitted for all 4 districts.
NC - Updated One Plans submitted for all 5 districts.
FS - Updated One Plans submitted for all 4 districts. Mangaung submitted as draft as currently awaiting political endorsement. 
KZN – Updated One Plans submitted for all 10 districts and 1 metro. Zululand and uMkhanyakude submitted as drafts as currently awaiting endorsement by the Political Hub.
WC - Updated One Plans submitted for the 5 districts. No One Plan submitted for the City of Cape Town metro space.
GP – No updated One Plans received. A letter dated 31 January 2023 was received from the province indicating the submission of the updated One Plans by 31 July 2023.
",Delays from provinces in finalising the updating of the One Plans within the indicated timelines,"The review of the two districts in GP will commence following the release of the Census results. 
Political intervention required in the GP metros and City of Cape Town. 
","NOT ACHIEVED
42 district and 4 metro updated One Plans have been submitted from 8 provinces - 46 in total (88%). 
EC – Updated One Plans submitted for all 6 districts and 2 metros.
LP - Updated One Plans submitted for all 5 districts.
MP - Updated One Plans submitted for all 3 districts.
NW - Updated One Plans submitted for all 4 districts.
NC - Updated One Plans submitted for all 5 districts.
FS - Updated One Plans submitted for all 4 districts. Mangaung submitted as draft as currently awaiting political endorsement. 
KZN – Updated One Plans submitted for all 10 districts and 1 metro. Zululand and uMkhanyakude submitted as drafts as currently awaiting endorsement by the Political Hub.
WC - Updated One Plans submitted for the 5 districts. No One Plan submitted for the City of Cape Town metro space.
GP – No updated One Plans received. A letter dated 31 January 2023 was received from the province indicating the submission of the updated One Plans by 31 July 2023.
",117
