administration_type;government_institution;project_slug;sector;project_name;project_description;gps_code;nature_of_investment;infrastructure_type;current_project_stage;sip_category;project_value_rands;br_featured;featured;financial_year;budget_phase;amount_rands
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2024;Adjusted Appropriation;65450000
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2025;MTEF;104700000
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2026;MTEF;0
National;Tourism;tourism_working_for_tourism;Economic Services and Infrastructure;Working for Tourism;Upgrading of and additions to tourism attractions and venues;0;Upgrading and additions;Tourism attractions and venues;Other - Packaged Ongoing Project;Not related to SIPs;1022891000;;TRUE;2027;MTEF;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2021;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2022;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2023;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2024;Adjusted Appropriation;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2025;MTEF;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2026;MTEF;0
National;Water and Sanitation;water_and_sanitation_or_tambo_mthatha_king_sabata_and_dalindyebo_district_municipality_bulk_water_supply_and_sanitation;Economic Services and Infrastructure;OR Tambo, Mthatha, King Sabata and Dalindyebo district municipality bulk water supply and sanitation;Augmentation of existing bulk water scheme;-31.585301,28.789870;New infrastructure assets;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;22156829000;;TRUE;2027;MTEF;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2021;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2022;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2023;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2024;Adjusted Appropriation;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2025;MTEF;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2026;MTEF;0
National;Water and Sanitation;water_and_sanitation_de hoop_greater_sekhukhune_district_municipality_regional_bulk_water_and_wastewater_infrastructure;Economic Services and Infrastructure;De Hoop: Greater Sekhukhune district municipality regional bulk water and wastewater infrastructure;Construction of new bulk water infrastructure linking communities with the De Hoop Dam;-24.871842,29.594640;New infrastructure assets;Bulk Water Supply;Design;SIP 1: Unlocking the northern mineral belt with Waterberg as Catalyst;4088000000;;TRUE;2027;MTEF;0
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2021;Audited Outcome;91516000
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2022;Audited Outcome;0
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2023;Audited Outcome;128069000
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2024;Adjusted Appropriation;100673000
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2025;MTEF;98690000
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2026;MTEF;99868000
National;Water and Sanitation;water_and_sanitation_sedibeng_bulk_regional_sewerage;Economic Services and Infrastructure;Sedibeng bulk regional sewerage;Construction of new wastewater treatment works;-26.692133,27.831020;New infrastructure assets;Waste Water Services;Feasibility;SIP 18. Water and sanitation master plan;3000000000;;TRUE;2027;MTEF;103863000
National;Water and Sanitation;water_and_sanitation_giyani_water_services_phase_2;Economic Services and Infrastructure;Giyani water services phase 2;Construction of new bulk water scheme and upgrading of existing bulk water scheme;-23.305826,30.726936;Upgrading and additions;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;2754644000;;TRUE;2021;Audited Outcome;207368000
National;Water and Sanitation;water_and_sanitation_giyani_water_services_phase_2;Economic Services and Infrastructure;Giyani water services phase 2;Construction of new bulk water scheme and upgrading of existing bulk water scheme;-23.305826,30.726936;Upgrading and additions;Bulk Water Supply;Construction 26% - 50%;SIP 6: Integrated municipal infrastructure project;2754644000;;TRUE;2022;Audited Outcome;104656000
