Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,ReasonforDeviation_Q1,CorrectiveAction_Q1,Target_Q2,ActualOutput_Q2,ReasonforDeviation_Q2,CorrectiveAction_Q2,Target_Q3,ActualOutput_Q3,ReasonforDeviation_Q3,CorrectiveAction_Q3,Target_Q4,ActualOutput_Q4,ReasonforDeviation_Q4,CorrectiveAction_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,UID
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of annual reports on SEZs and Industrial Parks,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Annual report on SEZs and Industrial Parks,Annual report on SEZs and Industrial Parks ,N/A,N/A,One annual report on SEZs and Industrial Parks,-,"1
 Annual report on SEZs and Industrial Parks 

",N/A,N/A,"1 annual report
on SEZs and
industrial parks",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of progress report on red-tape reduction ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,"Bi-weekly briefing sessions are held between the dtic, Eskom, City of Tshwane Municipality and TASEZ to unlock possible challenges in the provision of electricity to the SEZ",N/A,N/A,1 progress report on red-tape reduction,"1 progress report on red-tape reduction 
",N/A,N/A,Nil,N/A,N/A,N/A,1 progress report on red-tape reduction,"1 progress report on red-tape reduction 
",N/A,N/A,2 progress report on red-tape reduction,-,"2 
progress report on red-tape reduction 

",N/A,N/A,"2 reports on redtape
reduction",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,"Number of progress reports setting out progress on strengthening the governance and performance of SEZs and industrial parks, including their attraction of private investment",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,"1 Progress reports setting out progress on strengthening the governance and performance of SEZs, including their attraction of private investment","Bi-Annual Report produced which captures the progress on strengthening the governance and performance of SEZs.
CEO Forum held in conjunction with the SID national workshop. 
Framework and report to strengthen performance of IPs through proper governance and operations developed under Agreement with UNIDO & GIZ. 
.
",N/A,N/A,Nil,N/A,N/A,N/A,"1 Progress reports setting out progress on strengthening the governance and performance of SEZs, including their attraction of private investment","1 Progress reports setting out progress on strengthening the governance and performance of SEZs, including their attraction of private investment ",N/A,N/A,"2 Progress reports setting out progress on strengthening the governance and performance of SEZs, including their attraction of private investment",-,"2 Progress reports setting
 out progress on strengthening the governance and performance of SEZs, including their attraction of private investment 

",N/A,N/A,"2 progress
reports setting
out progress on
strengthening
the governance
and performance
of SEZs and
industrial parks,
including their
attraction of
private investment",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,"Number of proposals for new SEZ designations, together with business plan, governance arrangements and budget implications, assessed and submitted for consideration",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Progress report on submitted proposals,"Progress report on submitted proposals 	
",N/A,N/A,Progress report on preliminary assessments from the submitted requests,"Bi-annual Report captures progress on preliminary assessments from submitted requests
",N/A,N/A,Progress report on draft proposal for new SEZs,"Progress report on draft proposal for new SEZ has been developed

",N/A,N/A,"Two proposals for new SEZ designation, with business plan, governance arrangements and budget implications submitted for consideration","Two proposals for new SEZ designation, with business plan, governance arrangements and budget implications submitted for consideration
",N/A,N/A,"2 proposals for new SEZ designation, with business plan, governance arrangements and budget implications submitted for consideration",-,"2 proposals for new SEZ 
designation, with business plan, governance arrangements and budget implications submitted for consideration 
",N/A,N/A,"2 proposals
for new SEZ
designations,
together with
business plan,
governance
arrangements
and budget
implications,
assessed and
submitted for
consideration",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of reports classifying the work of the dtic at District level  work across 52 Districts/Metros,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1 Reports classifying the work of the dtic at District level work,"One report produced classifying the sectors and opportunities per identified metros and districts. Dataset on incentives in various districts has been secured. The next steps will involve data cleaning, verification and analysis
",N/A,N/A,1 Reports classifying the work of the dtic at District level work,"A report on classification of the dtic work compiled. Further work being done in the KZN and EC districts.

A framework for packaging  priority projects for support by the dtic developed. The priority projects were submitted to the dtic for consideration
",N/A,N/A,1 Reports classifying the work of the dtic at District level work across 52 Districts/Metros,"A report on classification of the dtic work compiled. Further work is 
underway in the GP, NC, NW, KZN and EC districts.
Continued framework for packaging  priority projects for support by the dtic for more areas to be developed
",N/A,N/A,1 Reports classifying the work of the dtic at District level work across 52 Districts/Metros,"1 Report classifying the work of the dtic at District level, work across 52 Districts/Metros 
",N/A,N/A,4 Reports classifying the work of the dtic at District level work across 52 Districts/Metros,-,"4 Reports classifying the
 work of the dtic at District level work across 52 Districts/Metros 

",N/A,N/A,"4 reports
classifying the
work of the dtic at
district level work
across 52 districts/
metros",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of reports identifying private sector industrial nodes at District level,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1 reports identifying private sector industrial nodes at District level,"One report produced classifying the identified private sector industrial nodes at district level. Data has been collected and the process of identifying private sector industrial nodes has started in the following provinces: Western Cape, Gauteng, KZN and Eastern Cape
",N/A,N/A,1 reports identifying private sector industrial nodes at District level,Process of engaging with Business / Industry formations started - aim is to have a working collaboration and buy-in with private stakeholders. NBI (National Business Initiative) and other municipality based Business Chambers,N/A,N/A,1 reports identifying private sector industrial nodes at District level,"Report on continued engagements with Business / Industry 
formations progressing well –with the aim of collaboration and buy-in with private stakeholders
",N/A,N/A,1 reports identifying private sector industrial nodes at District level,"1 report identifying private sector industrial nodes at District level 
",N/A,N/A,4 reports identifying private sector industrial nodes at District level,-,"4 Reports identifying
 private sector industrial nodes at District level 

",N/A,N/A,"4 reports
identifying private sector
industrial
nodes at district
level",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of reports on support provided to SEZs and Industrial Parks,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",0,0,N/A,N/A,1,"Bi-annual Report produced which captures the support provided to SEZs and Industrial Parks
",N/A,N/A,0,N/A,N/A,N/A,1,"A report on support provided to SEZs and Industrial Parks 	
",N/A,N/A,2,0,2,N/A,N/A,2,175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,"Number of reports setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes.",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","1 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes",1 report setting out progress on monitoring and implementation of B-BBEE Sector Charters and Codes compiled and submitted for approval,N/A,N/A,"1 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes","1 report on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes 
",N/A,N/A,"1 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes","1 reports on setting out progress on monitoring and implementation of 
EEIPs, Sector Charters and BEE Codes 

",N/A,N/A,"1 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes","1 report on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes 
",N/A,N/A,"4 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes",-,"4
 reports on setting out progress on monitoring and implementation of EEIPs, Sector Charters and BEE Codes 	

",N/A,N/A,"4 reports setting
out progress on
monitoring and
implementation
of EEIPs, sector
charters and BEE
Codes",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,Number of Submission on SEZ and Industrial Parks funding prepared for National Treasury,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,Nil,N/A,N/A,Nil,N/A,N/A,N/A,2 Submissions on SEZ and Industrial Parks funding prepared for National Treasury,"Submission with Reports completed.


",N/A,N/A,Nil,N/A,N/A,N/A,2 Submissions on SEZ and Industrial Parks funding prepared for National Treasury,-,"2 Submissions on SEZ and 
Industrial Parks funding prepared for National 
Treasury ",N/A,N/A,"1 submission on
SEZ and industrial
parks’ funding
prepared for
National Treasury",175
,"Trade, Industry and Competition",National,Programme 3: Spatial Industrial Development ,Programme 3: Spatial Industrial Development ,Quarterly,"Review of the B-BBEE Framework, together with recommendations, in the form of a Report to the Executive Authority",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Stakeholder engagement and consultation on the review,"Stakeholder engagement and consultation on the review 
",N/A,N/A,Research and draft policy document,"Preliminary draft policy document submitted. 
",N/A,N/A,Consultations with stakeholders on the draft policy review document,"Consultations with stakeholders on the draft policy review document 
","N/A
","N/A
",Draft report to the Executive Authority,"Draft report to the Executive Authority 
",N/A,N/A,"Review of the B-BBEE Framework, together with recommendations, in the form of a Report to the Executive Authority",-,"1
Reviewed B-BBEE Framework  


",N/A,N/A,"1 reviewed
B-BBEE
Framework",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,A register of industrial projects and Programme initiatives by District developed ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Registers of industrial projects and Programme initiatives by District,"Registers of industrial projects and Programme initiatives by District 

",N/A,N/A,Nil,N/A,N/A,N/A,Registers of industrial projects and Programme initiatives by District,-,"1
Register of industrial 
projects and Programme initiatives by District 

","N/A
","N/A
","1 register of industrial projects
and programme initiatives by
district",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Cabinet Memorandum with Localisation Dashboard compiled ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Cabinet Memorandum with Localisation Dashboard submitted to Minister," The Cab Memo with localisation dashboard was developed and submitted but it was returned with a request for more consultation

","New process
",More consultation and getting project  back on track in Q2,Cabinet Memorandum with Localisation Dashboard submitted to Minister,"The Cabinet Memorandum was submitted to Minister via internal processes
",N/A,N/A,Cabinet Memorandum with Localisation Dashboard submitted to Minister,"The Cabinet
Memorandum
submitted to
Minister via
internal processes
",N/A,N/A,Cabinet Memorandum with Localisation Dashboard submitted to Minister,"The Cabinet Memorandum submitted to Minister via internal processes
",,,Cabinet Memorandum with Localisation Dashboard submitted to Minister,-,"Four Cabinet Memorandum
s with Localisation Dashboard submitted to Minister 

","N/A
","N/A
","4 Cabinet memorandums
with localisation dashboard
submitted to Minister",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Green Hydrogen Commercialisation Strategy published  ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Publishing of Green Hydrogen Commercialisation Strategy,"Green Hydrogen Commercialisation Strategy  published
",N/A,N/A,Publishing of Green Hydrogen Commercialisation Strategy,-,"1
Green Hydrogen 
Commercialisation Strategy  published

","N/A
","N/A
","1 Green Hydrogen
Commercialisation Strategy
published",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Inputs on the Draft Procurement Bill submitted to the Minister,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"1 input into the draft Procurement Bill submitted to ensure a localisation eco-system is supported and embedded in the proposed provisions 
",N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Nil,NA,N/A,N/A,Submit inputs into the draft Procurement Bill to ensure a localisation eco-system is supported and embedded in the proposed provisions,-,"1 input into the draft 
Procurement Bill submitted to ensure a localisation eco-system is supported and embedded in the proposed provisions 

","N/A
","N/A
","1 input into the draft
Procurement Bill submitted
to ensure a localisation ecosystem
is supported and
embedded in the proposed
provision",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,NEV roadmap published,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Publishing of NEV roadmap,Target not achieved: Draft Road Map presented to ESIEID Cluster and ongoing engagement with National Treasury on funding model,Outstanding commitments from certain departments and stakeholders e.g. NT ,"Indicator has been included in the 2023/24 APP and interventions will be expedited 
",Publishing of NEV roadmap,-,"Draft Road Map 
presented to ESIEID Cluster and ongoing engagement with National Treasury on funding model
","Outstanding commitments
 from certain departments and stakeholders e.g. NT 


","Indicator has been include
d in the 2023/24 APP and interventions will be expedited 


","Draft roadmap presented to
ESIEID Cluster, and ongoing
engagement with National
Treasury on funding model",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,"Number of implementation Reports in 6 sectors, setting out progress against the actions identified in Master Plans and full implementation of financial support packages ",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages","6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages  namely:
Automotives;
Poultry
Sugar;
Furniture;
Steel & Metal Fabrication
TCLF
",N/A,N/A,"6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages","6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages  namely:
Automotives;
Poultry
Sugar;
Furniture;
Steel & Metal Fabrication
TCLF
",N/A,N/A,"6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages","6 quarterly
implementation
Reports, setting out
progress against the
actions identified in
Master Plans and full
implementation of
financial support
packages namely:
1) Automotives;
2) Poultry
3) Sugar;
4) Furniture;
5) Steel & Metal
Fabrication
6) TCLF

",N/A,N/A,"6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages
6 Annual report setting out progress against the actions identified in Master Plans and full implementation of financial support packages","6 quarterly implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages  namely:
Automotives;
Poultry
Sugar;
Furniture;
Steel & Metal Fabrication
TCLF
",N/A,N/A,"30 implementation Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages",-,"30 quarterly implementatio
n Reports, setting out progress against the actions identified in Master Plans and full implementation of financial support packages  namely:
Automotives;
Poultry
Sugar;
Furniture;
Steel & Metal Fabrication
TCLF

","N/A
","N/A
","30 quarterly implementation
reports setting out progress
against the actions identified
in master plans, and full
implementation of financial
support packages, namely:
1. Automotives
2. Poultry
3. Sugar
4. Furniture
5. Steel and metal fabrication
6. Clothing, textile, footwear
and leather",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of implementation Reports setting out progress against priority sectors not covered by a Master Plan,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",6 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan,"6 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan namely: 
1) Aerospace and Defence;
2) Agro Processing;
3) Electro-technical;
4) Chemicals, Cosmetics, Plastics and Pharmaceuticals
5) Capital and Rail Transport Equipment 
6). Construction 
",N/A,N/A,6 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan,"9 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan namely: 
1) Aerospace and Defence;
2) Agro Processing;
3) Electro-technical;
4) Chemicals, 
5) Cosmetics
6) Plastics
7) Pharmaceuticals
8) Capital and Rail Transport Equipment 
9). Construction 
","1) Capital and Rail Transport Equipment report was reflected within Steel and Metal Fabrication report
2) Chemicals, Cosmetics, Plastics and Pharmaceuticals were reported separately because they are managed independently 
",N/A,6 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan,"9 quarterly implementation
Reports setting out progress
against priority sectors not
covered by a Master Plan
namely:
1) Aerospace and Defence;
2) Agro Processing;
3) Electro-technical;
4) Chemicals,
5) Cosmetics
6) Plastics
7) Pharmaceuticals
8) Capital and Rail Transport
Equipment
9). Construction 

",N/A,N/A,"6 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan
6 Annual reports setting out progress against priority sectors not covered by a Master Plan","8 quarterly implementation Reports setting out progress against priority sectors not covered by a Master Plan namely: 
1) Aerospace and Defence;
2) Agro Processing;
3) Electro-technical;
4) Chemicals, 
5) Cosmetics
6) Plastics
7) Pharmaceuticals
8) Construction 
",N/A,N/A,30 implementation Reports setting out progress against priority sectors not covered by a Master Plan,-,"39 quarterly implementatio
n Reports setting out progress against priority sectors not covered by a Master Plan namely: 
1) Aerospace and Defence;
2) Agro Processing;
3) Electro-technical;
4) Chemicals
5).Cosmetics
6).Pharmaceuticals
7) Plastics
8) Construction

",") Capital and Rail Transport Equipment report was reflected within Steel and Metal Fabrication report
2) Chemicals, Cosmetics, Plastics and Pharmaceuticals were reported separately because they are managed independently 

","N/A
","39 quarterly implementation
reports setting out progress
against priority sectors not
covered by a master plan,
namely:
1. Aerospace and Defence
2. Agro Processing
3. Electro-technical
4. Chemicals
5. Cosmetics
6. Pharmaceuticals
7. Plastics
8. Construction",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of progress report on engagements with Organs of State on an aligned Preferential Procurement Policy,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,One bi-annual implementation Reports on engagements with Organs of State on an aligned Preferential Procurement Policy,"One bi-annual implementation Reports on engagements with Organs of State on an aligned Preferential Procurement Policy 
",N/A,N/A,Nil,N/A,N/A,N/A,One bi-annual implementation Report on engagements with Organs of State on an aligned Preferential Procurement Policy,"One bi-annual implementation Reports on engagements with Organs of State on an aligned Preferential Procurement Policy 
",N/A,N/A,Two bi-annual implementation Reports on engagements with Organs of State on an aligned Preferential Procurement Policy,-,"Two bi-annual implementatio
n Reports on engagements with Organs of State on an aligned Preferential Procurement Policy submitted

","N/A
","N/A
","Two bi-annual implementation
reports submitted on
engagements with organs
of state on an aligned
Preferential Procurement
Policy",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of report setting out progress to foster greater spatial equity through industrial initiatives. ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1,"1 quarterly implementation reports, setting out progress to foster greater spatial equity through industrial initiatives
",N/A,N/A,1,"1 quarterly implementation reports, setting out progress to foster greater spatial equity through industrial initiatives
",N/A,N/A,1,"1 quarterly implementation report, setting out progress to foster greater spatial equity through industrial initiatives

",N/A,N/A,1,"1 quarterly implementation report, setting out progress to foster greater spatial equity through industrial initiatives
",N/A,N/A,"Four quarterly implementation reports, setting out progress to foster greater spatial equity through industrial initiatives",-,"4 quarterly
 implementation reports, setting out progress to foster greater spatial equity through industrial initiatives

","N/A
","N/A
","4 quarterly implementation
reports, setting out progress
to foster greater spatial equity
through industrial initiatives",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,"Number of reports improved efficiency of Technical infrastructure institutions, of sector desks",Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster","One report on improved efficiency of Technical infrastructure institutions, of sector desks;","One report on improved efficiency of Technical infrastructure institutions, of sector desks; 	
",N/A,N/A,"One report on improved efficiency of Technical infrastructure institutions, of sector desks","One report on improved efficiency of Technical infrastructure institutions, of sector desks; ",N/A,N/A,"One report on improved efficiency of Technical infrastructure institutions, of sector desks","One report on improved efficiency of Technical infrastructure institutions, of sector desks; 
",N/A,N/A,"One report on improved efficiency of Technical infrastructure institutions, of sector desks","One report on improved efficiency of Technical infrastructure institutions, of sector desks; 	
",N/A,N/A,"Four reports on improved efficiency of Technical infrastructure institutions, of sector desks",-,"4 reports on improved
 efficiency of Technical infrastructure institutions, of sector desks

","N/A
","N/A
","4 reports on improved
efficiency of technical
infrastructure institutions of
sector desks",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports on building staff capability on industrialisation,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Annual report on building staff capability on industrialisation,"Annual report on building staff capability on industrialisation compiled
",N/A,N/A,Annual report on building staff capability on industrialisation,-,"
Annual report on building staff capability on industrialisation compiled

","N/A
","N/A
","1 annual report on
building staff capability on
industrialisation compiled",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities. ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",One quarterly Report on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities.,"One quarterly report on key beneficiation opportunities within identified value- chains and actions taken to promote the opportunities
",N/A,N/A,One quarterly Report on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities.,"One quarterly report on key beneficiation opportunities within identified value- chains and actions taken to promote the opportunities
",N/A,N/A,One quarterly Report on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities.,"One quarterly
Report on key
beneficiation
opportunities
within identified
value- chains and
actions taken to
promote the
opportunities
",N/A,N/A,One quarterly Report on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities.,"One quarterly report on key beneficiation opportunities within identified value- chains and actions taken to promote the opportunities
",N/A,N/A,4 Quarterly Reports on key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities.,-,"4 Quarterly Reports on
 key beneficiation opportunities within identified value-chains and actions taken to promote the opportunities
","N/A
","N/A
","4 quarterly reports on key
beneficiation opportunities
within identified value chains
and actions taken to promote
these opportunities",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports on providing capacity building support to entities in supported sectors,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Nil,N/A,N/A,N/A,Annual report on providing capacity building support to entities in supported sectors,Annual report on providing capacity building support to entities in supported sectors compiled,N/A,N/A,Annual report on providing capacity building support to entities in supported sectors,-,"Annual report on providing
 capacity building support to entities in supported sectors  compiled

","N/A
","N/A
","1 annual report on providing
capacity-building support to
entities in supported sectors",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports on Red-tape reduction ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",1 Report on red-tape reduction by 30 April 2022,"Report on red-tape reduction prepared by 30 April 2022 
",N/A,N/A,Nil,N/A,N/A,N/A,Report on red-tape reduction by 30 November 2022,"Report on red-tape reduction prepared by 30 November 2022 

",N/A,N/A,Nil,Nil,N/A,N/A,2 Reports on red-tape reduction (by 30 April 2022 and 30 November 2022),-,"2 Reports on red-tape 
reduction submitted by 30 April 2022 and 30 November 2022 
","N/A
","N/A
","2 reports on red-tape
reduction submitted by 30 April
2022 and 30 November 2022",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports on the development of partnerships and social compacts with entities inside and outside of the dtic,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,1,"1 bi-annual report on the development of partnerships and social compacts with entities inside and outside of the dtic;
",N/A,N/A,Nil,N/A,N/A,N/A,1,"1 bi-annual report on the development of partnerships and social compacts with entities inside and outside of the dtic;
",N/A,N/A,Two bi-annual reports on the development of partnerships and social compacts with entities inside and outside of the dtic,-,"Two  bi-annual report
 on the development of partnerships and social compacts with entities inside and outside of the dtic
","N/A
","N/A
","Two bi-annual reports on the
development of partnerships
and social compacts with
entities inside and outside of
the dtic",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports setting out progress in ensuring industrial capability and security of supply in strategic medical products required particularly for covid-19 ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,1,1 report setting out progress in ensuring industrial capability and security of supply in strategic medical products required particularly for covid-19 ,N/A,N/A,Nil,N/A,N/A,N/A,1,1 report setting out progress in ensuring industrial capability and security of supply in strategic medical products required particularly for covid-19 ,N/A,N/A,2,-,"2 reports setting out
 progress in ensuring industrial capability and security of supply in strategic medical products required particularly for covid-19
","N/A
","N/A
","2 reports setting out progress
in ensuring industrial capability
and security of supply in
strategic medical products
required particularly for
COVID-19",175
,"Trade, Industry and Competition",National,Programme 4: Industrial Policy ,Programme 4: Industrial Policy ,Quarterly,Number of reports setting out progress in greening of industrial sectors.  ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,"The Economic Sectors, Employment and Infrastructure Development cluster",Nil,N/A,N/A,N/A,1 ,"1 report setting out progress in greening of industrial sectors
",N/A,N/A,Nil,N/A,N/A,N/A,1,"1 report setting out progress in greening of industrial sectors
",N/A,N/A,2,-,"2 reports setting out progress in greening of industrial sectors 

","N/A
","N/A
","2 reports setting out progress
in greening of industrial
sectors",175
