Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,DesiredPerformance,UID
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.3 Percentage of public schools provided with Mathematics workbooks for learners in Grades 1 to 9 per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.4 Percentage of public schools provided with workbooks for learners in Grades R per year, after having placed an order.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,"2.3.5 An Annual Sector Report is produced on the percentage of learners provided with Mathematics and English   First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12.",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12","Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12","Approved Annual Sector Report on the percentage of learners provided with Mathematics and English First Additional Language (EFAL) textbooks in Grades 3, 6, 9 and 12",,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.6 Number of schools monitored for Home Languages in which Literacy Grades 1-3 lesson plans have been developed for terms 1 to 4,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,18,18,18,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.7 Number of public special schools provided with electronic devices as part of the Universal Service Access Obligations (USAO) by Mobile Network Operators,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,30,43,30,,,MTN and Cell C provided additional electronic devices than originally planned ,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.3.8 An Annual Sector Report is produced on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,Approved Annual Sector Report on the monitoring of procurement and distribution of Information and Communication Technology (ICT) devices,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.1 An Annual Sector Report is produced on the number of teachers trained on inclusion. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of teachers trained on inclusion,Approved Annual Sector Report on the number of teachers trained on inclusion,Approved Annual Sector Report on the number of teachers trained on inclusion,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.2 An Annual Sector Report is produced on the number of learners in public special schools. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of learners in public special schools,Approved Annual Sector Report on the number of learners in public special schools,Approved Annual Sector Report on the number of learners in public special schools,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.3 An Annual Sector Report is produced on the percentage of public special schools serving as resource centres.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,Approved Annual Sector Report on the percentage of public special schools serving as resource centres,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Annually,2.4.4 An Annual Sector Report is produced on the establishment of Focus Schools per Provincial Education Department,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the establishment of focus schools per Provincial Education Department,Approved Annual Sector Report on the establishment of focus schools per Provincial Education Department,Approved Annual Sector Report on the establishment of focus schools per Provincial Education Department,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Quarterly,2.1.1 Number of Technical Schools monitored for implementation of the Curriculum and Assessment Policy Statements (CAPS). ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",9,9,9,9,0,,9,9,27,27,,,,,No deviation,Not applicable,No deviation,Not applicable,,,Not applicable,Not applicable,,140
Basic Education,Basic Education,National,"Programme 2: Curriculum Policy, Support and Monitoring ","Programme 2: Curriculum Policy, Support and Monitoring ",Quarterly,2.1.2 Number of learners obtaining subject passes towards a National Senior Certificate (NSC) or Senior Certificate (amended) SC(a) supported through the Second Chance Matric Programme per year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",0,0,35000,81356,0,,35000,47563,70000,128919,,,,,No deviation,Not applicable,"There is high demand for admission at the institutions of higher learning. As a result, more learners register to improve their marks to qualify for admission at these higher learning institutions for them to achieve their dreams. It should also be noted that there is a considerable number of learners who improve their subjects having performed poorly in their first attempt when writing examinations",Not applicable,,,"The programme conducted awareness campaigns that led to more individuals seeking a second chance at completing their matric results. The flexibility of the programme allows learners to participate through the available platforms.
",Not applicable,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.1 Percentage of School Governing Bodies (SGBs) that meet the minimum criteria in terms of effectiveness. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,50 %,97.3 %,50 %,,,SGBs were inducted and trained on their roles and responsibilities after elections,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.2 Percentage of schools producing the minimum set of management documents at a required standard. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.3 Number of Funza Lushaka bursaries awarded to students enrolled for Initial Teacher Education per year. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9700,10138,9700,,,The DBE shifted bursary funds to universities in need of more funding from universities that did not utilise the full allocation,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.1.4 An Annual National Report is produced on the number of qualified teachers aged 30 and below entering the public service as teachers,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,Approved Annual National Report on the number of qualified teachers aged 30 and below entering the public service as teachers,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.1 An Annual Sector Report is produced on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,Approved Annual Sector Report on monitoring the functionality of Provincial Teacher Development Institutes and District Teacher Development Centres,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,"3.2.2 An Annual Sector Report is produced on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Sciences and Accounting",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,"Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Sciences and Accounting","Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Sciences and Accounting","Approved Annual Sector Report on monitoring the implementation of Teacher Development Programmes by PEDs with special focus on Language, Mathematics, Sciences and Accounting",,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.3 Number of PEDs that had their post-provisioning processes assessed for compliance with the post-provisioning norms and standards.  ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.2.4 An Annual Sector Report on the number of Grade-R practitioners with NQF level 6 and above qualification produced,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the number of Grade R practitioners with NQF level 6 and above qualification,Approved Annual Sector Report on the number of Grade R practitioners with NQF level 6 and above qualification,Approved Annual Sector Report on the number of Grade R practitioners with NQF level 6 and above qualification,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.1 Number of PEDs monitored on the implementation of the Quality Management System (QMS) for school-based educators.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 3: Teachers, Education Human Resources and Institutional ","Programme 3: Teachers, Education Human Resources and Institutional ",Annually,3.3.2 Number of PEDs monitored on the implementation of the Education Management Service: Performance   Management and Development System (EMS: PMDS).,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,9,9,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.1 Number of new schools built and completed through the Accelerated School Infrastructure Delivery Initiative per year (revised),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,1,1,1,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.3 Number of schools provided with water facilities per year (revised),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,7,7,7,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.1 Number of new schools built and completed through the Accelerated School Infrastructure Delivery Initiative per year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,30,,30,,,,,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.2 Number of schools provided with sanitation facilities per year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100,152,100,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.3 Number of schools provided with water facilities per year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100,,100,,,,,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.1.4 Number of classrooms built through the Accelerated School Infrastructure Delivery Initiative per year,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,65,67,65,,,The DBSA provided additional resources to complete the classrooms during the fourth quarter.,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,"4.2.1 Number of General Education and Training (GET) test items developed in Language and Mathematics for Grades 3, 6 and 9 ",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,500,500,500,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.2 Number of NSC reports produced,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,4,4,4,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.3 Number of question papers set for June and November examinations,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,320,320,320,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.4 Percentage of public schools using the South African School Administration and Management System (SA-SAMS) for reporting,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,98 %,99.64 %,98 %,,,Identified Provinces and Districts were workshopped for better understanding and usage of SA-SAMS.,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.5 An Annual National Report is produced on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,Approved National Report on the number of provinces monitored for implementation of the Learner Unit Record Information and Tracking System (LURITS) and EMIS priorities,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.6 An Annual National Report is produced on learning outcomes linked to an individual large-scale assessment programme featuring in the National Assessment Framework,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on learning outcomes linked to an individual large-scale assessment programme featuring in the National Assessment Framework,Approved Annual National Report on learning outcomes linked to an individual large-scale assessment programme featuring in the National Assessment Framework,Approved Annual National Report on learning outcomes linked to an individual large-scale assessment programme featuring in the National Assessment Framework,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.2.7 An Annual National Report is produced on the Early Learning National Assessment (ELNA) to determine school readiness,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,Approved Annual National Report on the Early Learning National Assessment to determine school readiness,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.1 Number of officials from districts that achieved below the national benchmark in the NSC participating in a mentoring programme,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,60,184,60,,,"More districts were involved in the mentorship programme, thus additional officials such as DCES and Subject Advisors were also involved in the mentoring programme.",Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.2 Percentage of school principals rating the support services of districts as being satisfactory,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,75 %,75 %,75 %,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.3 Percentage of District Directors that have undergone competency assessment prior to their appointment. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,100 %,100 %,100 %,,,Not applicable,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.4 Number of underperforming secondary schools monitored at least twice a year by sector officials. ,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,750,768,750,,,The DBE appointed more School Improvement Coordinators to support the circuits and monitor additional schools. ,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,"Programme 4: Planning, Information and Assessment","Programme 4: Planning, Information and Assessment",Annually,4.3.5 Number of District Director forums held,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,3,2,3,,,The meeting scheduled for the last quarter was postponed to April 2025.,Consultative scheduling of meeting dates within the financial year,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.7 An annual communiqué distributed to all 9 Provincial Education Departments to inculcate the culture of recital of the Preamble of the Constitution at school assemblies and gatherings (New Indicator),Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,An approved annual communique distributed to all PEDs,An approved annual communique distributed to all PEDs,An approved annual communique distributed to all PEDs,,,Not applicable,Not applicable,,,,,,,,,,Annual communiqué distributed to schools by the end of the fourth quarter of the financial year,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.1 An Annual Sector Report is produced on the provision of nutritious meals and compliance with feeding requirements.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,,Approved Annual Sector Report on the provision of nutritious meals and compliance with feeding requirements,,,,,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.2 Number of PEDs with approved annual business plans for the HIV/AIDS Life Skills Education Programme.,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,9,8,9,,,The deviation was caused by delays in the submission of the business plan by the PED.,A DG submission will be compiled to request the PEDs to submit the plan on time in future .,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Annually,5.1.6 Number of professionals trained in SASCE programmes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",,,,,,,900,1654,900,,,More professionals were reached through the National train-the-trainer workshop conducted in January 2025. ,Not applicable,,,,,,,,,,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,5.1.1 Number of schools monitored for the provision of nutritious meals,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",0,,30,,20,26,30,47,80,73,,,,,,,,,"During the National Nutrition Week  event held in October 2024. Officials attending the events, were requested to monitor  schools in the area where the celebrations were held, which resulted in over achievement",Not applicable,Additional schools were reached during school readiness monitoring in January 2025.,Not applicable,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,5.1.3 Number of districts monitored on the implementation of the National School Safety Framework (NSSF),Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",10,10,10,10,0,Conducted trainings for School Safety District Support Intervention in Limpopo and On-Line Safety Integrated Training Workshop in the Northern Cape,5,5,25,20,,,,,No deviation,Not applicable,No deviation,Not applicable,No deviation,Not applicable,Not applicable,Not applicable,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,5.1.4 Number of stakeholders reached through social cohesion programmes,Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1500,2805,1500,1629,500,715,500,587,4000,5736,,,,,"Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation. The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE.",Not applicable,The Department conducted SASCE during the quarter under review were more learners were reached through the Enrichment Education Space for social cohesion programmes,Not applicable,"Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation. The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE",Not applicable,"Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation. The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE",Not applicable,,140
Basic Education,Basic Education,National,Programme 5: Educational Enrichment Services,Programme 5: Educational Enrichment Services,Quarterly,"5.1.5 Number of participants and stakeholders reached with dialogues, engagements, and training workshops to end school-related gender-based violence",Not Applicable,Not  Applicable,"Priority 3: Education, Skills And Health","The Social Protection, Community and Human Development cluster",1500,1796,1500,1804,500,958,500,772,4000,5330,,,,,"Collaboration with external stakeholders were beneficial in advocating for Gender Equity and Empowerment programmes to end SRGBV and mobilising participation.  The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE.",Not applicable,The Department conducted SASCE during the quarter under review were more learners were reached through the Enrichment Education Space through dialogues and engagements to end school-related gender-based violence,Not applicable,"Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation. The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE",Not applicable,"Collaboration with external stakeholders were beneficial in advocating for Social Cohesion and Equity in Education programmes and mobilising participation. The positive deviation was as a result of mobilization activities led and/or requested by stakeholders, in addition to what was planned by the DBE",Not applicable,,140
Public Service and Administration,Centre for Public Service Innovation,National,PROGRAMME 1: ADMINISTRATION,PROGRAMME 1: ADMINISTRATION,Annually,Type of audit opinion on financial and non-financial information,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,Unqualified audit opinion on Financial and non financial information for the 2023/24 financial year,Unqualified audit opinion on Financial and non financial information for the 2023/24 financial year,,,,,Unqualified audit opinion on Financial and non financial information for the 2023/24 financial year,,,N/A,N/A,,,,,,,,,,,140
Public Service and Administration,Centre for Public Service Innovation,National,PROGRAMME 2: PUBLIC SECTOR INNOVATION,PROGRAMME 2: PUBLIC SECTOR INNOVATION,Annually,Number of innovation research and development initiatives undertaken,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,4,5,4,,,An additional research report was compiled for Productivity SA,None,,,,,,,,,,,140
Public Service and Administration,Centre for Public Service Innovation,National,PROGRAMME 2: PUBLIC SECTOR INNOVATION,PROGRAMME 2: PUBLIC SECTOR INNOVATION,Annually,Number of innovative solutions replicated in the Public Sector,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,,,,,2,2,2,,,N/A,N/A,,,,,,,,,,,140
Public Service and Administration,Centre for Public Service Innovation,National,PROGRAMME 2: PUBLIC SECTOR INNOVATION,PROGRAMME 2: PUBLIC SECTOR INNOVATION,Quarterly,Number of Knowledge Platforms sustained to nurture an enabling environment for innovation in the Public Sector,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,1,2,3,3,2,2,3,3,9,-,,,,,"The CPSI was also invited to contribute to a workshop on Systems Thinking, Strategic Foresight and Innovation, held as part of the UN Public Service Forum and Awards in June 2024",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,140
