Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Priority,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,OTP_Q1,National_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,OTP_Q2,National_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,OTP_Q3,National_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,OTP_Q4,National_Q4,DesiredPerformance,OTP_Summary,UID
Environmental Affairs,Environmental Affairs,Western Cape,Programme 4: Environmental Quality Management,Sub-Programme 4.1: Impact Management,Quarterly,4.1.3 Percentage of Environmental Impact Assessment (EIA) non-applications timeously responded to,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment",Not Applicable,0 %,0 %,0 %,,95 %,86 %,95 %,86 %,95 %,86 %,90,Inadequate staffing has resulted in operational challenges., The Department is in the process of recruiting contract staff for a 24-month period as part of a PID project. Appointment of this staff would ease the burden of the current staff capacity constraints ,,N/A,N/A,,,,,,,"176 EIA Non-Applications were responded to, of which 152 were responded to timeously.

Due to staff constraints more emphasis were placed on the timeous issue of Environmental Authorisations, thus the target of 95% could not be met.",The Department is in the process of recruiting contract staff for a 24-month period as part of a PID project. Appointment of this staff would ease the burden of the current staff capacity constraints.,PDO notes the underperformance of the indicator where target was 95% and Department achieved  86% Reason for deviation and corrective action is provided. ,,"208 EIA Non-Applications were responded to, of which 179 were responded to timeously.

","Due to staff constraints more emphasis were placed on the timeous issue of Environmental Authorisations, thus the target of 95% could not be me","PDO notes that the target was under achieved, reason for deviation and corrective action is provided. ",,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub Programme 5.3:	Coastal Management,Annually,5.3.1 Develop a Report on Implementation of the Provincial Coastal Management Programme,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub Programme 5.3:	Coastal Management,Annually,5.3.2 Develop a Report on Implementation of the Provincial Estuary Management Programme,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub-Programme 5.1: Biodiversity and Protected Area Planning and Management,Annually,5.1.1 Develop a Report on Implementation of the Provincial Biodiversity Strategy and Action Plan (PBSAP),Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub-Programme 5.1: Biodiversity and Protected Area Planning and Management,Annually,5.1.2 Develop a Report on the implementation of the Provincial Biodiversity Economy Programme,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub-Programme 5.1: Biodiversity and Protected Area Planning and Management,Annually,5.1.3 Number of Biodiversity Economy initiatives implemented,Standardized,Not  Applicable,"Priority 5: Spatial Integration, Human Settlements and Local Government","Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,0,0,0,0,0,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub-Programme 5.1: Biodiversity and Protected Area Planning and Management,Annually,5.1.4 Develop an Annual Oversight Report for Western Cape Biosphere Reserves,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 5:  Biodiversity Management,Sub-Programme 5.2: Western Cape Nature Conservation Board,Annually,5.2.1 Develop an Annual Report on the performance of CapeNature,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,1,1,,,,,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 6:	Environmental Empowerment Services  ,Sub Programme 6.2: Environmental Communication and Awareness Raising,Quarterly,6.2.1 Number of environmental awareness activities conducted,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Economic Sectors, Employment and Infrastructure Development cluster",0,0,0,0,0,0,3,3,3,3,3,N/A,N/A,,N/A,N/A,,"The province did not plan to perform this indicator for quarter 1,2 and 3. Target is during quarter 4. Please note that the cycle of reporting for this indicator as reflected on the Technical Indicator Description is quarterly and not annually reported. The Calculation Type for the indicator is Cumulative (Year-End).     
",N/A,N/A,,"This indicator is noted as annually reported and target is expected to be performed during quarter 4
",N/A,N/A,,"This indicator is noted as annually reported and target is expected to be performed during quarter 4
",N/A,N/A,PDO notes that the target has been achieved and no reason for deviation and corrective action needed. ,"The province is on target for Q4 and has achieved the annual target  
",,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 6:	Environmental Empowerment Services  ,Sub-Programme 6.1: Environmental Capacity Development and Support,Annually,6.1.1 Number of work opportunities created through environment sector public employment programmes,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 6:	Environmental Empowerment Services  ,Sub-Programme 6.1: Environmental Capacity Development and Support,Annually,6.1.3 Number of SMME Support interventions undertaken,Non-Standardized,Not  Applicable,Not Applicable,VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,1,0,,,1,0,1,"N/A
",N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 6:	Environmental Empowerment Services  ,Sub-Programme 6.1: Environmental Capacity Development and Support,Quarterly,6.1.2 Number of environmental capacity building activities conducted,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Economic Sectors, Employment and Infrastructure Development cluster",7,7,11,16,11,11,12,12,41,46,46,Additional capacity building activities were conducted in response to stakeholder requests. ,N/A,,N/A,N/A,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,"The province is on target for Q2 and has achieved the target for the quarter
",Additional capacity building activities were conducted in response to stakeholder requests and availability.,N/A,PDO notes that the target has been over achieved and  reason for deviation is provided.  ,"The province is above Q2 target and has achieved by exceeding the target for the quarter 
",N/A,N/A,"PDO notes that the target was achieved, no reason for deviation and corrective action required. ","The province is on target for Q3 and has achieved the target for the quarter
",N/A,N/A,PDO notes that the target has been achieved and no reason for deviation and corrective action needed. ,"The province is on target for Q4 and has achieved the annual target  
",,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,Sub Programme 7.1: Development Facilitation,Quarterly,7.1.1 Report on Development Facilitation and Land Assembly Services,Not Applicable,Not  Applicable,Not Applicable,VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",1,1,1,1,1,1,1,1,4,4,4,N/A,N/A,,N/A,N/A,PDO notes that the target has been achieved and no reason for deviation and corrective action required. ,,N/A,N/A,,,N/A,N/A,"PDO notes that the target was achieved, no reason for deviation and corrective action required. ",,N/A,N/A,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.1 Annual report on the implementation of the Development Planning Intelligence Management Framework,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.2 Annual report on the Western Cape Government Sector Planning alignment,Non-Standardized,Not  Applicable,Not Applicable,"Enable a resilient, sustainable, quality and inclusive living environment","The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.4 Annual report on the status quo of Municipal Spatial Development Frameworks (MSDFs),Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.5 Annual report on the Municipal Capital Expenditure Frameworks Support,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.6 Annual report on the Status Quo of Municipal Land Use Management Systems,Non-Standardized,Not  Applicable,Not Applicable,VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.7 Number of Western Cape spatial priority regions where spatial performance trends are monitored,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.8 Number of Municipal Support Plans developed,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,30,30,30,30,30,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Annually,7.2.9 Number of initiatives that promote sustainable compact settlements,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,1,1,1,1,1,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,"Sub Programme 7.2: Spatial Planning, Land Use Management and Municipal Support",Quarterly,7.2.3 Number of SPLUM capacity building activities conducted,Non-Standardized,Not  Applicable,Not Applicable,VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",2,5,2,3,2,3,2,2,8,13,13,Additional capacity building activities were conducted in response to stakeholder requests. ,N/A,,Additional capacity building sessions on AI tools were conducted in response to PLANCOM requests ,N/A,"PDO notes the overachievement and reason for deviation provided, no corrective action is required. ",,Additional capacity building activity conducted in response to stakeholder request.,N/A,PDO notes that the target was overachieved and reason for deviation was provided. ,,An additional capacity building activity was conducted in response to stakeholder request.,N/A,"PDO notes that the indicator was overachieved, target was 2 and achieved 3. Reason for deviation was provided, no corrective action needed.  ",,N/A,N/A,PDO notes that the target has been achieved and no reason for deviation and corrective action needed. ,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,Sub Programme 7.3: Regional Planning and Management and Special Programmes,Annually,7.3.1 Number of municipalities within which the Western Cape Government RSEP is implemented,Non-Standardized,Not  Applicable,Not Applicable,VIP 2: Growth and Jobs,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,14,14,14,14,14,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Environmental Affairs,Environmental Affairs,Western Cape,Programme 7: Development Planning,Sub Programme 7.3: Regional Planning and Management and Special Programmes,Annually,7.3.2 Number of non-infrastructure interventions completed by RSEP,Non-Standardized,Not  Applicable,Not Applicable,VIP 5: Innovation and Culture,"The Economic Sectors, Employment and Infrastructure Development cluster",,,,,,,2,2,2,2,2,N/A,N/A,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 1: Administration,Administration,Annually,Audit opinion of Provincial DoH,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,Unqualified,Clean,Unqualified,Clean,,The Department received a clean audit for the 2023-24 financial year for the 6th consecutive year.,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,District Health System,Annually,Ideal clinic status obtained rate,Non-Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,83.6 %,80.2 %,83.6 %,80.2 %,,Target partially achieved. Austerity measures may have impacted on some facilities meeting all requirements to qualify.,Ongoing support to facilities.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,District Health System,Annually,Patient Experience of Care satisfaction rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",,,,,,,79.2 %,80.0 %,79.2 %,80.0 %,,Target achieved,No action required.,,,,,,,,,,,,,,,,,,,,201
Health,Health,Western Cape,Programme 2: District Health Services,District Health System,Quarterly,Patient Safety Incident (PSI) case closure rate,Standardized,Not  Applicable,"Priority 3: Education, Skills And Health","Increase wellness, safety and tackle social ills","The Social Protection, Community and Human Development cluster",94.5 %,87.1 %,94.5 %,93.1 %,94.6 %,,94.6 %,,94.6 %,0 %,,,,,Austerity measures have resulted in staff shortages including QA manager posts. ,Work is ongoing in facilities to mitigate this.,Data accepted. The PDO notes the partially achieved output for Q1 of FY 2024-25. The PDO notes the reason for deviation and the corrective action to address staff shortages impacting  on desired outcomes.,,Target partially achieved. Austerity measures have resulted in staff shortages including QA manager posts., Work is ongoing in facilities to mitigate this.,Data accepted. The PDO notes the partially-performed output and the corrective action to address staff shortages in facilities.,,"Mid year adjusted indicator, refer to indicator 3",No action required,Approved In-Year Changes FY 2024-25.,,"Mid year adjusted target, refer to indicator 3",No action required.,Approved In-Year Changes FY 2024-25.,,,,201
