Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Directive to standardize roles and functions of Ethics Officers issued in the Public Service issued  ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Report on research conducted to inform the policy on the standardisation of the roles and functions of ethics officers in the Public Service compiled  ,The research report to inform the policy on the standardisation of the roles and functions of ethics officers in the Public Service has been compiled,Draft policy document on the standardisation of the roles and functions of ethics officers in the Public Service compiled,A Draft Policy document on the standardisation of the roles and functions of ethics officers in the Public Service has been compiled,Key stakeholders consulted on the Draft policy document on the standardisation of the roles and functions of ethics officers in the Public Service,"Achieved 
The draft policy document on the standardisation of the roles and functions of ethics officers in the Public Service was consulted with the DPSA EXCO, DPSA Job Grading and Post Provisioning and OD Directorates and the Office of the Public Service Commission
",Directive on the standardisation of the roles and functions of ethics officers s in the Public Service submitted for approval for issuing in the 2024/25 financial year,Directive on the standardisation of the roles and functions of ethics officers in the Public Service to the Minister for approval. The Minister issued the Directive in February 2024.  The Directive has been communicated to Departments.,Directive on the standardisation of the roles and functions of ethics officers in the Public Service approved for issuing in the 2024/25 financial year ,-,Directive on the standardisation  of the roles and functions of ethics officers in the Public Service  submitted to the Minister for approval  ,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Job Evaluation System for the Public Service tested with MPSA portfolio departments,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Service Provider to develop the Job Evaluation System for the Public Service appointed ,A Service Provider to develop the Job Evaluation System for the Public Service was  appointed in April 2023,Development of a Job Evaluation System for the Public Service Commenced,The development of the system commenced with the purchase of the  JE system license  and the adoption of the project charter and plan on  the 24th of August 2023 ,Development of a Job Evaluation System for the Public Service Continued,"Achieved 
The development of the job evaluation system continued with consultations with national and provincial departments on the refinement of the job evaluation system software 
","Job Evaluation System for the Public Service tested with MPSA portfolio departments (DPSA, National School of Government and Centre for Public Service Innovation)",The MPSA portfolio has been sensitised regarding the testing of the job evaluation and job grading system for the Public Service through letters dated 11/03/2024. Officials from the respective Departments in the MPSA portfolio have been nominated to assist with the testing. ,"Job Evaluation System for the Public Service tested with MPSA portfolio departments. (DPSA, NSG and CPSI)",-,"The Job Evaluation System for the Public Service was not piloted with MPSA portfolio departments (Department of Public Service and Administration, National School of Government and Centre for Public Service Innovation
","
The piloting of the job evaluation and job grading system within the MPSA could not be completed due the aadjustments that had to be made to the system due to inputs received from Organisational Development (Job Evaluation) officials during consultations undertaken whilst the system was still under development
","
The process of adjusting the system took much longer than initially anticipated thus as a result the pilot could not take place in March 2024 and had to be rescheduled to April 2024. 
",,,,,,Not Applicable,Not Applicable,The target was not achieved. The piloting of the job evaluation and job grading system within the MPSA could not be completed because there had been a consultative process across provincial and national departments during the quarter. These yield substantive inputs that require the system to be adjusted accordingly. A further meeting with national and provincial Heads of Corporate services also yielded valuable inputs that had to be factored into the system. The process of adjusting the system took much longer than initially anticipated. ,The adjustments of the system as per the inputs of various end-users from provincial and national departments will be concluded within the month of April. The testing system within the MPSA portfolio is also rescheduled for completion by the end of April 2024. ,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Measures to support Public Servants who are Whistle Blowers and /or require witness protection,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Proposed measures to support Public Servant Whistle Blowers who are in/or require witness protection consulted on with the Department of Justice ,The Proposed measures to support Public Servant Whistle Blowers who are in/or require witness protection were developed and  consulted on with the Department of Justice in May 2023,Draft Guide to support Public Servant Whistle Blowers who are in/or require witness protection consulted on,The Draft Guide to support Public Servant Whistle Blowers who are in/or require witness protection  was consulted with the Office of Witness Protection (OWP) and the State Security Office in September 2023,,,Guide to support Public Servant Whistle Blowers who are in/or require witness protection submitted for approval ,Guide to support Public Service Whistle Blowers who are in/or require witness protection developed,Guide to support Public Servant Whistle Blowers who are in/or require witness protection submitted for approval,-,Guide to support Public Servant Whistle Blowers who are in/or require witness protection submitted for approval,Not Applicable,Not Applicable,,,,,,,,,,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Monitoring report on the implementation of the 2023 Collective agreement,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Costed proposals on benefits and conditions of service developed and appropriate mandates sought,The Costed proposals on benefits and conditions of service developed were approved in  April 2023 and the mandate to kick start the negotiations was given,Collective bargaining process concluded,The Collective bargaining process has not been  concluded,,,Progress report on the Implementation of the collective agreement compiled,Monitoring Report on the Implementation of the 2023 Collective Agreement by departments submitted to the Director-General,Progress report on the Implementation of the collective agreement compiled ,-,Monitoring Report on the Implementation of the 2023 Collective  Agreement by departments submitted to the Director-General for approval.,Not Applicable,Not Applicable,,,,The unions /labour requested time to engage with the collective bargaining proposals on 1) Minimum Service Level Agreement; 2) Introduction to Collective Bargaining and 3) Review of the Full-time Shop Stewards  as tabled by the DPSA on behalf of the employer ,"Organised Labour has been given the opportunity to complete their mandating processes. Once this is done, the Public Service Coordinating Bargaining Council (PSCBC) and the General Public Service Sectoral Bargaining Council (GPSSBC) will develop a timetable for negotiations on these matters in the third quarter.",,,,,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Number of selected national and provincial department’s supported to implement Lifestyle Audits ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Non compliant departments identified. Selected number of non-complaint departments supported to implement Lifestyle Audits in the in the Public Service. Non-complaint departments identified. Selected number of noncompliant national and provincial departments’ supported to  implement Lifestyle Audits,16 Non-complaint departments were identified and 6 were supported,Selected number of noncompliant national and provincial departments’ supported to  implement Lifestyle Audits,Training was conducted on 11 September to support  10 of the 23 non-complaint departments with the implementation of  non-compliant national and provincial,Selected number of noncompliant national and provincial departments’ supported to  implement Lifestyle Audits ,"Achieved 
The following 4 (four)  of 23 (10 national and 13 provincial) departments identified as noncompliant in conducting of lifestyle audits were supported to improve their compliance: 1) National Department of Fisheries, Forestry and the Environment, 2) National Department of Social Development, 3) Eastern Cape Provincial Treasury, and 4) Eastern Cape National Treasury.
",Selected number of noncompliant national and provincial departments’ supported to  implement Lifestyle Audits,The non-compliant departments were supported to implement lifestyle audits,Selected number of noncomplaint departments supported to implement Lifestyle Audits in the in the Public Service,-,Selected number of noncomplaint Public Service departments supported to implement  Lifestyle Audits in the in the Public Service,Not Applicable,Not Applicable,,,,,,Not Applicable,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Personnel Expenditure Review (PER) report to  inform the Renumeration Dispensation for the Public Service ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,,,Outcomes of the Personnel Expenditure Review (PER) consulted at the PSCBC,The Outcomes of the Personnel Expenditure Review (PER) were not consulted at the PSCBC,,,,Personnel Expenditure Review (PER) Report tabled at Cabinet,Outcomes of the Personnel Expenditure Review (PER) consulted on within the PSCBC Structures,-,Personnel  Expenditure  Review (PER) Report tabled at Cabinet  ,Target was revised,,,,,The target was erroneously included the 2023/24 APP as the work is  planned for execution in the 2024/25 financial year. ,A motivation has been submitted to the Directorate Strategy to request approval from the Minister for the removal of the target from the 2023 /24 APP ,,,APP was revivesd to tabling of the PER Report to Cabinet,,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Post Provisioning Research Report to inform the development of Post Provisioning Norms for the Public Service ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Research Proposal to inform the development of Post Provisioning Norms for the Public Service developed ,The Research Proposal to inform the development of Post Provisioning Norms for the Public Service has been  developed ,Research Proposal to inform the development of Post Provisioning Norms for the Public Service  consulted with identified stakeholders,The Research Proposal has been completed but was not consulted with the identified stakeholders,Draft Research Report to inform the development of Post Provisioning Norms for the Public Service complied,"Achieved 
The Draft Research Report to inform the development of Post Provisioning Norms for the Public Service was compiled 
",Draft Research report to inform the development of Post Provisioning Norms for Public Service presented to the DPSA’s Executive Committee (EXCO) ,Draft Research report to inform the development of Post Provisioning Norms for Public Service was not developed, Draft Research Report to inform the development of Post Provisioning Norms for the Public Service presented to the DPSA’s Executive Committee (EXCO) ,-,"The Research Report to inform the development of Post Provisioning Norms for the Public Service was not submitted to the Director-General for approval
","
The draft research report was compiled and indicated substantive gaps in the data which required further research to be undertaken.
 
","
There was limited research data on the topic of Post Provisioning Norms for the Public Service, which necessitated further research required to identify additional sources of data.
",,,,The draft research report was only concluded in mid-September due to the scarcity of literature on the subject matter hence it could not be consulted on before the end of September. ,Consultation with the OD Forum on the draft research report is planned to  take place in during the 3rd quarter ( Oct – Dec 2023) . ,Not Applicable,Not Applicable,"The target was not achieved. The draft research report was compiled and indicated substantive gaps that required further review of both theoretical, and government policy documents. This necessitated for further consultation with stakeholders. ",Draft Research report to inform the development of Post Provisioning Norms for Public Service will be finalised incorporating received additional inputs and submitted for approval during the 1st quarter of 2024.,226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Public Service Integrity Management Framework Reviewed ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Terms of reference for the review of Public Service Integrity Management Framework developed. ,Terms of reference for the review of Public Service Integrity Management Framework have  not been developed,1st Draft Report of the Review of the Public Service Integrity Management Framework of the presented to DPSA EXCO. ,The 1st Draft Report of the Review of the Public Service Integrity Management Framework was not presented to DPSA EXCO,1st Draft Review Report of the Public Service Integrity Management Framework consulted on with relevant stakeholders. 2nd Draft Review Report of the Public Service Integrity Management Framework presented to the DPSA Executive Committee (EXCO) ,"Not Achieved

The Draft Revised Disciplinary Code was only consulted on with the DPSA’s Executive Committee (EXCO) 
",Final Review Report of the Public Service Integrity Management Framework submitted for approval,A Service Level Agreement was signed with The Ethics Institute.  Work will commence in the next financial year. An Inception Report (dated 30 March) was submitted to the DG to note,Report on the Review of the Public Service Integrity Management Framework Review Report for approval,-,"Draft Progress report on the Review of the 2016 Public Service Integrity Management Framework was not submitted to the Director-General 
",,"
No suitable service providers were identified from the initial tender processes, so the tender had to be readvertised.
",The tender was awarded to the service provider in the fourth quarter of the financial year,The TOR were not submitted for approval within stipulated timeframes; due to other work pressures related to the OECD and BRICS .,The TORs will be submitted for approval during the 2nd quarter.,"Funds were required to be transferred from the PMO to TAU to commence with the process of appointing a service provider who will conduct the review, however the office of the CFO indicated that they are is awaiting the finalisation of the AENE process, during which no funds can be shifted.  ",The procurement process will commence after the approval of the fund shifting ,The Revised Disciplinary Code is still to be considered by MPSA and for GSCID Cluster for noting the Revised Disciplinary Code,Consultations will be conducted during the fourth quarter period ,"The sourcing of a service provider to review the PSIMF started in the second quarter.  Unfortunately, the advertisement for a service provider did not yield any success, and it was necessary to readvertise in December 2023.  This yielded success, and a service provider was identified, and it was informed of being the successful bidder on 6 Feb 2024.  The Service Level Agreement (SLA) was signed on 19 March 2024.  At the end of March 2024, the service provider drafted an Inception Report outlining the Project Methodology, the Project Timeframes as well as the deliverables, which were submitted to the DG for noting.  ","Monitor the project implementation and ensure that the work is carried and will be finalised in the current financial year, in accordance with the Inception Report.",226
Public Service and Administration,Public Service and Administration,National,"Programme 3: Negotiations, Labour Relations and Remuneration Management","Programme 3: Negotiations, Labour Relations and Remuneration Management",Quarterly,Reviewed  Disciplinary Code for the Public Service ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Stakeholder Engagements for inputs on areas of the Code that require revision,Stakeholder engagements on areas of the Disciplinary Code for the Public Service that require revision were held  in May 2023 with the Labour Relations Forum ,First draft of the Revised Disciplinary Code developed submitted for approval to consult,The First draft of the Revised Disciplinary Code was submitted  for approval to consult,Draft Revised Disciplinary Code consulted on with relevant stakeholders,"Not Achieved

The Draft Revised Disciplinary Code was only consulted on with the DPSA’s Executive Committee (EXCO) 
",Revised Disciplinary Code for the Public Service submitted for approval,Disciplinary Code for the Public Service was reviewed,Revised Disciplinary Code for the Public Service submitted for approval ,-,Reviewed  Disciplinary  Code for the Public Service tabled at the Public Service  Coordinating  Bargaining Council for consultation  with Labour   ,Not Applicable,Not Applicable,,,,,,The Revised Disciplinary Code is still to be considered by MPSA and for GSCID Cluster for noting the Revised Disciplinary Code, Consultations will be conducted during the fourth quarter period ,,,226
Public Service and Administration,Public Service and Administration,National,Programme 4: e-Government Services and Information Management,Programme 4: e-Government Services and Information Management,Quarterly,All national and provincial departments supported to implement the DPSA’s ICT related Directives. ,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,25% of departments supported to implement the DPSA’s ICT related Directives,Support was provided to 25% of the 161 ( national and provincial) departments,25% of Public Service departments supported.  to implement the DPSA’s ICT related Directives,41 (25%) departments were supported through an Online Integrated Implementation Support Workshop held on 17 August 2023 ,25% of Public Service departments supported to implement the DPSA’s ICT related Directive,"Achieved 
41% of Public Service Departments were supported through. amongst others, an online integrated workshop that was hosted on 14 November 2023 
",25% of Public Service departments supported to implement the DPSA’s ICT related Directive,"The EGSIM branch supported the remainder of 38 unique departments, which translate to 23.6% of the total.", All national and provincial departments supported to implement the DPSA’s ICT related Directives ,-,The supported 155 departments over the FY 2023-2024. This translates to 96.2% of departments supported,,,,,,,,The variance of 16% on implementation support rendered to public service departments is attributed to the ad hoc requests for support received by department from more departments  ,Not Applicab;e,,,226
Public Service and Administration,Public Service and Administration,National,Programme 4: e-Government Services and Information Management,Programme 4: e-Government Services and Information Management,Quarterly,Number of Digitalisation solution proposals developed for the BPM programme mapped business processes,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,1 Digitalisation Solution proposal developed for the BPM programme’s mapped business processes ,"1 Digitalisation Solution Proposal was developed with theMpumalanga Department of Agriculture, Rural Development, Land and Environmental Affairs on Environmental Authorization Application System ",1 Digitalisation Solution proposal developed for the BPM programme’s mapped business processes,"1 Digitalisation Solution Proposal for the Foot and Mouth Disease Vaccination Authorisation for the Department of Agriculture, Rural Development, Land and Environmental Affairs (DARDLEA), Mpumalanga ",1 Digitalisation Solution proposal developed for the BPM programme’s mapped business processes,"Achieved 
The Digitalisation Solution Proposal on Project Management Systems was developed for  the Limpopo Department of Co-operative Governance, Human Settlements and Traditional Affairs (CoGHSTA) 


",1 Digitalisation Solution proposal developed for the BPM programme’s mapped business processes,Digitalisation Solution Proposal on Crop Production System has been developed with Mpumalanga DARDLEA,4 Digitisation Solution proposals developed for the DPSA’s  Business Process Mapping (BPM) Programme,-,"All four identified Digitilisation Solution Proposals developed namely, 
Mpumalanga DARDLEA:
 1.Environment Authorisation Application, 
2. Foot and Mouth Disease Vaccination Authorisation Application.
3. Crop Production  Application Limpopo COGSTA:

4. Project Management System with COGHSTA, Limpopo.


All proposals were developed with SITA, and departments consulted on them. The proposals were handed over to departments for adoption and implementation

",,,,,,,,Not Applicable,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 4: e-Government Services and Information Management,Programme 4: e-Government Services and Information Management,Quarterly,Online compliance monitoring system for DPSA’s ICT policies and directives,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Draft indicators developed for the Public Service ICT directives approved in the previous year. Integrated monitoring plan developed.  ,The Draft indicators developed for the Public Service ICT directives approved in the previous year have been developed .The Integrated Monitoring plan has been developed. ,Automated data collection screens developed. ,The Automated data collection screens have been developed,Online forms tested and deployed on the online compliance system.,"Achieved 
The online forms have been developed and deployed on the online system at DPSA https://dpsa.powerappsportals.com/ The forms were also tested by the following departments:  
National departments: DPSA, Statistics South Africa; GCIS
Provincial departments: KZN: Office of the Premier; Eastern Cape : Office of the Premier; Limpopo : Agriculture and Rural Development 
",,,Online compliance monitoring system for DPSA’s ICT policies and directives developed,-,"The monitoring indicators for KM and Data Management; CGICTPF Directives were drafted and consulted. 
Monitoring Indicators were automated on the DPSA’s online compliance portal. 
Test plans were developed and shared with departments. 
Selected departments tested the automated monitoring screens and provided feedback to the DPSA. 
Feedback inputs were consolidated, and the automated screens were updated.
",,,,,,,,Not Applicable,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Approved Integrated Service Delivery Improvement Policy,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Research proposal on Integrated Service Delivery Policy presented to the DPSA’s Executive Committee (EXCO),The Research proposal on Integrated Service Delivery Policy was  presented to the DPSA’s Executive Committee)in June 2023,Research Report presented to the DPSA’s Executive Committee (EXCO). Policy brief presented to the DPSA’s Executive Committee (EXCO)  ,,Draft Integrated Service Delivery Improvement Policy presented to the DPSA’s Executive Committee (EXCO). Draft policy presented to the DPSA’s Executive Committee (EXCO) ,"Not Achieved 

The Draft Integrated Service Delivery Improvement Policy was not  presented to the DPSA’s Executive Committee (EXCO)
.Draft policy in the form of Concept document on the Rapid Assessment Tool: Implementation of the recommendations of the State of Public Service Delivery presented to the DPSA’s Executive Committee (EXCO) in November 2023",2nd draft of the Integrated Service Delivery Improvement Policy presented to the DPSA’s Executive Committee (EXCO). Integrated Service Delivery Improvement Policy submitted for approval  ,2nd draft of the Integrated Service Delivery Improvement Policy presented to the DPSA’s Executive Committee (EXCO). Integrated Service Delivery Improvement Policy submitted for approval,Approved Integrated Service Delivery Improvement Policy,-,Integrated  Service Delivery  Improvement  Policy submitted to the Minister for approval,,,,,,,,Research on the Integrated Service Delivery Improvement policy is not complete thus it could not be to the DPSA’s Executive Committee (EXCO). Research on the Integrated Service Delivery Improvement policy is not complete thus it could not be presented.,Research on the policy and the drafting thereof will be completed during December 2023 / beginning January 2024. Research on the policy and the drafting thereof will be completed during December 2023 / beginning January 2024,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Monitoring report on the implementation of the recommendations of the research study on the State of  Service Delivery,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Five (5) service delivery departments selected and engaged  to implement the recommendations. Monitoring tool presented to the DPSA’s Executive Committee (EXCO),"The 1. Department of Land Reform (Western Cape), 2.
Department of Community Safety, (Eastern Cape) 3. Department of Health(Free State), 4 .Department of Land Reform (Mpumalanga)and, 5.
Department of Education
(Limpopo have been selected but have not yet been engaged. The Monitoring tool has not yet been presented to EXCO
",Three (3) of the 5 selected service delivery departments supported to implement the recommendations of the research study on the State of Service Delivery,Three (3) of the 5 selected service delivery departments supported to implement the recommendations of the research study on the State of Service Delivery,Two (2) of the 5 selected service delivery departments supported to implement the recommendations of the research study on the State of Service Deliver,"Achieved 

Two (2) of the 5 selected service delivery departments (Western Cape and Education Limpopo) were supported to implement the recommendations of the research study on the State of Service Delivery
",Monitoring report on the implementation of the recommendations of the research study on the State of  Service Delivery by the Five (5)  selected service delivery departments compiled,Monitoring report on the implementation of the recommendations of the research study on the State of Service Delivery by the Five (5) selected service delivery departments compiled,Monitoring report on the implementation of the recommendations of the research study on the State of Service Delivery by the (5) Five Service Delivery departments  compiled,-,Monitoring report on the implementation of the  recommendatio ns of the research study on the State of  Service Delivery by the supported (5)  Five Service Delivery departments  submitted to the Director General for noting,,,,"The Project Plan to achieve target was submitted to DG for approval, and was returned with further inputs from the DG. The Monitoring Taol was removed from the 8 May EXCO Agenda after which the tool was submitted for approval in June and returned with comments for further work to be done ","
To be processed for approval in the 2nd quarter.
 The response to the comments will be  processed in the 2nd quarter",,,Not Applicable,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Number of departments  supported to implement.  the Public Service Charter,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Directive ion implementation of the Charter issued.,The Directive on the implementation of the Public Service Charter has not been issued ,50% of Departments supported to implement the Public Service Charter,The 50% of Departments were not  supported to implement the Public Service Charter as the Directive on the Public Service Charter has not yet been approved ,Remaining 50% of Departments supported to implement the Public Service Charter  ,"Achieved 
Support on the implementation of the Public Service Charter was provided through physical and virtual sessions to 67 instead of the forty (25%) targeted departments
",Monitoring report on implementation of the Charter presented to the DPSA’S Executive Committee (EXCO) ,Monitoring report on implementation of the Charter presented to the DPSA’S Executive Committee (EXCO)	,Hundred and Sixty-One (161) departments supported to  implement the Public Service Charter,-,Monitoring   report  on  Implementation of the Public Service Charter by the Hundred and Sixty On  (161)  Departments submitted to the Director-  General  for  approval,,,," Directive developed, legal advise received recommended this be issued after launch of revised PSR 2016.",To be issued in the  second half of the financial year,The Directive on the Public Service Charter was returned by Legal Services for revision in July 2023. ,"The Directive was revised and processed for approval by the Director-General . After approval, the Directive will be issued and support to departments will commence",The virtual workshops made it possible for more than the targeted 50% of the departments  to participate,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Number of departments  supported to implement.  the Revised Batho Pele  Strategy,Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Support provided to twenty five percent (25%) of departments on the implementation the Revised Batho Pele,Support was provided to twenty-five percent (25%) of departments on the implementation of the Revised Batho Pele Revitalisation Strategy,Support twenty five percent (25%) of departments on the implementation of the Revised Batho Pele  Strategy ,"Support was provided to 25% (41) of the departments on the implementation of the revised Batho Pele Revitalisation Strategy through an integrated branch approach using a hybrid of physical and virtual sessions during July, August and September 2023",Support provided to twenty five percent (25%) of departments on the implementation of the Revised Batho Pele,"Achieved 
Support on the implementation of the Revised Batho Pele Strategy
was provided through physical and virtual sessions to 78 instead of the forty (25%) targeted departments.
",Support provided to twenty five percent (25%) of departments on the implementation of the Revised Batho Pele  Strategy,Support provided to twenty five percent (25%) of departments on the implementation of the Revised Batho Pele Strategy,Hundred and Sixty-One (161) departments supported to  implement the revised Batho Pele Strategy ,-,Report on the status of compliance on the  implementation  of the  the Revised Batho Pele  Strategy by departments submitted to the DirectorGeneral for noting,,,,,,,,The virtual workshops made it possible for more than the targeted 25 % (forty - 40) departments to participate,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Number of departments supported to implement the Business Processes  Modernisation Programme (BPMP),Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Support provided to twenty five percent (25%) of departments on the implementation of the Business Processes Modernisation Programme (BPMP),Implementation support was provided to 82 ( 51%) national and provincial departments on the implementation of the Business Processes Modernisation Programme ,Support provided to twenty five percent (25%) of departments on the implementation of the Business Processes Modernisation Programme (BPMP),Support was provided to 41 (25%) national and provincial departments through an integrated branch approach using a hybrid of physical and virtual sessions. ,Support provided to twenty five percent (25%) of departments on the implementation of the Business Processes Modernisation Programme (BPMP) ,"Achieved 
Support on the implementation of the Business Processes Modernisation Programme (BPMP)was provided through  physical and virtual sessions. to 78 instead of the forty (25%) targeted departments   as follows:

Presentation to Batho Pele Forum (32 Departments), Presentation to Governance Cluster. (17 Departments)
•	Presentation to Economic Cluster. (18 Departments) and Presentation to Community Safety and Justice Cluster (11 Departments)

",Support provided to twenty five percent (25%) of departments on the implementation of the of the Business Processes Modernisation Programme (BPMP),Support provided to twenty five percent 25% of the Hundred and Sixty One (161) departments on the implementation of the of the Business Processes Modernisation Programme (BPMP),Hundred and Sixty One (161) departments supported to implement Business Processes Modernisation Programme (BPMP),-,Monitoring Report on the implementation of the Business  Processes   Modernisation Programme by departments submitted to the Director-General for noting,,,,"•	Implementation support was provided to 82 (51%) national and provincial departments on the implementation of the Business Processes Modernisation Programme.

•	There was overachievement of the planned target because requests for support were received from other national and provincial departments and the branch was able to provide support to more departments than the targeted 25%
",N/A,,,Achieved. The use of  virtual workshops made it possible for more than the targeted forty (40) departments to participate ,Not Applicable,,,226
Public Service and Administration,Public Service and Administration,National,Programme 5: Government Services Access and Improvement,Programme 5: Government Services Access and Improvement,Quarterly,Number of departments supported to implement the Organisational  Functionality  Assessment  Framework (OFA),Non-Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,Support provided to twentyfour (24) departments on the implementation of the Organisational Functionality  Assessment Framework (OFA),Implementation support was provided to 82 (51%) national and provincial departments on the implementation of the Organisational Functionality  Assessment Framework (OFA),Support provided to thirty.  seven (37) on the  implementation of the Organisational Functionality Assessment Framework (OFA),"39 Departments were supported on the Implementation of the OFA through various planning and briefing sessions in July, August and September 2023.There was a greater demand for the OFA support than anticipated and the department was able to  support  2 more departments ",Support provided to  Seventy-four (74)  departments on the  implementation of the Organisational Functionality Assessment Framework (OFA) ,"Achieved 
Support was delivered to 118 instead of the 74 national and provincial departments as was planned
",Support provided to twenty.  six (26) departments on the  implementation of the Organisational Functionality  Assessment Framework (OFA),Support provided to twenty-six (26) departments on the implementation of the Organisational Functionality Assessment Framework (OFA),Hundred and Sixty-One (161) departments supported to implement the Organisational  Functionality  Assessment  Framework (OFA),-,Status Report on the implementation of the  OrganisationalFunctionality   Assessment   Framework  (OFA) by cycle 2 (two) departments that have been supported during 2023/24 submitted to the Director-General for noting,,,,"•	Implementation support was provided to 82 (51%) national and provincial departments on the implementation of the Organisational Functionality Assessment Framework (OFA).
•	Requests for support were received from other national and provincial departments and the branch was able to provide support to more departments than the targeted 25%
",N/A,,,The use of  virtual workshops made it possible for more than the targeted forty (40) departments to participate ,Not Applicable,,,226
