Sector,Institution,Programme,SubProgramme,Location,Frequency,Indicator,Type,SubType,Outcome,Cluster,Target_Q1,ActualOutput_Q1,Target_Q2,ActualOutput_Q2,Target_Q3,ActualOutput_Q3,Target_Q4,ActualOutput_Q4,AnnualTarget_Summary2,Preliminary_Summary2,PrelimaryAudited_Summary2,ReasonforDeviation_Summary,CorrectiveAction_Summary,ValidatedAudited_Summary2,ReasonforDeviation_Q1,CorrectiveAction_Q1,ReasonforDeviation_Q2,CorrectiveAction_Q2,ReasonforDeviation_Q3,CorrectiveAction_Q3,ReasonforDeviation_Q4,CorrectiveAction_Q4,UID
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of consolidated LGMIM reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
consolidated LGMIM report was produced",None,None," 
1 consolidated LGMIM report was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of strategy/ framework for monitoring municipalities,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
Strategic Framework for monitoring municipalities was produced",None,None,"1 
Strategic Framework for monitoring municipalities was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of pilot dashboards for the master plan,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 pilot 
dashboard for the masterplan dashboard was developed",None,None,"1 pilot 
dashboard for the masterplan dashboard was developed",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,"Number of progress reports on intervention designed to increase Artisans, encompassing the role of private sector, trade, centres and TVET colleges",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
progress report on intervention designed to increase Artisans, encompassing the role of private sector, trade, centres and TVET colleges was produced",None,None,"1 
progress report on intervention designed to increase Artisans, encompassing the role of private sector, trade, centres and TVET colleges was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,"Number of progress reports on addressing the Network, Infrastructure challenges",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"Progress report on
addressing the Network, Infrastructure challenges was produced but not signed off by Minister",Progress report not approved by Minister,Additional information were requested by stakeholders which delayed timeous submission to Minister,"1 Progress report
on addressing
the Network,
Infrastructure
challenges was
produced in March
2023 outside the
reporting period
ahead of time",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of Industrial Park & Township and Rural Entrepreneurial Programme (TREP) monitoring reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
Industrial Park and & Township and Rural Entrepreneurial Programme (TREP) monitoring dashboard report was produced",None,None,"1 
Industrial Park and & Township and Rural Entrepreneurial Programme (TREP) monitoring dashboard report was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Government wide Electronic Monitoring and Reporting System,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,"1 Business case
and Technical
design of the
Electronic system
developed",,"1 
Business case and Technical design of the Electronic  system was developed",None,None,"1 
Business case and Technical design of the Electronic  system was developed",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Develop Government wide interventions strategy (which includes the early warning system and rapid response),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
Government wide interventions strategy was produced",None,None,"1 
Government wide interventions strategy was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Annually,Number of concept notes on the development of Operation Phakisa (OP) Electronic Monitoring and Reporting System,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",,,,,,,,,1,,"1 
Concept Note on the development of Operation Phakisa (OP) Electronic Monitoring and Reporting System was produced",None,None,"1 
Concept Note on the development of Operation Phakisa (OP) Electronic Monitoring and Reporting System was produced",,,,,,,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of MTSF Monitoring reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 MTSF Monitoring Report was produced ,-,,1,1 MTSF Monitoring Report was produced,-,,"2 reports
produced",-,"2 reports produced
",None,None,2 reports produced,None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Percentage of required Briefing notes produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster","90% of required
briefing notes produced
","100% of required briefing notes were produced 

(11x100/11=100%)
","90% of
required
briefing notes
produced","100% of required briefing notes were produced

(11x100/11=100%)
","90% of
required
briefing notes
produced","100% of required briefing notes were produced 

(42x100/42=100%)","90% of
required
briefing notes
produced","100% of required briefing notes were produced

Formula:
(46 x 100/46= 100%)
","90% of
required
briefing notes
produced",-,"100% briefing notes were 
produced against all the Cabinet Memoranda received

110/110-100%
",Target exceeded by 10%,Sector Monitoring Teams work beyond reasonable working hours including weekends to ensure that all Cabinet memoranda are responded to and briefing notes are submitted prior to the Cabinet Committees meetings,"100% briefing notes were 
produced against all the Cabinet Memoranda received

110/110-100%",10% more briefing notes were compiled,None,10% more briefing notes were compiled,More effort was put to ensure that all memos requiring briefing notes are attended to,10% more briefing notes were compiled,Sector Monitoring Teams worked beyond reasonable working hours including weekends to ensure that all Cabinet memoranda are responded to and briefing notes are submitted prior to the Cabinet Committees meetings,10% more briefing notes were compiled,Sector Monitoring Teams work beyond reasonable working hours including weekends to ensure that all Cabinet memoranda are responded to and briefing notes are submitted prior to the Cabinet Committees meetings,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Operation Phakisa assessment reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,1,"1 Operation Phakisa
assessment report was produced
",-,,1,1 Operation Phakisa assessment report was produced,2,-,"2 Operation Phakisa 
assessment report were produced",None,None,"2 Operation Phakisa 
assessment report were produced",-,-,None,None,,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Reports on Food and Nutrition Security,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on National Food and Nutrition Security Plan 2018-2023 plan was produced,1,1 progress report on National Food and Nutrition Security Plan was produced,1,1 progress report on National Food and Nutrition Security Plan was produced,1,Progress Report of the implementation of the National Food and Nutrition Security Plan 2018-2023 was not approved by DG,4,-,"4 Progress Report on the
implementation of the National Food and Nutrition Security were produced",None,None,"4 Progress Report on the
implementation of the National Food and Nutrition Security were produced",None,None,None,None,None,None,Progress report was produced after the end of the quarter and not approved by DG,Progress report was produced after the end of the quarter and was not signed off by DG,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of Gender Based Violence – Femicide (GBV-F) Reports,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on National Strategic Plan on GBV-F was produced ,-,,1,1 National Strategic Plan for GBV-F progress report was produced,-,,2,-,"2 progress report on 
National Strategic Plan on GBV-F were produced",None,None,"2 progress report on 
National Strategic Plan on GBV-F were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of progress reports on the Cannabis regulations and legislation framework,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,"1 progress report on
the Cannabis
Regulations and Legislation Framework was produced
",-,,1,1 progress reports on the Cannabis regulations and legislation framework was produced,-,,2,-,"2 progress reports on the
 Cannabis regulations and legislation framework were produced",None,None,"2 progress reports on the
 Cannabis regulations and legislation framework were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 3: SECTOR MONITORING SERVICES,PROGRAMME 3: SECTOR MONITORING SERVICES,Quarterly,Number of progress reports on Climate change and just transition,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 progress report on Climate change and just transition was produced,-,,1,1 progress report on Climate change and just transition was produced,-,,2,-,"2 progress report on 
Climate change and just transition were produced",None,None,"2 progress report on 
Climate change and just transition were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of status reports on performance agreements signed and assessed in the implementation of the Ministerial PMDS,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 status report on performance agreements signed and assessed ,-,,1,1 Status Report on performance agreements signed and assessed in the implementation of the Ministerial PMDS was produced,-,,"2 reports
produced",-,"2 Status 
Report on performance agreements signed and assessed in the implementation of the Ministerial PMDS were produced",None,None,"2 Status 
Report on performance agreements signed and assessed in the implementation of the Ministerial PMDS were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports on performance agreements signed and assessed in the implementation of the Heads of Departments (HOD) Performance Management Development System (PMDS),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 report on performance agreements signed and assessed in the implementation of HODs PMDS was produced ,-,,1,1 report on performance agreements signed and assessed in the implementation of HODs PMDS was produced,-,,"2 reports
produced",-,"2 report on 
performance agreements signed and assessed in the implementation of HODs PMDS were produced",None,None,"2 report on 
performance agreements signed and assessed in the implementation of HODs PMDS were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports developed on the monitoring of National and Provincial departments performance and capability monitored,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,-,-,1,1 Mid-year monitoring report on the public service performance and capability was produced,-,,1,1 Annual monitoring report on the public service performance and capability was produced,"2 reports
produced",-,2 reports on  the monitoring of National and Provincial departments performance and capability monitored were produced,None,None,2 reports on  the monitoring of National and Provincial departments performance and capability monitored were produced,-,-,None,None,,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of monitoring reports on the SOEs contributing towards the MTSF,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,1,Mid-year monitoring report on SOEs contributing towards the MTSF was approved by DG on the 5th October 2023,-,,1,Annual monitoring report on SOEs contributing towards the MTSF was produced ,"2 reports
produced",-,"2 monitoring reports on
 SOEs contributing towards the MTSF were produced ",None,None,"2 monitoring reports on
 SOEs contributing towards the MTSF were produced",-,-,Mid-year monitoring report on SOEs contributing towards the MTSF was approved after the end of the quarter,"Due to an extensive consultation with internal and external stakeholders, this caused delays for the report to be routed on time to DG. There were changes and amendments to the report which led to the report being late",,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of frontline service delivery monitoring reports on the implementation of MTSF priorities at district level,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,-,-,1,1 Frontline Service Delivery monitoring report was produced,-,,1,1 Frontline Service Delivery monitoring report was produced,"2 reports
produced",-,"2 Frontline Service 
Delivery monitoring report were produced",None,None,"2 Frontline Service 
Delivery monitoring report were produced",-,-,None,None,,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of Performance Reports for the Presidential Hotline (PH) Performance,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",1,1 Presidential Hotline Performance Report was produced,1,1 report for Presidential Hotline Performance was produced,1,1 report for Presidential Hotline Performance was produced,1,1 report for Presidential Hotline Performance was produced,"4 reports
produced",-,"4 
Presidential Hotline Performance report were produced",None,None,"4 
Presidential Hotline Performance report were produced",None,None,None,None,None,None,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of targets in the PM&E Capacity Development Implementation Plan achieved,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"4 reports
produced",4 reports were produced,-,,"4 reports
produced",4 reports were produced,"8 reports
produced",-,"8 targets in 
the PM&E Capacity Development Plan were achieved",None,None,"8 targets in 
the PM&E Capacity Development Plan were achieved",-,-,None,None,,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of monitoring reports on the institutionalization of the National Anti-Corruption Strategy (NACS),Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Governance and Administration cluster,1,1 Monitoring report of the institutionalisation of the NACS was produced,-,,1,1 Monitoring report of the institutionalisation of the NACS was produced,-,,"2 reports
produced",-,"2 Monitoring
 report of the institutionalisation of the NACS were produced",None,None,"2 Monitoring
 report of the institutionalisation of the NACS were produced",None,None,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,PROGRAMME 4: PUBLIC SECTOR MONITORING AND CAPACITY DEVELOPMENT ,Quarterly,Number of reports on Socio-economic impact analysis of the DDM,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"1st bi-annual
report",1st bi-annual report was produced,-,,"2nd bi-annual
report",2nd bi-annual report was produced,"2 reports
produced",-,"2 Biannual reports
on the socioeconomic
impact
of DDM were
produced",None,None,"2 Biannual reports
on the socioeconomic
impact
of DDM were
produced",-,-,None,None,,,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of evidence plans produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,-,,"Draft evidence
plan produced",Draft evidence plan was produced,"1 evidence plan
produced",1 Evidence Plan was produced,"1 evidence
plan produced",-,"1 Evidence 
plan was produced",None,None,"1 Evidence 
plan was produced",-,-,,,None,None,,,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of evaluation reports produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"Progress report
on evaluation
reports",Progress report was produced ,"2 evaluation
reports
produced",4 evaluation reports were produced,"2 evaluation
reports
produced",1 Evaluation Report was produced,"4 evaluation
reports
produced",-,5 Evaluation reports were produced,Target exceeded by 1 additional Evaluation report,Produced 1 additional evaluation not in the NEP,5 Evaluation reports were produced,-,-,None,None,Target exceeded By 2 Evaluation reports,"Finalised 1 NEP that delayed from previous year

Finalised 1 additional evaluation not in the NEP",Over achievement by 2 additional reports produced in the 3rd quarter,"2 Evaluations Reports completed earlier than planned (in 3rd quarter) Refer to quarter 3 supporting evidence

Annual target for 2023/24 will be exceeded by 1 more evaluation report
",226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of research assignments produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"Progress report
on research
assignments",Progress report was produced ,"Progress report
on research
assignments",Progress report on research assignments was produced,"2 research
assignments
produced",3 Research Assignments were produced,"2 research
assignments
produced",-,3 Research assignments were produced,Target exceeded by 1 additional research assignment,Produced 1 additional research report in response to ad-hoc request ,3 Research assignments were produced,-,-,None,None,None,None,Target exceeded by 1 additional report,"In response to ad-hoc request, 1 additional research report was produced",226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of development indicators reports produced,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"Project
progress report",Project progress report was produced,"Database
updated

1 Draft
Development
Indicators
Report
produced","Database Updated 

1st draft on development indicators report was produced","1 final
development
indicators
report
produced",1 Final Development Indicators report was produced,"1 development
indicators
report
produced",-,1 Development Indicator report was produced,None,None,1 Development Indicator report was produced,-,-,None,None,None,None,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,Number of reports produced on the technical support provided to the DPME and other government institutions,Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"Progress report
on technical
evidence
support","Progress report
on technical evidence support was produced
","1st draft report
on technical
evidence
support
produced",1st draft report on technical evidence support was produced,"1 report on
technical
evidence
support
produced",1 Report on Evidence Technical Support was produced,"1 report on
technical
evidence
support
produced",-,1 report on Technical Evidence Support was produced,None,None,1 report on Technical Evidence Support was produced,-,-,None,None,None,None,None,None,226
"Planning, Monitoring and Evaluation","Planning, Monitoring and Evaluation",National,"PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS","PROGRAMME 5: EVALUATION, EVIDENCE AND KNOWLEDGE SYSTEMS",Quarterly,"Number of CDMAS software solution packages developed, piloted and deployed for use",Standardized,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State","Governance, State Capacity and Institutional Development cluster",-,-,"1 functioning phase 1
software
solution
packages
developed, piloted and
deployed for use","Software solution packages was not developed, piloted and deployed for use",-,,"1 functioning phase 2
software
solution
packages
developed, piloted and
deployed for use","No software solution packages was developed, piloted and deployed for use","1 functioning
phase 1
and phase
2 software
solution
packages
developed,
piloted and
deployed for use",-,"No software solution packages was developed, piloted and deployed for use","No software Solution packages developed, piloted and deployed for use","The appointment of external service provider to develop Phase 1 or Phase 2 software solution not achieved due to budget constraints and slow process for ICT services procurement

An internal submission with recommended next steps developed for the approval by the DG
","No software solution packages was developed, piloted and deployed for use",-,-,"Phase 1 software
solution packages was not 
developed, piloted and deployed for use
","No Service Provider appointed to date to Develop CDMAS Software solution

Process initiated through a Tasking Letter to State Information Technology Agency (SITA) to assess feasibility of customizing an existing solution to meet CDMAS requirements
",,,"No software
Solution packages
developed,
piloted and deployed for use
","The appointment of SITA to build MVP1 was not achieved due to budget constraints

A revised Submission addressing these challenges of
dealing with the revision of budget requirements for the CDMAS project and the appointment of SITA is en-route for the approval of DBAC, CFO and DG
",226
Public Enterprises,Public Enterprises,National,Pfrogramme 1: Administration and Corporate Management,Pfrogramme 1: Administration and Corporate Management,Quarterly,Number of reports on the interventions to reduce loss of SOEs' infrastructure through theft and vandalism ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 30 June 2023 ,Not achieved ,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 30 September 2023 ,"Achieved
",Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 31 December 2023 ,Achieved ,Quarterly report on the interventions to reduce loss of SOEs infrastructure through theft and vandalism by 31 March 2024,Achieved ,Four reports on the interventions to reduce loss of SOEs infrastructure through theft and vandalism,-,Achieved,None,None ,Achieved,There were delays in finalising the report to address the interventions to reduce infrastructure theft and vandalism  ,Catch up plans in place to finalise the report in quarter 2  ,None ,None,None,None,None,None,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,Number of Corporate Plans reviewed ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,,"Indicator not applicable, to be reported at indicator 6 in Q4",,,,-,,,,,,,,,,,,,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,number of Corporate Plans reviewed ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,0,,0,,0,No target for the quarter,6,Achieved,6,0,6,None ,None,6,,,,,None,None,None ,None,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,Number of reports on monitoring of conditions related to Eskom debt relief package ,Not Applicable,Not  Applicable,Priority 2: Economic Transformation And Job Creation,Not Applicable,,,,,Report on monitoring compliance to conditions related to Eskom debt relief package ,Achieved,Report on monitoring compliance to conditions related to Eskom debt relief package ,Achieved ,Four quarterly reports on monitoring compliance to conditions related to Eskom debt relief package ,-,Achieved,None,None ,Achieved,,,,,None,None,None,None,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,Number of SOCs quarterly financial reviews conducted ,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,,,,,12 financial reviews conducted ,Achieved,12 financial reviews conducted ,Achieved,24 financial reviews conducted ,-,Achieved,None,None,Achieved,,,,,None,None ,None,None,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,Percentage on compliance with conditions of the Eskom debt relief package,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,100% on compliance with conditions of the Eskom debt relief package,Achieved ,100% on compliance with conditions of the Eskom debt relief package,Achieved,100% on compliance with conditions of the Eskom debt relief package,"Target revised, see indicator number 3",100% on compliance with conditions of the Eskom debt relief package,,100% on compliance with conditions of the Eskom debt relief package,-,,,,,None,None,None,None,None,None,,,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,Financial Assessment and Investment Support,Quarterly,SOEs engagements on implementation plans in addressing audit recommendations,Not Applicable,Not  Applicable,Not Applicable,Not Applicable,None,None,Report on SOEs engagements on implementation plans in addressing audit recommendations ,Achieved,None,None,Report on SOEs engagements on implementation plans in addressing audit recommendations ,Achieved ,Two reports on SOEs engagements on implementation plans in addressing audit recommendations,-,Achieved ,None,None,Achieved,None,None,None,None,None,None,None,None ,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,"Governance, Legal Assurance, Risk Profiling and Mitigation",Annually,Business case for the NSEHC in pursuit of a centralised Shareholder Model,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,Draft Business case for the NSEHC,,,,,,,,,,,,,,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,"Governance, Legal Assurance, Risk Profiling and Mitigation",Annually,National State Enterprise Holding Company (NSEHC) established ,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,,,,,,,,,National State Enterprises Bill introduced in Parliament ,,Achieved ,None,None ,Achieved,,,,,,,,,226
Public Enterprises,Public Enterprises,National,Programme 2: SOC Governance and Performance,"Governance, Legal Assurance, Risk Profiling and Mitigation",Quarterly,PSEC Strategic and Secretariat support provided,Not Applicable,Not  Applicable,"Priority 1: A Capable, Ethical and Developmental State",Not Applicable,Quarterly report on PSECs strategic and secretariat support ,Achieved,Quarterly report on PSECs strategic and secretariat support,Achieved,Quarterly report on PSECs strategic and secretariat support,Indicator has been removed in the revised APP,Quarterly report on PSECs strategic and secretariat support,,Four quarterly reports on PSECs Strategic and Secretariat support ,-,,,,,None,None,None,None,None,None,,,226
